Ens.ID	TPM.bones	TPM.brain	TPM.embryo	TPM.gill	TPM.heart	TPM.intestine	TPM.kidney	TPM.liver	TPM.muscle	TPM.ovary	TPM.testis
ENSELUG00000000007	729.23	3521.01	1116.02	1771.03	3766.74	1711.08	980.618	749.644	299.028	37.9137	1441.81
ENSELUG00000000011	945.83	4613.75	1214.57	2274.61	5476.8	1948.63	1239.92	1103.46	294.62	36.4762	1613.56
ENSELUG00000000017	5991.05	24256.9	11318.2	13246.8	20485.6	13489.1	6543.21	6207.79	2142.93	480.723	10008.2
ENSELUG00000000020	5017.94	19664.4	8770.95	12144.8	22616.6	11457.4	5910.83	4527.76	2335.89	325.842	9301.81
ENSELUG00000000022	2275.45	10962.4	7131.02	5440.46	12793.1	4508.29	3613.57	4353.01	666.771	143.014	6007.21
ENSELUG00000000023	1586.82	8341.51	4623.05	3855.82	9355.92	2817.03	2620.27	2662.28	583.227	76.2401	4605.09
ENSELUG00000000024	6134.12	27240.1	10237.6	13828.8	28756.3	11460.6	8015.7	6575.97	2976.89	542.211	18590.3
ENSELUG00000000026	624.68	2798.99	1268.36	1255.12	3223.18	1302.72	842.499	783.33	269.868	37.5964	1500.62
ENSELUG00000000028	898.553	3120.04	1910.94	1842.66	3562.56	1616.47	1308.23	1240.87	171.477	32.6224	1324.93
ENSELUG00000000029	801.469	3392.57	1556.97	1578.51	4003.02	1379.83	1105.57	989.154	271.893	34.7301	1521.84
ENSELUG00000000033	485.384	1613.78	1084.4	742.567	1736.82	828.886	597.562	660.887	68.325	16.8208	845.645
ENSELUG00000000034	661.004	3104.65	1606.9	1106.67	2780.29	1224.72	896.148	797.401	223.47	27.565	1697.81
ENSELUG00000000036	1178.99	5226.9	3512.99	2583.46	6407.33	2165.53	1800.87	1651.04	434.688	63.7429	3825.59
ENSELUG00000000044	0.726836	0.0812461	1.0481977	0.0388898	4.3336541	0.2387593	0.0770797	0.0536084	0.0950349148	265.977302	14.234768
ENSELUG00000000046	3.35435	3.05868	4.66633	5.6313	7.56482	6.35097	4.55987	3.94501	0.50179	4.11473	2.66279
ENSELUG00000000049	0.0420728	0.099416	0.971388	0.093772	0.103049	0.185654	0.0697531	0.0323205	0	0.0347938	0.0637275
ENSELUG00000000050	33.1112	72.1332	35.989	79.3636	68.0734	76.5619	60.2976	23.984	3.856	4.70859	81.7225
ENSELUG00000000051	3.54089	6.17824	7.25	3.77	5.3443	146.307	7.59593	6.05016	0.542066	27.2512	6.82933
ENSELUG00000000052	4.82119	7.23522	7.73746	4.63382	11.6878	327.14	20.2721	6.10107	0.601721	16.6581	4.13972
ENSELUG00000000053	2.43356	12.3086	2.88733	48.3198	0.633531	16.6481	0	3.81021	0	5.23434	0.999766
ENSELUG00000000054	10.419	12.6097	12.3175	12.0728	25.3583	15.5603	19.4043	24.8265	11.6789	37.0723	29.8115
ENSELUG00000000055	5.48128	17.4353	0.616844	4.39832	0.155089	1.2767	0.757935	0.1167	0.0414003	11.0992	12.1261
ENSELUG00000000056	0.076255	6.165414	12.894958	0.1983343	0	0	0	0	0	0.031525	2.610516
ENSELUG00000000057	16.0556	0.844662	1.731491	0.930737	4.491455	340.8217	1.18846	0.64191	0.0626013	6.7083	3.068811
ENSELUG00000000058	0.2540052	0.1598943	0.2439141	0.9902858	0.1231262	419.8772	0.919561	0.5973616	0	0.358005	0.6210607
ENSELUG00000000059	9.83313	20.7343	62.1945	30.4147	12.6667	23.2775	26.2628	3.649	0.871314	18.0779	24.0541
ENSELUG00000000060	132.2532	485.523	467.8461	57.3853	48.8593	42.4839	61.8853	5.037	18.73211	18.99066	42.6522
ENSELUG00000000061	0.592348	0.0489012	15.1897	12.4204	0	86.1022	0.0573546	48.1237	0.0562716	0.213125	0.708251
ENSELUG00000000062	8.28101	39.27083	17.44711	24.4315	5.521812	7.859891	9.748979	418.63997	21.1283	8.41926	12.46722
ENSELUG00000000063	2.7716	4.21312	4.44837	5.96758	4.09393	4.4532	8.18933	1.91769	1.08185	20.026	26.2037
ENSELUG00000000064	2.91696	1.70901	16.97944	161.5838	1.322038	42.8791	3.02026	0.244178	0.109942	0.671505	1.840659
ENSELUG00000000065	6.19801	9.528846	4.110113	2.313339	16.48702	0.948278	3.926511	0.352608	1.577884	49.942952	26.199657
ENSELUG00000000066	1.840569	0.68664389	3.86148	0.0537166	0.0788471	32.4084	0.160826	33.62546	0	0.160659	0.44127
ENSELUG00000000067	22.11125	37.10809	31.01687	32.65416	30.91624	41.03453	40.34709	23.89663	2.664278	84.3737	29.90483
ENSELUG00000000068	67.6591	83.8838	111.909	196.455	89.2207	106.332	149.196	296.524	15.3722	172.953	96.0651
ENSELUG00000000069	5.81451	48.3091	2.75861	0.0992711	0	0	0.0989883	0	0	0	3.25875
ENSELUG00000000070	1.00923	0.710295	0	0.542876	0	0.447122	0	0.944958	0	0	0.390898
ENSELUG00000000071	0.343372	1.52436	1.9022	0.859127	0.392457	0.715495	0	1.31246	0	16.5597	2.16213
ENSELUG00000000072	4.5792516	7.468424	8.283226	7.294	5.494740427437	8.2801437007	8.95341	3.1600888956	0.48613000972238	18.2419938861	22.8328171
ENSELUG00000000073	0.252243	2.13544	0.546976	0	0	0	0.140149	0	0	0	0.578567
ENSELUG00000000074	0.36726	2.15662	0.31091	1.2267	1.3057	0.277828	1.21809	1.20416	0.0741951	0.043411	0.795064
ENSELUG00000000075	13.3876	9.37755	9.3436579	68.40407	16.79921	10.30439	44.7207370245456	2.5835616	1.054594	43.299213	8.7294629
ENSELUG00000000076	945.988	1629.845	895.695	2051.661	6495.56	3778.3	1083.429	890.904	87.90925	946.783	1439.997
ENSELUG00000000079	4.28495	7.96097	3.14171	7.89744	5.68227	8.96065	8.03847	2.90389	0.115353	0.821798	7.63279
ENSELUG00000000080	50.7345	37.8603	36.5949	14.4872	25.3572	61.6846	169.784	519.083	0.0785461	16.5068	42.1291
ENSELUG00000000081	35.2267	49.6271	5.93864	37.1167	66.4475	41.9663	26.9618	34.3864	6.74719	2.82174	13.3447
ENSELUG00000000082	11.60645	37.666	26.23779	34.51504	14.53463	20.2243	27.86182	6.09477	0.600589	6.34978	44.92149
ENSELUG00000000085	27.87183	35.20848	21.6791	42.51409	24.85942	35.57959	51.95926	40.7332	1.9230273	17.09917	25.0285
ENSELUG00000000086	6.76801	20.12485	23.08357	16.61533	14.37577	10.81298	27.32574	6.50919	3.75147379555	39.947	30.219
ENSELUG00000000087	7.53971	8.523	10.9832	42.7508	10.9248	19.85	3.90019	11.6935	0.346241	41.866	33.4545
ENSELUG00000000088	165.554	247.136	803.013	323.364	243.563	314.042	455.759	111.971	88.8295	847.381	627.235
ENSELUG00000000089	22.6408	54.918	33.4059	33.3481	23.5928	25.0525	37.3941	12.038	10.0564	23.2113	99.2336
ENSELUG00000000090	13.1812	14.3647	11.4522	59.6915	13.0455	52.6206	37.5746	12.2236	1.44987	27.2194	12.8626
ENSELUG00000000091	5.78753	14.8233	31.4278	74.9664	0.116551	0.255658	0.160959	4.15666	0	9.4472	130.109
ENSELUG00000000092	0.0968086	0.484744	2.036916	0	0	0	0	0	0	0	0.226013
ENSELUG00000000093	7.552475	12.935540132598	28.069045	15.960038	18.647539	7.015069	14.241808	36.56674	0.48446	1.793674	8.0807
ENSELUG00000000094	9.73856	14.6293	13.366	9.81302	8.73895	10.3265	12.9024	2.95627	3.09071	11.1998	18.716
ENSELUG00000000095	1.322377	0.408435	3.5552	45.13879	0.771192	0.132683	0.319991	0.4472094	0.223494	0.600059	2.227385
ENSELUG00000000096	1.21905	6.255369	4.748907	0.371115	0.718449	0.302027	0.1903715	0	0.1833057	3.726043	5.24615
ENSELUG00000000097	1.27044	5.56269	4.595296	1.60107	0.350693	0.749374	7.80856	0	0.234262	1.42576	14.3673
ENSELUG00000000098	13.1132	6.25877	15.3554	10.8372	9.0212	16.3507	24.8634	6.57055	13.2106	75.9566	23.8851
ENSELUG00000000099	1.450242	0.830447	2.03529	14.788565	6.89489	4.35875	9.085022	0.8808608202	0.062533	4.20791	3.206852
ENSELUG00000000100	0.464753	16.3126	1.32387	0.303905	0.133227	0.168356	0.435745	0.0734325	0.0591439	0.680098	1.44046
ENSELUG00000000101	35.2691	19.8369	18.2671	32.2894	26.1928	31.7357	23.9812	12.8303	35.8192	37.7665	42.1178
ENSELUG00000000102	20.71721	68.9095	77.7771	13.67821	38.8022	34.2633	6.27379	3.3531	3.14861	6.81549	18.14294
ENSELUG00000000103	86.0882	75.0894	183.737	203.572	130.283	171.671	173.359	599.961	12.651	156.09	151.904
ENSELUG00000000104	0	0.487918	0.107002	0	0.278253	0	0.579098	0.130523	0	0	0.266061
ENSELUG00000000105	15.9355070034649	35.200921	20.119732	4.32617142	2.9851523	5.46846300707446	1.154737423753	25.535963	0.52333253	1.177777	3.8490203
ENSELUG00000000106	4.69244	0	0	0	31.1993	0	0.113211	0	0.99193	0	2.17894
ENSELUG00000000107	0.0932391	3.9675	0.116439	0.0130099	0.723936	0	0.0772552	0.00896458	0.050846	0.48148	0.405696
ENSELUG00000000108	6.50588	13.8636	3.44107	0.184413	0.0300181	11.84	0.0203103	0.0141232	0	23.8252	4.61992
ENSELUG00000000109	329.051	355.837	627.878	535.338	657.071	284.389	254.063	104.944	328.23	138.403	582.874
ENSELUG00000000110	7.665373	3.230326	3.972067	4.38959	2.989695	4.159502	9.78873	0.0782396	3.6838	1.41224	5.434073
ENSELUG00000000111	0.99543	13.663952	0.947745	0	0.0213745	0	0	0	0	2.362643	4.684188
ENSELUG00000000112	6.58766	10.22882	48.0294	14.54059	23.32632	9.22175	15.0202	5.99005	6.95717	142.4478	31.96899
ENSELUG00000000113	15.02954	21.2379	10.77982	20.68816	48.2935	6.09339	6.76062	0.240587	3.4517	0.941507	14.31504
ENSELUG00000000115	26.7109	0.0570262	16.7633	0.235741	53.0735	0.159623	0.241419	0.0174011	17.5989	0.261437	2.33752
ENSELUG00000000116	5.270137	4.89484	2.4926	2.1074	11.3688	2.04177	5.72568	0.363263	0.0572567	0.391538	4.8285325
ENSELUG00000000117	1.27325	2.63503	0.0547908	0.02446	0	0.116244	0	0	0.143501	0.0726248	1.937528
ENSELUG00000000118	1.33085	4.15516	2.526771	3.95137	2.47806	2.519357	4.82315	0.751759	0.42628	0.217658	2.59599
ENSELUG00000000119	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000120	2.01285	0.83329	0.434131	2.02349	0	0.801038	0.509263	1.84491	0	0	0.590898
ENSELUG00000000121	0.248411	0.701069	14.6229	0	0	1.53582	0	0	0.535611	0.415051	0.56968
ENSELUG00000000122	6.171368	5.0857	1.2032	0.0611368	0	0.0974432	0	0	0	0	0.335418
ENSELUG00000000123	0	0.315631	0	0	0	0	0	0	0	0	0
ENSELUG00000000124	58.3774	84.3028	17.8679	0.337187	0.104895	3.54267	0.491768	0.02323	0.00823388	0.112183	1.17591
ENSELUG00000000125	1.42631	1.57993	0.0844266	1.87102	1.98192	5.10054	3.6609	0.593786	0.147167	0	2.53631
ENSELUG00000000126	10.1967	28.4139	13.0982	0.196861	2.69884	0	0.131298	0.0453102	1.86572	0.787392	2.34264
ENSELUG00000000127	2.91404	2.64176	13.6704951	57.780297	2.40702	7.30669	0.154969	16.274231	0.065584	23.9404	10.338947
ENSELUG00000000128	3.07465	13.94536	21.13622	0.334903	2.59824	0.815061	0.342238	0	0	4.12135	2.750479
ENSELUG00000000129	8.12326	10.4934	9.01884	9.55405	10.4632	17.4602	10.1074	4.84592	2.36581	49.0287	27.3286
ENSELUG00000000130	17.24057	15.972407	35.1677359	20.48133	10.014496	17.30876	5.620829	3.49602	1.316487	3.78592	15.791108
ENSELUG00000000131	44.8888	93.6404	13.1239	25.2589	20.0297	21.3106	81.6253	4.84972	0.79808	8.14291	70.3034
ENSELUG00000000132	0.846634	11.4217	11.3832	0.37369	0.345742	0.591507	0.097459	0	0.288377	0.0291635	1.30872
ENSELUG00000000133	13.9671	42.0247	16.2016	15.4038	14.2595	15.1238	21.9791	9.54909	1.56644	47.4039	39.1469
ENSELUG00000000134	4.37997	5.01965	6.07152	2.88946	8.0603	7.08831	7.09972	1.47595	0.283142	1.55714	40.3121
ENSELUG00000000135	69.67764	32.812749	57.338014	98.971425	95.514821	14.608300828167	65.8095510102359	1.4068425832	37.779292	63.536661117239	24.1342360124719
ENSELUG00000000136	0	0.47464	18.4258	0	0	0	0	0	0.361665	0	1.03466
ENSELUG00000000138	0.928695	0.97392	35.6618	1.20093	2.30885	1.27523	0.913804	0.434213	0	0.0855936	0.78362
ENSELUG00000000140	0.792957	3.16207	7.5818	22.5207	3.17639	0.701208	0.221291	0.596036	0	436.728	127.593
ENSELUG00000000141	3.612864	4.522005	9.80889	4.672265	4.009461	6.917946	8.328343	1.993521	1.70219	17.393733	16.276284
ENSELUG00000000142	10.0482	53.0344	9.54935	0.117347	11.7568	0.755186	0.237331	0.162387	0	0.17831	5.38451
ENSELUG00000000143	2.22348920140669	8.952891	1.465135	0.26783819	0.29641574	0.23339295	0.2064481	0.0220837	0.20941255	0.538721	7.181637226442
ENSELUG00000000144	25.25216	10.443	14.89969	91.3751	58.2216	44.5894	32.4277	31.1942	0.573359	55.0556	29.0721
ENSELUG00000000145	1.97573	3.63853	1.18146	6.80063	7.44466	6.72244	9.07936	0.85512	0	0	2.69895
ENSELUG00000000146	98.6773	65.5285	52.825	88.335	36.9655	53.0875	24.6899	272.679	12.037	5.55368	35.1057
ENSELUG00000000147	2.60031	7.99921	4.10657	3.1569	3.35397	2.04246	3.53379	1.4734	1.21018	9.20534	6.17095
ENSELUG00000000148	12.2712952719136	16.667399	15.514093172947	21.4333670002965	12.38548467395	52.69195	18.6877560008886	51.25665	5.6969	33.1145410013862	19.456070001213
ENSELUG00000000149	18.77404	5.844306	2.23496	7.01886	4.297179	1.91853	5.573322	0.2491717	2.32675	1.33854	1.1240661
ENSELUG00000000150	5.4387303265	3.64778900635272	4.350591	38.67777	9.47185	35.1188000795072	21.780367	2.0909175366948	0.32728100174347	17.305584	22.327549
ENSELUG00000000151	20.4486	30.9142	8.06751	12.2771	7.9943	8.37874	11.8711	3.58331	11.4749	6.20357	21.3446
ENSELUG00000000152	18.5077	22.4374	12.9613	73.7734	19.1255	37.7445	25.4326	31.7336	3.81421	37.8766	43.9905
ENSELUG00000000153	35.5883	43.5668	59.5397	0.421802	0.315198	1.40601	1.79327	0	0	0.670724	3.10497
ENSELUG00000000154	1.23155	0.81492	0.647758	0.727927	0.633233	0.888024	0.45109	0.0347278	0.336401	0	0.813765
ENSELUG00000000155	44.8694	107.085	57.7836	69.1268	39.1198	81.7768	78.5318	109.528	11.4151	49.1758	55.0629
ENSELUG00000000156	16.82138	34.40792	17.17435	21.9153	21.42266	20.44878	18.20965	16.89168	12.911905	48.0559	51.10952
ENSELUG00000000157	2.73657	2.29106	8.90352	22.3813	1.07424	1.63557	2.36008	1.13174	0.538623	0.0913754	2.03015
ENSELUG00000000158	74.2692	4.46611	9.979	9.31474	193.64	3.82516	6.27913	0.195019	103.722	81.7197	2.77948
ENSELUG00000000159	0.571662	1.43588	0.118303	0.1048	0.308586	0.504769	0.317101	0	0	0	0.726379
ENSELUG00000000160	10.0868	29.473959	16.8751	9.460263	12.879363	20.344559	12.303426	2.64883	1.50399	31.700125	19.7469
ENSELUG00000000161	4.83674	32.6348	53.18991	5.7016	0.654351636	15.74854	6.80004	0.234404	0.306914	8.35142	1.52959
ENSELUG00000000162	5.87171	10.4769	12.7339	8.65977	6.34533	7.6695	14.7208	1.83976	0.997786	28.0153	14.7315
ENSELUG00000000163	0.260268	0.122387	0.483603	0.142288	0	0	0	0.394199	0	0	0.995321
ENSELUG00000000164	2.91919	2.25922	1.45307	3.02658	3.21127	7.77352	39.677297	3.84499	0.328895	0.2976594	3.82045
ENSELUG00000000167	0	1.38477	0	0	0	0	0	0.27491	0.389864	0	2.88432
ENSELUG00000000168	777.528	2.01301	80.9727	6.105278	3.824482	0.77466	0.390028962747	0.113386257861	1041.6973	0.301307451456	4.76913
ENSELUG00000000169	19.1992	23.4137	29.6951	33.9817	28.9884	26.3508	28.0164	9.55966	6.33211	29.8529	23.169
ENSELUG00000000170	8.20847	4.53299	2.476963	8.09999	3.26174	12.65447	35.7998	2.393591	0.23217	34.8028	20.82667
ENSELUG00000000171	48.2682	96.361	34.5893	46.5905	57.7366	48.4738	48.3935	16.2984	10.2914	115.712	52.9736
ENSELUG00000000172	3.20167	7.0600300226743	7.378671	2.980029	2.86666800886403	2.4831124506	2.643998	0.637226	0.153157	11.148365	11.375522257
ENSELUG00000000173	31.9194	128.153	6.8156	44.17	3.2467	1.04413	6.56587	0.448345	0.382584	0.59227	0.722577
ENSELUG00000000174	166.145	26.2067	32.9391	34.5507	32.6103	68.2468	18.5127	2.82302	9.05961	12.1617	47.438
ENSELUG00000000175	36.002	51.7952	44.6323	90.6265	55.6587	68.7431	61.7274	38.1063	10.2942	71.663	44.3043
ENSELUG00000000176	232.565	92.9742	15.8234	317.238	435.936	195.9	207.494	309.505	128.518	100.263	123.107
ENSELUG00000000177	38.5065	18.0335	10.6186	21.7025	7.4361	19.3877	21.2925	5.36543	14.905	22.3547	13.9274
ENSELUG00000000178	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000179	3.81285	7.59625	7.52257	4.30746	4.95069	10.6397	5.72556	1.91598	0.109276	0.252696	1.99949
ENSELUG00000000180	0.595233	0.92299	0	0.165017	1.14288	2.80017	0	0	4.46676	0	29.8427
ENSELUG00000000181	10.8676	16.8896	13.1055	20.7212	25.1179	17.166	18.8849	6.46883	2.20827	18.3965	20.5297
ENSELUG00000000182	3.53996	0.184533	0.121322	3.61797	0.630319	0	0	0.44353	0.210555	2508.15	3.33051
ENSELUG00000000183	2.19346	1.47192	0.242212	0.511717	0.945422	0.138448	0.348846	0.946253	0.336746	2321.06	26.6714
ENSELUG00000000184	2.19346	1.47192	0.242212	0.511717	0.945422	0.138448	0.348846	0.946253	0.336746	2321.06	26.6714
ENSELUG00000000185	5.99414	17.25252	17.74695	28.08603	3.580683	4.82740901	3.06366	0.784751	0.584429	4.72747	8.13695
ENSELUG00000000186	1.58494	1.80634	7.08713	11.7378	0.4830966	0.233204	0.5804735	0	0	1.59448	1.507278
ENSELUG00000000187	1346.4718	2989.383	995.0462	740.1871	762.9693	579.047	385.2521	57.70501	211.8264	779.9168	254.2838
ENSELUG00000000188	4.59737	13.590191	5.258179	7.859088	5.853798	5.42004	10.62721	1.432347	0.247404	31.2616	16.465773
ENSELUG00000000189	26.0575	17.94005	38.0339	16.24512	22.047	36.6356	28.244	18.88172	16.51263	111.8369	29.21098
ENSELUG00000000190	1.39338	0	3.42547	0	0.0315375	45.1635	0.0428175	0.415289	0	0.0641292	0
ENSELUG00000000191	0.0966814	0.547587	0.0602171	0	0	0	0	0	0	0.240511	10.0557
ENSELUG00000000192	9.534542	15.501749	9.056938	16.741	18.761665	34.810699	16.259301	2.697918	2.161785	17.273097	27.93313
ENSELUG00000000193	0	0	0	0	0.191875	0	0	0	0	0	0.74337
ENSELUG00000000194	5.04937	9.39933	23.9645	6.58131	5.98871	4.280644	6.52881	17.52978	1.071007	5.23412	7.61011
ENSELUG00000000195	0	0.0625631	0.896768	0.0736483	0	403.1267	0.196847	0.0761935	0	0.0548362	0.200849
ENSELUG00000000196	0.660756	7.38644	1.92771	11.8157	0.193153	5.82803	0.539268	0.221859	0.0192453	1.79904	4.58887
ENSELUG00000000197	1.35123	2.79387	1.18412	2.58646	1.79993	0.823774	1.55122	0.536309	0.0421418	0.513419	4.51694
ENSELUG00000000198	8.04405	10.16351	7.13766	124.7656	3.565452	21.7816	5.15446000755964	34.399745	0.302059	38.429339	19.59057
ENSELUG00000000199	2.5345	0.377439	0.165959	26.6907	6.88038	14.8384	3.02938	0.407415	0	0	0.912938
ENSELUG00000000200	19.18998	124.2637	5.17651	8.66028	0.988608	5.26363	16.9981	0.139771	0	0.751825	25.64676
ENSELUG00000000201	31.589281118324	62.145111	20.2572400163579	44.6520000002507	27.9514200858631	34.9373600006624	41.795291227932	4.91075583229132	6.70512900209442	41.74537272362	34.0578565
ENSELUG00000000202	20.625762812	46.08473	6.589145	22.941568	28.48878	21.940194	45.9560809	154.38523	3.5147307	16.108473	20.0786
ENSELUG00000000203	1.15151	2.95704	6.30423	2.79463	2.03396	1.6479	2.37283	1.32786	0.0169646	10.984	2.75636
ENSELUG00000000204	2.08132	12.2304	5.405	0.385375	0.251248	0.544317	0.213189	0.0590796	0.0838371	1.46877	1.05249
ENSELUG00000000205	1.409202	8.62323	0.818502	0	0.0212388	0.0918886	0.0237888	0	0	0.2400654	1.49966
ENSELUG00000000206	0	1.05702	0.810945	0	0	0	0	0	0	4.731	9.52813
ENSELUG00000000207	3.19463	9.008534	5.30612767	5.827574	4.09747	3.90162	6.95076	2.071012	0.707856	22.6385020076781	11.20002
ENSELUG00000000208	0	0.438222	13.129700103528	0.120967	0.186606	0	0.489681	0	1.24662	0	2.02018
ENSELUG00000000209	3.30815	59.172116	3.111519	0.711439732609	0	4.22963	0.281266	0.148403469578	0.115527	14.69793	1.02788
ENSELUG00000000210	36.472913	15.876904	0.481167	3.642114294651	37.9453938	64.2080864049132	34.49748	783.619807	4.25251216353	6.6011000251239	18.856911
ENSELUG00000000211	1.34899	3.79444	4.43556	4.19532	1.8753	2.38124	3.18687	0.564532	0.700806	25.3788	22.7281
ENSELUG00000000212	6.51945	0	0	3.13588	3.35076	6.51229	87.2134	0	0	0	0
ENSELUG00000000214	0.37922	5.187	0.983139	0.139823	0	0.44637	0.140008	0	0	1.25968	1.72968
ENSELUG00000000215	21.454	81.7118	19.972	22.3295	21.4678	24.806	37.9547	10.248	1.4255	6.44067	34.8466
ENSELUG00000000216	1.8393	14.1434	3.93255	1.16269	1.37741	1.08212	2.70982	0.0471347	0.1336850062129	12.3646	9.44437
ENSELUG00000000217	4.666527	23.02408	3.0905461	0.234907	1.72377173	0.5671850339287	0.0780284	0	1.246948	12.736054	27.177321
ENSELUG00000000218	10.616389	17.31232	9.55566	27.24911	17.29622	21.15521	30.1077	7.43795	2.0054128	2.98791	15.10633
ENSELUG00000000219	0	0	1.17513	3.75135	0	1.69663	0	0	0	15.0951	43.2462
ENSELUG00000000221	7.83271	12.7235	6.65224	17.5361	15.7428	6.61807	15.3625	6.16034	1.21474	6.31423	18.4466
ENSELUG00000000222	15.9518194014	21.95238	26.10261	18.38775	15.41964	15.70363	22.17742	9.6798	12.78513	413.456	94.4454
ENSELUG00000000223	2.31385	21.4368	1.10058	0.22564	0.27635	0.841133	0	0	0	2.37478	24.5327
ENSELUG00000000224	0	0	183.842	4.09613	0	0	0	0	0	0	0
ENSELUG00000000225	14.7226	0.0759838	5.75461	0.156494	0.069492	0	0.044014	0	26.8809	0	0.591035
ENSELUG00000000226	6.76196	13.14099	10.19342	11.1698	9.20901	8.91333	10.33816	5.21366	1.930921	40.7418	15.52168
ENSELUG00000000227	34.3994	59.4824	39.4675	36.708	42.1495	33.9664	40.0705	11.9524	23.3343	29.0103	80.7948
ENSELUG00000000228	0	0	0	0	0	0	0	0	0	0	2.38815
ENSELUG00000000229	36.1144	52.7438	28.8916	34.6663	52.0505	35.1707	22.2153	15.2332	37.4608	36.5623	33.4844
ENSELUG00000000230	21.73628	23.985073	15.49362	17.640757	42.71027	12.860246	14.90407	3.717352	3.20711	25.612709316	86.160076
ENSELUG00000000231	22.8066	68.3514	46.4619	66.0546	68.9593	60.6645	30.6792	1.21875	4.5979	62.9153	33.4815
ENSELUG00000000232	17.9034	48.161	8.22449	2.54527	20.5982	3.10727	12.0525	0.296163	0.686174	0.553172	16.7298
ENSELUG00000000233	1.23438	10.2079	3.16354	0	2.11152	0.108971	0	0	0	5.92909	4.98908
ENSELUG00000000234	16.1616	11.9507	31.1356	0.379636	16.6027	1.01955	1.66676	0.087591	24.5389	0	12.6972
ENSELUG00000000235	0	0	0	0	0	0	0	0	0	0.146147	1.21943
ENSELUG00000000236	5.78339	5.3212	23.7434	25.5321	2.77197	8.46815	1.7192	19.1996	0.883082	3.37	2.78752
ENSELUG00000000237	2.535992	19.96422	2.318079	0.0342205	0.1345259	0.5446698	0.0719375	0	0.115222	35.97406	6.74633
ENSELUG00000000238	5.99699	6.21587	8.41806	7.43346	7.34162	8.19512	14.729	6.90748	3.97718	33.6468	34.3662
ENSELUG00000000239	0	0	0	0	0	0	0	0	0	0	0.345649
ENSELUG00000000240	0	0	0	1.4932e-05	0	0	0	0	0	0	0.66051
ENSELUG00000000241	0	0	0.0346021	0.381998	0.0801056	0.347533	0.326826	0	0	0	1.32794
ENSELUG00000000242	3.973626	9.61713	4.486685	13.30478	3.739051	15.04244	9.64893	3.075158	0.9792668	27.81091	31.43761
ENSELUG00000000243	10.68117	67.56829	9.86941	8.83285	9.67471	8.67283	10.479	1.378466	0.434704	41.441108	46.9283
ENSELUG00000000244	4.34444	36.8304	15.82334	3.62332	1.08663	2.803527	3.90777	0.23598	0.191223	10.22919	24.89167
ENSELUG00000000245	4.604732	4.78078	7.47786	5.057841	9.96211	3.52277	13.85906	5.2695	0.1667135	59.4868	15.4806
ENSELUG00000000246	0	0	0	0.516878	0	0.154834	0.59354	0	0	0	0.567637
ENSELUG00000000247	0	0	0	0.36766	0.5481	0	1.16558	0.256915	0	0	1.07592
ENSELUG00000000248	4.91085	8.550153	2.947084	4.81395	2.911902	5.855646	4.88016	13.482943	0.1404844	1.642305	5.013127
ENSELUG00000000249	8.15715	10.374	21.4527	19.655	13.7026	20.5039	19.6134	4.74058	2.46619	54.3573	45.9305
ENSELUG00000000250	8.6865027027968	19.72466515	13.537245	19.134901	20.5878500305982	22.51308	19.5167300020654	6.579279	1.777887	52.1074	41.598678273
ENSELUG00000000251	2.76733847452	4.373713	3.16721	2.306811	4.59801	3.3396	4.041141	0.793881	0.422385	16.74829	6.31104
ENSELUG00000000252	1846.63	1001.57	2814.22	2239.5	1690.82	2569.11	2667.4	1328.6	1105.07	1055.76	3322.47
ENSELUG00000000253	7.22059	21.567655	4.7767	10.90081	9.789651	7.34329	7.075906	2.701672	1.69768	5.16835	12.074947
ENSELUG00000000254	14.1572	18.8141	38.6241	24.0042	22.1079	24.081	30.6715	7.44674	0.68088	27.9345	48.6869
ENSELUG00000000255	17.45632	24.968553	21.77486	23.1565045	18.1733	27.04744	28.195013	9.01396	3.224316	21.62354	28.513581
ENSELUG00000000256	11.608	13.4756	30.4943	17.8169	14.1723	19.44	18.1003	8.59641	2.05462	114.261	21.2184
ENSELUG00000000257	35.81761	29.403485	69.66043	15.034519	53.271955	13.040642	20.64508	17.48307	24.254195	113.699583	82.250047
ENSELUG00000000258	11.6571	34.9443	26.2544	16.2981	22.0608	13.4308	31.7872	5.59462	1.64403	26.453	21.628
ENSELUG00000000259	7.5811	10.3125	9.58562	10.9138	5.10163	9.45457	8.77119	2.57126	0.931048	13.3589	28.1875
ENSELUG00000000260	1.350024	0.96046824	6.225529	2.945926	72.401922	1.27256	2.169838	0.74299	0.418114	1.353562	6.7118
ENSELUG00000000261	14.5782	16.3324	6.30192	8.90733	15.1454	11.8504	18.9828	1.32384	0.626444	6.26426	23.5771
ENSELUG00000000262	0	0.651097	0.0452328	0.0403235	0.32528	0.0640469	0.0401318	0.0556304	0	0.0600996	0.165091
ENSELUG00000000263	5.25733	3.54282	2.25518	13.7035	7.42945	9.3864	35.812	0.996256	0.351561	36.7131	8.02272
ENSELUG00000000264	10.5122	18.985625	15.556337	19.87634	12.675205	17.101767	20.20491	17.549308	1.84384	29.334372	25.636597
ENSELUG00000000265	4.860696	6.16685	1.77664	8.31961	3.409309	4.59589	5.29867	0.9730667	0.6488125	0.0921519	10.91706
