Ens.ID	TPM.brain	TPM.heart	TPM.kidney	TPM.liver	TPM.lung	TPM.muscle	TPM.testis
ENSCAFG00000001891	22.77	24.32	12.53	6.87	29.11	19.89	108.37
ENSCAFG00000001892	18.53	7.84	11.48	8.16	23.66	5.47	63.11
ENSCAFG00000001893	0.66	0	0.75	0	1.39	0	55.83
ENSCAFG00000001894	9.36	9.55	7.61	5.95	17.08	2.88	7.2
ENSCAFG00000001895	5.13	9.37	4.98	2.81	11.99	12.84	12.8
ENSCAFG00000001897	71.82	1.79	1.7	0.31	1.8	0.42	27.9
ENSCAFG00000001898	76.48	5.98	7.3	0.27	19.73	1.06	19.62
ENSCAFG00000001899	23.64	6.17	7.86	5.28	7.24	5.44	6.71
ENSCAFG00000001900	14.47	47.79	5.98	0.48	213.83	119.09	7.73
ENSCAFG00000001901	13.74	4.58	12.69	7.66	24.22	3.23	58.35
ENSCAFG00000001902	17.62	6.58	36.8	20.18	109.47	2.89	44.31
ENSCAFG00000001903	4.05	11.23	4.54	0.99	18.26	0.62	5.99
ENSCAFG00000001905	14.99	8.63	11.14	5.3	25.64	10.28	49.5
ENSCAFG00000001906	11.28	3.03	35.07	16.82	62.22	2.74	9.25
ENSCAFG00000001907	0.25	94.19	0.07	0.09	0.36	0.1	11.42
ENSCAFG00000001908	10.27	3.49	7	5.07	8.53	2.04	3.18
ENSCAFG00000001909	0.29	0.39	0.2	0.08	5.39	0.27	20.94
ENSCAFG00000001910	3.67	1.45	2.89	1.12	7.44	1.36	82.28
ENSCAFG00000001911	14.01	14.46	1.04	0.15	4.25	1.91	24.1
ENSCAFG00000001913	6.12	4.62	7.05	3.38	12.16	3.23	11.3
ENSCAFG00000001915	0.35	0.84	0	0	9.33	0.11	352.73
ENSCAFG00000001916	35.53	8.55	3.04	0.11	17.81	0.13	20.9
ENSCAFG00000001917	0.53	0.18	1.24	0.26	0.09	0.03	0.51
ENSCAFG00000001918	11.57	5.69	5.27	3.26	18.24	7.4	23.56
ENSCAFG00000001919	66.31	7.58	2.44	1.05	25.3	3.41	9.1
ENSCAFG00000001921	18.73	7.25	8.36	3.29	21.2	5.02	6.68
ENSCAFG00000001922	23.69	9.26	12.38	5.94	19.65	5.8	24.29
ENSCAFG00000001923	0.63	0	0.11	6.27	9.7	0.19	48.24
ENSCAFG00000001924	3.39	1.3	0.53	0	7.17	0.73	124.95
ENSCAFG00000001925	8.84	7.07	5.47	4.15	9.34	2.34	366.63
ENSCAFG00000001926	13.58	5.24	4.19	2.38	22.3	2.78	11.33
ENSCAFG00000001927	0	0.43	37.43	0	20.33	0	28.51
ENSCAFG00000001928	111.18	69.11	55.33	78.35	92.11	144.76	367.4
ENSCAFG00000001929	23.49	0.93	4.95	62.79	11.27	0.8	77.32
ENSCAFG00000001930	12.85	97.85	22.96	19.42	100.62	32.38	10.49
ENSCAFG00000001932	51.33	1.3	1.76	1.64	52.85	24.21	6.38
ENSCAFG00000001935	22.85	6.09	11.98	7.13	19.36	6.35	11.8
ENSCAFG00000001937	99.63	43.09	65.54	14.27	60.5	33.59	104.57
ENSCAFG00000001938	27.96	116.01	89.61	70.04	249.94	77.53	6.48
ENSCAFG00000001941	64.92	16.69	31.61	42.23	53.94	17.28	9.89
ENSCAFG00000001942	1.66	0.34	0.99	0.15	2.49	0.25	1.14
ENSCAFG00000001943	27.15	14.11	17.3	6.59	29.68	18.77	12.56
ENSCAFG00000001944	38.84	29.88	85.64	15.86	67.53	15.53	45.33
ENSCAFG00000001945	65.39	8.66	9.38	83.58	22.44	2.83	396.24
ENSCAFG00000001946	22.2	8.01	25.12	24.78	23.58	3.95	21.51
ENSCAFG00000001947	0	0	0.05	0	0	0	6.03
ENSCAFG00000001949	2.39	0.83	1.07	0.51	4.46	0.4	3.61
ENSCAFG00000001951	8.51	21.25	6.27	3.26	28.02	18.24	8.53
ENSCAFG00000001952	15.85	22.49	31.69	22.18	99.67	16.15	130.38
ENSCAFG00000001953	2.49	0	0.94	0	1.76	0	1.92
ENSCAFG00000001954	0	0	0.6	0.76	24.88	0.21	0
ENSCAFG00000001956	15.79	44.42	33.76	10.41	47.25	37.92	220.97
ENSCAFG00000001957	3.81	2.08	46.04	1.07	53.64	1.09	4.19
ENSCAFG00000001959	78.63	46.28	38.01	44.77	81.27	39.52	122.26
ENSCAFG00000001960	0.11	0.85	0.1	4.1	0.78	0.24	137.44
ENSCAFG00000001961	8.02	2.31	4.97	2.33	15.07	1.56	21.25
ENSCAFG00000001962	73.57	0.1	0.16	0	0.1	0	8.96
ENSCAFG00000001964	6.7	0	0	0.06	12.06	0	4.14
ENSCAFG00000001965	43.18	19.86	0.83	1.4	2.14	24.68	11.09
ENSCAFG00000001966	19.63	0.32	0.98	0.14	2.75	3.85	1
ENSCAFG00000001967	1.91	0.6	0.38	0.69	0.97	0.75	70.77
ENSCAFG00000001968	127.72	81.84	98.72	113.25	285.49	146.12	122.31
ENSCAFG00000001969	28.81	7.83	15.33	4.7	25.97	3.63	40.66
ENSCAFG00000001970	0.31	0	0	0	0	0	0
ENSCAFG00000001971	0.17	0.19	0.1	0	0	0.1	501.18
ENSCAFG00000001972	13.62	8.06	7.13	3.27	26.77	2.3	8.79
ENSCAFG00000001974	18.3	12.74	20.21	24.27	25.39	12.18	17.82
ENSCAFG00000001976	180.88	127.94	109.23	78.61	220.4	155.92	146.99
ENSCAFG00000001977	17.75	8.7	18.02	19.02	22.11	8.57	49.03
ENSCAFG00000001978	4.43	0.47	1.37	0.45	1.51	0.26	9.24
ENSCAFG00000001980	11	6.52	7.18	5.53	17.91	5.76	20.28
ENSCAFG00000001981	800.55	439.05	363.55	361.35	1079.81	496.97	614.9
ENSCAFG00000001982	0	0.03	0	0	0.05	0.51	35.7
ENSCAFG00000001983	30.2	10.84	30.59	9.31	51.54	7.57	38.04
ENSCAFG00000001985	9.39	1.73	2.51	2.1	8.63	1.06	1.29
ENSCAFG00000001986	76.24	4.09	3.63	1.96	12.65	0.53	5.68
ENSCAFG00000001987	0.29	0	0	0.05	6.99	0	85.53
ENSCAFG00000001988	0.24	2.91	13.16	0	0.59	3.46	1.51
ENSCAFG00000001989	9.57	8.09	4.89	4.08	9.71	6.7	7.15
ENSCAFG00000001990	218.99	82.2	116.42	81.56	134.69	74.03	98.4
ENSCAFG00000001991	0	0	0	0	0	0.06	0.21
ENSCAFG00000001995	9.49	2.37	7.82	4.89	18.37	2.34	171.42
ENSCAFG00000001996	22.5	8.1	12.26	7.62	30.26	7.77	117.51
ENSCAFG00000001997	0.44	0	0	0	0	0	0.14
ENSCAFG00000001998	1.25	2.89	0.65	1.04	19.48	0.32	0.94
ENSCAFG00000001999	63.96	3.97	16.53	9.8	26.88	2.99	43.82
ENSCAFG00000002000	84.56	43.97	59.16	25.08	73.73	38.41	35.41
ENSCAFG00000002001	37.84	40.85	29.53	10.78	38.74	40.07	14.67
ENSCAFG00000002002	20.82	6.54	10.51	6.44	17.75	8.37	56.47
ENSCAFG00000002006	4.28	0.63	0.09	0.05	28.49	0.23	546.36
ENSCAFG00000002007	1.6	2.48	2.03	25.86	31.84	1.54	1.11
ENSCAFG00000002008	4.59	0.36	1.83	1.06	14.09	0.32	35.69
ENSCAFG00000002010	40.88	36.64	39.2	17.34	34.21	31.57	50.51
ENSCAFG00000002011	0.39	0	7.75	0	5.43	0.03	2.12
ENSCAFG00000002013	97.17	29.02	32.12	27.86	109.96	44.63	116.33
ENSCAFG00000002014	29.95	3.66	7.44	0.52	15.73	0.74	211.97
ENSCAFG00000002015	13.63	40.31	34.6	11.24	133.62	25.47	35.56
ENSCAFG00000002016	2.43	72.82	17.34	0.48	138.66	37.13	1.43
ENSCAFG00000002017	21.83	8.76	7.81	3.09	13.69	4.17	26.27
ENSCAFG00000002018	22.57	2.96	5.61	2.47	8.87	2.98	2.75
ENSCAFG00000002019	21.07	3.81	2.8	0.15	11.39	1.27	2.45
ENSCAFG00000002020	23.1	16.51	10.86	2.37	63.77	5	14.5
ENSCAFG00000002021	36.44	9.39	30.25	1.33	90.31	0.8	53.4
ENSCAFG00000002023	151.18	126.88	30.14	1.93	5.16	48.67	30.61
ENSCAFG00000002024	0.16	0	0	0	0	0	0.13
ENSCAFG00000002025	17.33	2.11	8.33	4.2	15.87	2.45	42.86
ENSCAFG00000002026	1.33	1.38	6.29	5.46	11.99	1.25	17.35
ENSCAFG00000002027	0	0	0	0	0	0	0
ENSCAFG00000002028	23.33	50.8	8.51	1.94	4.25	16.3	0.85
ENSCAFG00000002029	33.46	2.5	2.63	2.91	6.15	1.03	11.19
ENSCAFG00000002030	25.9	12.01	21.58	8.25	47.53	3.62	12.97
ENSCAFG00000002031	16.69	2.88	8.07	5.28	8.66	1.72	3.21
ENSCAFG00000002032	0.05	2.79	0	0	0	0	0.08
ENSCAFG00000002033	3.07	0	0	0	0	0.11	0.64
ENSCAFG00000002034	20.77	6.36	13.26	6.48	23.39	7.51	24.44
ENSCAFG00000002035	18.84	9.17	13.73	8.37	30.38	10.49	35.42
ENSCAFG00000002036	0.26	1.51	0.03	0.11	0.18	0.11	59.68
ENSCAFG00000002037	15.87	152.09	0.73	45.42	28.61	23.9	6.07
ENSCAFG00000002038	0	0	0	0.22	0	0	0.43
ENSCAFG00000002039	24.47	0.73	7.62	5.93	8.13	0.82	0.18
ENSCAFG00000002040	0.3	0.74	67.33	0.22	7.04	5.61	1.61
ENSCAFG00000002041	0.12	0.02	44.19	0	0.48	0.02	0.1
ENSCAFG00000002042	7.91	1.3	0.77	0	0.24	2.87	0.55
ENSCAFG00000002043	0.11	0	0	0	0	0	0
ENSCAFG00000002044	0.55	0	0	0	0	0	2.16
ENSCAFG00000002045	0.15	0.02	0.08	0	0.04	0.02	62.67
ENSCAFG00000002046	14.98	47.55	152.46	8.09	442.12	43.43	11.5
ENSCAFG00000002049	85.61	18.11	9.15	0.6	39.94	17.44	127.78
ENSCAFG00000002050	12.66	6.26	12.65	3.15	31.22	6.03	78.89
ENSCAFG00000002052	0	0	0	0	0	0	0
ENSCAFG00000002053	21.3	1.07	2.8	1.76	11.04	0.56	61.35
ENSCAFG00000002054	16.24	40.94	19.1	2.46	306.3	22.53	3.67
ENSCAFG00000002055	0.98	1.04	0.19	0.24	17.64	0	4.97
ENSCAFG00000002057	17.16	5.22	5.62	1.56	38.84	4.27	5.43
ENSCAFG00000002058	60.51	13.28	22.97	7.91	52.62	16.24	418.47
ENSCAFG00000002061	0.55	0.52	0.47	0.49	11.96	0.25	0.22
ENSCAFG00000002063	0	0	0.42	0.27	3.92	0	3.54
ENSCAFG00000002064	4.15	0	0.39	0.05	0.08	0	0
ENSCAFG00000002065	15.93	1.6	12.91	0.34	31.38	0.81	6.18
ENSCAFG00000002066	30.94	14.89	41.01	25.1	48.68	14.35	141.25
ENSCAFG00000002067	74.31	0.15	296.85	38.39	194.63	0.15	1.11
ENSCAFG00000002068	0.45	1.73	11.1	0.03	4.52	0.16	0.5
ENSCAFG00000002069	29.69	30.19	31.21	16.53	384.64	168.64	54.49
ENSCAFG00000002070	107.31	59.87	75.47	65.88	172.03	31.44	177.85
ENSCAFG00000002071	0	0	0	0	0	0	0
ENSCAFG00000002072	11.68	3.51	1.43	0.74	10.3	0.6	196.07
ENSCAFG00000002073	2.94	0.79	1.59	1.27	11.48	0.36	18.34
ENSCAFG00000002074	0	0.12	0.16	0.21	0.26	0	0.35
ENSCAFG00000002075	11.15	3.26	7.48	4.59	31.04	1.01	57.4
ENSCAFG00000002077	2.55	2.34	0.85	0.82	4.08	3.32	608.53
ENSCAFG00000002078	66.73	8.95	34.5	2.11	30.05	4.86	137.94
ENSCAFG00000002079	3.64	23.99	14.14	2.13	182.65	9.91	2.66
ENSCAFG00000002080	26.45	0.05	0.26	0	0.57	0.11	2.66
ENSCAFG00000002081	12.31	2.32	8.3	6.2	7.66	11.27	5.42
ENSCAFG00000002082	0	0	0	0	0	0	0
ENSCAFG00000002083	12.85	2.84	69.95	29.36	27.8	2.08	10.92
ENSCAFG00000002084	1152.06	136.97	508.82	350.04	895.04	52.11	1002.75
ENSCAFG00000002085	51.3	36	77.92	33	97.93	36.95	33.9
ENSCAFG00000002086	24.54	23.32	20.96	7.16	219.68	10854.4	83.45
ENSCAFG00000002087	0.1	0	0	0	0.14	0.06	0
ENSCAFG00000002088	0	0	0	0	0	0	0
ENSCAFG00000002089	4.15	4.8	19.34	11.89	32.07	2.51	58.36
ENSCAFG00000002090	17.53	4.05	16.28	3.17	47.39	4.16	17.18
ENSCAFG00000002091	10.21	15.11	25.36	77.54	18.9	64.3	9.03
ENSCAFG00000002092	0.21	0.04	0.2	0	0.15	0	0.62
ENSCAFG00000002093	37.05	5.72	4.57	1.34	13.04	3.87	7.87
ENSCAFG00000002094	26.82	11.14	11.92	2.4	53.12	3.83	30.23
ENSCAFG00000002095	0.06	0	0	0	0	0	0
ENSCAFG00000002096	32.85	28.74	21.2	5.11	62.7	6.49	37.58
ENSCAFG00000002097	0	0	0	0	0	0	0
ENSCAFG00000002098	21.1	36.22	27.49	0.63	2.46	12.91	2.26
ENSCAFG00000002099	15.82	8.41	6.16	7.93	32.32	4.61	16.56
ENSCAFG00000002100	0.85	0	0	0	0.04	0.02	1.94
ENSCAFG00000002101	0	0.27	2.05	0.44	0	0	0.87
ENSCAFG00000002102	19.24	4.6	15.99	11.7	24.6	3.25	9.86
ENSCAFG00000002103	0	0.34	0.18	0	0	0.22	0.13
ENSCAFG00000002104	33.44	1.34	1.97	0.64	17.32	2.55	27.86
ENSCAFG00000002105	20.19	493.19	18	2.52	14.74	4	5.82
ENSCAFG00000002106	7.21	5.47	5.51	2.97	9.12	5.39	14.95
ENSCAFG00000002110	25.98	2.32	5.64	0.16	7.14	2.47	9.24
ENSCAFG00000002111	27.03	30.58	38.74	27.44	19.3	23.28	17.91
ENSCAFG00000002112	16.16	3.72	11.22	5.56	24.88	5.1	4.93
ENSCAFG00000002113	0.55	0.32	0	0	0	0	164.17
ENSCAFG00000002114	0.28	0	0.31	433.76	0.15	0	0.23
ENSCAFG00000002115	0.13	0.07	0.79	0.45	0.4	0.46	3.91
ENSCAFG00000002116	2.46	6.26	8.88	6.86	9.52	8.55	1.34
ENSCAFG00000002117	18.21	6.03	8.86	5.65	14.16	5.56	9.83
ENSCAFG00000002118	0.08	0.08	1.14	140.31	69.03	0	2.77
ENSCAFG00000002119	2.61	0	0	0.09	0.14	0	0.11
ENSCAFG00000002120	3.07	0.86	0.6	1.36	7.83	0.48	2.5
ENSCAFG00000002121	0.15	0.57	0.86	1.41	3.2	0.74	0.37
ENSCAFG00000002122	27.82	22.42	38.2	19.03	25.26	24.45	57.32
ENSCAFG00000002123	29.93	6.41	442.21	16.55	65.6	6.79	24.98
ENSCAFG00000002124	0	6.48	0.03	0	0	7	0.74
ENSCAFG00000002126	5.92	1.56	1.65	2.05	3.74	1.11	13.92
ENSCAFG00000002127	0.37	0	0.15	0	0	0	25.11
ENSCAFG00000002128	14.68	8.9	14.55	14.1	41.6	7.49	17.79
ENSCAFG00000002129	17.33	71.6	25.65	47.29	212.28	198.03	2.9
ENSCAFG00000002130	0.92	0.06	6.8	0	0.96	4.3	7.72
ENSCAFG00000002131	28.32	11.96	40.18	6.56	22.72	2.29	15.51
ENSCAFG00000002132	0	0	0	0	0.12	0	0
ENSCAFG00000002133	0.14	0	0.08	0	0	0	4.72
ENSCAFG00000002134	0.07	0.02	0.13	0.21	4.43	0.06	1.14
ENSCAFG00000002137	0	0.03	0.02	0.02	0.03	0	47.03
ENSCAFG00000002138	0.46	0.05	0.02	0.26	2.6	0.04	0.41
ENSCAFG00000002139	0.85	1.31	1.54	0.31	24.69	1.39	1.98
ENSCAFG00000002140	14.15	8.47	5.82	2.34	18.58	2.1	14.32
ENSCAFG00000002141	0	0.06	0	0	0.11	0	0
ENSCAFG00000002142	0.31	0.08	0.04	0.06	3.23	0.29	0.45
ENSCAFG00000002143	139.7	2.03	1.58	0.28	1.44	1.23	36.26
ENSCAFG00000002145	2.17	0	0.21	22.55	3.34	0	0.05
ENSCAFG00000002147	3.95	13.51	18.5	32.59	36.09	2.13	1.4
ENSCAFG00000002150	0	0	0	0	0	0	0
ENSCAFG00000002152	0	0.31	0.24	4.81	0.78	0.35	0.14
ENSCAFG00000002153	3.58	0.02	0	0	0.07	0	6.68
ENSCAFG00000002154	35.4	77.42	58.89	19.05	315.12	34.03	58.65
ENSCAFG00000002155	9.53	0.04	0	0	0.09	0.14	0.11
ENSCAFG00000002156	0.97	0	11.38	3.14	0.24	0.05	18.01
ENSCAFG00000002158	0	0.07	0.07	0.09	0	0.04	97.03
ENSCAFG00000002159	0	0.04	0	0	0.04	0.02	35.68
ENSCAFG00000002160	34.22	8.42	25.11	14.55	55.52	4.47	34.09
ENSCAFG00000002161	17.42	43.05	60.29	81.56	14.92	6.57	12.73
ENSCAFG00000002162	41.53	16.73	8.24	6.87	70.19	10.57	38.56
ENSCAFG00000002163	4.06	0.74	0.27	0.1	9.38	1.61	3.91
ENSCAFG00000002164	0	0.23	0	0	0	0	282.41
ENSCAFG00000002165	0.02	0.05	10.44	0.59	0.1	0	0.18
ENSCAFG00000002166	374.92	219.83	594.11	521.46	938.78	455.03	745.93
ENSCAFG00000002169	9.67	15.46	20.84	11.78	50.46	8.64	9.58
ENSCAFG00000002171	1.97	0.61	0.37	3.71	30.02	0.35	0.43
ENSCAFG00000002172	116.92	0	0	0.69	0.67	0.19	0
ENSCAFG00000002173	0	0	0	0	0	0	0
ENSCAFG00000002174	18.88	15.33	7.62	4.89	144.88	66.76	0.91
ENSCAFG00000002175	40.96	7.86	15.47	6.63	22.88	4.79	47.83
ENSCAFG00000002179	15.97	10.89	10.63	8.4	16.99	17.09	23.25
ENSCAFG00000002180	28.63	10.84	21.26	10.06	30.63	12.29	9.39
ENSCAFG00000002181	0	0	0	0	0	0	0.26
ENSCAFG00000002182	2.52	3	1.1	0.65	1.88	7.8	1.21
ENSCAFG00000002183	0.48	0	0	0	0	0	0
ENSCAFG00000002184	0	0.15	0.05	0	0	0	0
ENSCAFG00000002187	1.97	0	0	0	0	0	2.84
ENSCAFG00000002188	37.86	5.86	32.18	12.91	46.9	8.28	320.68
ENSCAFG00000002189	4.85	1.64	2.21	0.94	7.02	3.1	17.49
ENSCAFG00000002190	1.14	0.09	0.03	0.07	1.01	0.06	108.39
ENSCAFG00000002191	5.21	0.08	0	0	0	0	0.19
ENSCAFG00000002193	2.06	1.59	10.17	8.46	19.59	1.79	4.81
ENSCAFG00000002194	2.31	1.16	5.26	0	2.46	0	40.73
ENSCAFG00000002195	30.52	25.39	15.98	11.04	12.68	15.36	5.46
ENSCAFG00000002196	5.7	1.53	1.67	1.38	11.6	1.17	16.35
ENSCAFG00000002199	19.26	11.79	15.04	9.04	33.16	10.44	92.75
ENSCAFG00000002200	0	0	0	0	0	0	0.27
ENSCAFG00000002201	101.14	0.06	0	0	0.45	0	0.88
ENSCAFG00000002202	25.83	1.08	6.02	0.02	0.56	0.06	8.85
ENSCAFG00000002203	78.78	17.12	41.99	17.25	70.9	15.67	24.63
ENSCAFG00000002204	4.62	2.45	1.08	0.34	72.42	0.72	0.49
ENSCAFG00000002206	26.26	41.39	8.79	13.93	46.84	3.77	69.39
ENSCAFG00000002207	31.9	0	0.19	0.24	0.35	0	1.88
ENSCAFG00000002208	171.15	19.8	41.85	9.5	106.4	11.45	22.66
ENSCAFG00000002209	6.06	2.6	2.64	1.49	4.39	1.49	7.2
ENSCAFG00000002210	3.41	0.64	0.86	0.2	37.13	0.21	179.46
ENSCAFG00000002212	12.44	3.02	8.4	2.57	16.92	5.21	58.05
ENSCAFG00000002214	2.16	10.12	4.18	10.59	22.44	4.14	40.04
ENSCAFG00000002215	1714.24	481.78	1014.9	1014.95	3494.43	646.9	1716.37
ENSCAFG00000002216	36.5	6.85	17.43	4.54	24.89	3.64	64.99
ENSCAFG00000002217	7.02	2.68	3.93	5.1	4.32	2.16	6.68
ENSCAFG00000002218	1.51	0	0.03	0	0	0.03	3.4
ENSCAFG00000002219	0	0.07	0	0	0.13	0	153.79
ENSCAFG00000002220	24.28	1.07	0.63	0	2.35	0.81	1.44
ENSCAFG00000002222	27.79	0.43	1.52	1.11	4.58	0.34	30.24
ENSCAFG00000002223	38.19	2.49	0.49	4.19	6.08	0.58	4.3
ENSCAFG00000002224	8.67	5.08	8.94	5.46	17.24	7.1	11.61
ENSCAFG00000002225	21.43	11.3	12.92	4.88	26.11	12.19	106.43
ENSCAFG00000002226	21.09	25.35	29.68	12.37	49.32	27.7	24.86
ENSCAFG00000002227	5.45	2.75	20.22	14.64	15.73	0.77	5.3
ENSCAFG00000002228	0.57	0.3	0.65	0.42	0	0	0.45
ENSCAFG00000002229	9.05	0.95	1.18	0.18	2.39	0.76	2.61
ENSCAFG00000002230	1.36	31	1.08	1239.86	4.87	5.95	118.58
ENSCAFG00000002232	0.15	0	0	0	0	0	0
ENSCAFG00000002233	9.3	9.09	11.67	1.35	21.61	7.47	6.1
ENSCAFG00000002234	0.1	0.16	0	0	0.42	0.12	0.32
ENSCAFG00000002235	124.59	34.76	6.78	1.19	40.96	23.56	104.13
ENSCAFG00000002236	16.43	9.09	17.31	9.37	25.95	6.23	13.59
ENSCAFG00000002237	0	0	0	0	0.38	0	0
ENSCAFG00000002238	19.31	7.78	13.33	14	20.02	8.73	16.06
ENSCAFG00000002239	9.67	2.61	0.48	0.08	0.7	0.47	8.99
ENSCAFG00000002240	31.66	30.86	188.26	74.03	25.44	14.28	16.53
ENSCAFG00000002241	0	0	0	0	0	0	0.26
ENSCAFG00000002242	0.84	0	0.14	0	0	0.07	95.77
ENSCAFG00000002244	52.86	17.64	25.2	30.42	40.55	12.09	50.53
ENSCAFG00000002246	23.32	0.89	1.73	1.08	19.65	0.65	44.32
ENSCAFG00000002248	8.17	13.28	0.3	15.34	1.87	0.21	342.51
ENSCAFG00000002250	28.76	5.84	4.66	0.9	9.55	5.75	21.61
ENSCAFG00000002253	15.08	7.72	6.68	3.06	35.84	8.99	30.21
ENSCAFG00000002254	4.98	4.55	5.51	3.72	19.17	2.75	6.49
ENSCAFG00000002255	7.54	5.7	5.41	13.98	22.23	3.76	5.99
ENSCAFG00000002256	5.67	1.52	2.52	1.34	4.39	1.86	13.23
ENSCAFG00000002257	17.54	5.1	9.93	3.58	24.05	1.58	706.63
ENSCAFG00000002260	15.35	8.82	12.94	7.22	21.69	13.56	25.36
ENSCAFG00000002261	65.5	53.31	84.25	53.51	105.98	24.55	26.23
ENSCAFG00000002264	61.62	8.99	43.29	76.47	68.25	13.4	74.25
ENSCAFG00000002266	40.19	20.63	0.68	0.02	1.54	33.36	4.61
ENSCAFG00000002270	16.64	5.6	40.96	9.98	30.64	6.64	24.53
ENSCAFG00000002271	16.58	3.93	6.56	2.68	15.87	3.78	11.02
ENSCAFG00000002273	0	0	1.96	0.13	3.44	0	0.07
ENSCAFG00000002275	8.74	7.11	9.31	8.27	31.15	9.12	66.29
ENSCAFG00000002276	69.3	6.19	48.74	130.6	334.35	5.78	123.16
ENSCAFG00000002277	0.75	0	12.77	0.1	0.38	0.04	6.6
ENSCAFG00000002278	29.1	17.03	24.32	17.87	44.04	36.64	60.27
ENSCAFG00000002280	13.24	0.48	3.04	0.25	3.92	0.33	0.27
ENSCAFG00000002281	1.24	0.59	1.78	0.31	5.31	0.45	4.4
ENSCAFG00000002283	2	0.16	0.36	0.82	11.54	0.11	3.95
ENSCAFG00000002285	27.73	16.9	21.68	11.03	31.93	16.12	20.46
ENSCAFG00000002286	0.15	0.57	0.09	0.16	0.32	0.09	530.08
ENSCAFG00000002287	24.3	18.31	22.55	7.93	36.19	9.07	67.78
ENSCAFG00000002288	14.55	8.46	40.47	34.97	35.34	2.83	18.67
ENSCAFG00000002289	13.18	16.63	11.49	3.26	58.05	7.16	7.13
ENSCAFG00000002290	0.41	0.76	0.26	0	0.15	3.3	0.8
ENSCAFG00000002291	0.09	0.09	0.14	0.06	0.19	0.06	29.13
ENSCAFG00000002292	191.56	44.94	236.16	89.52	266.51	43.26	85.35
ENSCAFG00000002293	24.39	7.23	8.74	3.37	20.1	4.72	8.17
ENSCAFG00000002294	2.35	0.86	2.27	2.12	6.44	0.77	1.34
ENSCAFG00000002296	20.97	10.08	12.99	5.34	22.83	8.34	26.42
ENSCAFG00000002297	12.77	9.53	10.32	9.44	29.52	13.31	9.94
ENSCAFG00000002300	1.35	67.31	1.25	0.31	3.59	61.17	0.55
ENSCAFG00000002301	8.63	9.54	39.67	19.81	95.57	10.73	7.18
ENSCAFG00000002304	14.4	3.04	7	39.53	37.22	2.25	4.41
ENSCAFG00000002305	13.24	3.92	20.35	0.31	27.96	0.41	46.97
ENSCAFG00000002306	45.68	16.48	22.14	28.63	40.18	6.4	8.46
ENSCAFG00000002307	0.67	5.73	34.17	2.84	184.26	10.41	6.9
ENSCAFG00000002308	1.88	0.1	2.82	0.02	4.11	0.21	0.3
ENSCAFG00000002309	4.02	1.72	5.84	0.02	15.03	1.35	2.02
ENSCAFG00000002310	2.18	0.81	1.17	0.61	5.88	0.45	216.53
ENSCAFG00000002313	17.87	4.46	16.86	0.43	249.58	18.59	4.99
ENSCAFG00000002315	52.34	14.63	14.81	6.14	57.06	5.5	846.02
ENSCAFG00000002316	6.37	97.31	0.18	0.39	2.55	36.67	5.34
ENSCAFG00000002317	2.5	0	0	0	0.77	0	0
ENSCAFG00000002318	25.14	5.83	4.82	26.84	85.98	6.96	394.66
ENSCAFG00000002319	55.21	0.45	0.47	0	7.88	0.59	10.08
ENSCAFG00000002322	0.44	0.38	161.29	0	52.96	0.11	0.29
ENSCAFG00000002323	9.42	1.81	18.98	1.82	36.42	1.08	59.19
ENSCAFG00000002324	14.17	7.74	11.47	5.75	21.3	5	48.16
ENSCAFG00000002325	0.75	0.9	0.26	0	0	1.56	0.12
ENSCAFG00000002327	0	4.32	1.08	0.06	4.47	0.01	0.2
ENSCAFG00000002328	3.3	0.08	0	0.05	0	0	0
ENSCAFG00000002329	5.7	5.75	7.57	7.5	8.1	7.58	23.96
ENSCAFG00000002330	303.52	267.56	1551.65	57.33	1152.57	177.01	127.19
ENSCAFG00000002331	0.12	0	0.09	0	0	0	0.13
ENSCAFG00000002332	0.77	0.28	0.15	0	1.01	0.13	18
ENSCAFG00000002333	0	0	0	0	0	0	0
ENSCAFG00000002334	0.22	0.12	0.08	0.09	1.4	0.16	4.77
ENSCAFG00000002335	0	0	0	0	0	0.19	0
ENSCAFG00000002336	11.98	5.06	40.72	186.82	51.56	5.91	10.46
ENSCAFG00000002337	0.31	0.17	0	0	0	0	0
ENSCAFG00000002340	72.77	40.41	17.34	12.69	56.83	30.23	41.11
ENSCAFG00000002341	37.28	0.67	67.72	52.35	7.43	0.97	0.19
ENSCAFG00000002342	62.85	5.12	26.31	9.14	42.41	0.66	37.68
ENSCAFG00000002344	85.33	16.07	6.25	2.77	16.72	4.79	31.13
ENSCAFG00000002345	0.21	1.51	0.39	0.57	9	0.82	0.07
ENSCAFG00000002346	49.23	11.34	25.07	9.19	89.6	6.84	15.51
ENSCAFG00000002348	2.51	0.45	2.67	0.68	10.76	0.85	2.09
ENSCAFG00000002349	156.69	86.81	57.71	10.15	63.8	62.45	118.52
ENSCAFG00000002350	30.26	17.96	102.17	26	29.49	14.43	11.1
ENSCAFG00000002351	0	0	0	0	0	0	0
ENSCAFG00000002352	127.94	87.19	125.27	83.1	204.74	55.05	134.27
ENSCAFG00000002354	79.84	29.63	65.19	37.14	134.56	30.2	1099.18
ENSCAFG00000002356	13.21	1.29	2.27	1.09	7.16	1.03	5.85
ENSCAFG00000002357	0	0.1	0	0	0.75	0	7.16
