Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSMMUG00000015717	0.219487	0.072535	0	5.452938	0	0	0.072173	0	0
ENSMMUG00000015718	6.087199	16.787317	3.004236	9.722319	8.160649	9.413317	21.43417	19.265474	5.313031
ENSMMUG00000015719	0	0.183003	0	0.570028	0	0	0	0	0
ENSMMUG00000015720	0	0.312214	0	0	0	0	1.289101	0	0.137689
ENSMMUG00000015721	0	2.46829	0.05544	3.4011	0	0.398631	1.154045	3.462635	0.167998
ENSMMUG00000015722	0	0	0	0	0	0	0	0	0
ENSMMUG00000015723	0.276866	0.145971	0	10.9248	0	0	0.172692	0	0.098324
ENSMMUG00000015724	0	0.324306	0	0	0	0	0	0	0
ENSMMUG00000015725	12.43892	0	0	0	0	396.244712	6.604755	1.551663	2.425123
ENSMMUG00000015726	3.834225	1.36786	1.801878	1.119659	0.451517	3.680957	5.500536	4.821835	2.34069
ENSMMUG00000015727	0	0	0	0	0	0	0	0.269301	0
ENSMMUG00000015728	7.994601	20.466193	3.720932	34.761625	0.561607	22.717941	28.807023	26.931368	11.743254
ENSMMUG00000015729	0	0	0	0	0	0	0	0	0
ENSMMUG00000015731	11.697867	12.348087	0.204331	0.651271	0	0.120529	5.881848	1.034166	0.380284
ENSMMUG00000015732	0	0	0	0	0	0	0	0	0
ENSMMUG00000015733	5.64272	1.998485	80.792863	18.918713	1.284108	22.664712	6.33293	9.315625	23.812135
ENSMMUG00000015734	0.507241	0.740454	0.816486	0	0.84519	3.471461	6.209365	29.609486	1.463954
ENSMMUG00000015735	0.604793	0	0	0.635138	0	0	0	0	3.818448
ENSMMUG00000015736	0	0	26.260026	0	5.977866	0.866092	0	0	0
ENSMMUG00000015737	5.050354	10.909549	2.95038	13.62204	0.12157	38.758169	56.948573	35.285427	9.245456
ENSMMUG00000015738	0.229664	0	0.085338	1.684287	0.284234	0.731812	64.908764	0.157228	0
ENSMMUG00000015739	0	0	0	0	0	0	0	0	0.395133
ENSMMUG00000015740	6.482948	7.946193	4.999469	16.017337	1.071989	35.787223	26.447828	11.29201	10.265417
ENSMMUG00000015744	7.230316	14.811811	9.115647	22.417298	0.271588	6.257843	22.567945	12.818157	16.943608
ENSMMUG00000015745	0	0.704066	0	0	0	0.980828	0	0.56546	0
ENSMMUG00000015747	11.345122	393.749433	3.137299	16.003555	4.838389	20.814739	32.23412	32.937007	30.291099
ENSMMUG00000015748	20.27851	27.22258	4.750509	5.06391	0.581494	2.996673	107.034275	13.893513	17.745572
ENSMMUG00000015749	10.685797	12.475105	8.562404	4.013147	9.660053	264.153936	70.20735	45.600292	40.388852
ENSMMUG00000015750	16.045583	5.566988	1.27491	4.957908	0.146936	2.048713	9.825152	2.242498	0.303845
ENSMMUG00000015752	0	0	0	0	0	0	0	0	0
ENSMMUG00000015754	15.664272	6.777139	1.268863	1.348583	2.926282	2.627076	6.084902	5.002576	12.425324
ENSMMUG00000015756	14.598755	3.535137	8.664156	28.77293	1.103764	28.182399	33.218631	29.063593	13.521844
ENSMMUG00000015757	49.494505	83.926262	9.814278	11.020456	49.223891	5.1052	9.356977	12.072915	8.832113
