transcript	TPM.bones	TPM.brain	TPM.embryo	TPM.lung	TPM.heart	TPM.intestine	TPM.kidney	TPM.liver	TPM.muscle	TPM.ovary	TPM.testis
ENSELUT00000000007.1	729.23	3521.01	1116.02	1771.03	3766.74	1711.08	980.618	749.644	299.028	37.9137	1441.81
ENSELUT00000000011.1	945.83	4613.75	1214.57	2274.61	5476.8	1948.63	1239.92	1103.46	294.62	36.4762	1613.56
ENSELUT00000000017.1	5991.05	24256.9	11318.2	13246.8	20485.6	13489.1	6543.21	6207.79	2142.93	480.723	10008.2
ENSELUT00000000020.1	5017.94	19664.4	8770.95	12144.8	22616.6	11457.4	5910.83	4527.76	2335.89	325.842	9301.81
ENSELUT00000000022.1	2275.45	10962.4	7131.02	5440.46	12793.1	4508.29	3613.57	4353.01	666.771	143.014	6007.21
ENSELUT00000000023.1	1586.82	8341.51	4623.05	3855.82	9355.92	2817.03	2620.27	2662.28	583.227	76.2401	4605.09
ENSELUT00000000024.1	6134.12	27240.1	10237.6	13828.8	28756.3	11460.6	8015.7	6575.97	2976.89	542.211	18590.3
ENSELUT00000000026.1	624.68	2798.99	1268.36	1255.12	3223.18	1302.72	842.499	783.33	269.868	37.5964	1500.62
ENSELUT00000000028.1	898.553	3120.04	1910.94	1842.66	3562.56	1616.47	1308.23	1240.87	171.477	32.6224	1324.93
ENSELUT00000000029.1	801.469	3392.57	1556.97	1578.51	4003.02	1379.83	1105.57	989.154	271.893	34.7301	1521.84
ENSELUT00000000033.1	485.384	1613.78	1084.4	742.567	1736.82	828.886	597.562	660.887	68.325	16.8208	845.645
ENSELUT00000000034.1	661.004	3104.65	1606.9	1106.67	2780.29	1224.72	896.148	797.401	223.47	27.565	1697.81
ENSELUT00000000036.1	1178.99	5226.9	3512.99	2583.46	6407.33	2165.53	1800.87	1651.04	434.688	63.7429	3825.59
ENSELUT00000000039.1	1.42451	2.73484	2.64351	3.14555	1.68842	1.62159	4.02714	0.376128	0.242488	9.98791	7.01226
ENSELUT00000000040.1	2.21251	1.75044	0.267318	2.68012	11.8829	1.39753	1.90258	0	0.205599	1.18849	8.76278
ENSELUT00000000041.1	4.68716	8.01187	3.70795	5.35467	5.97195	7.92818	6.03612	3.10603	1.93512	23.0673	5.73057
ENSELUT00000000042.1	0	0.125189	0	0.226227	0.33339	0.609443	0	0	0	0.222871	0.328345
ENSELUT00000000043.1	0.0998289	0	0.0310854	0	0.0406201	0	0.0552488	0	0	0.0827933	10.3845
ENSELUT00000000044.1	2.64743	7.32756	1.9288	6.70501	3.21822	3.65443	1.94645	1.60641	0.898036	1.0525	4.60836
ENSELUT00000000045.1	1.95179	0.38933	0.386216	0.354947	0.656305	1.19682	0.244514	1.30795	0.0380706	0.0561523	0.505834
ENSELUT00000000046.1	0	0	0	0	0	0	0	0.109058	0	0	0
ENSELUT00000000047.1	42.5872	6.61836	23.248	14.5878	29.4039	175.546	119.287	92.6995	7.14276	11.4471	90.9692
ENSELUT00000000048.1	0	0.879185	4.53586	0	0.43536	0	0.25525	0	0	0.141055	1.20621
ENSELUT00000000049.1	0	1.30703e-05	0	5.15046e-05	0	0.299392	0	0	0.786963	1.01308	4.30999
ENSELUT00000000050.1	3.32528	3.02098	1.40442	2.59515	2.88046	2.92932	2.24071	1.14251	3.09764	3.47761	4.19068
ENSELUT00000000051.1	8.28065	14.916	18.3102	14.3603	13.0313	12.8257	16.6976	5.60217	3.853	40.1257	20.4531
ENSELUT00000000052.1	8.69682	5.98784	9.61882	21.7267	6.49714	21.9946	9.175	5.34492	0.255094	20.3889	8.6627
ENSELUT00000000053.1	4.72855e-08	3.8229	0.154885	0.000307823	1.54629	0.445753	0.00474836	1.19151e-09	4.38805e-08	0.295091	0.00102726
ENSELUT00000000054.1	1.33593	0	0.188115	0	0	0	0	0	2.91462	4.56423	6.60773
ENSELUT00000000055.1	2.06371	5.3793	2.85084	6.9202	0.365302	4.75205	1.04255	0.27484	0	12.6442	11.1681
ENSELUT00000000056.1	8.30034	10.5063	23.9954	11.2818	14.5751	11.7126	16.5828	7.78383	6.02499	88.0882	24.329
ENSELUT00000000057.1	2.58046	6.66667	4.95743	4.14211	4.88284	4.58118	4.7283	2.16949	1.02719	1.63787	3.02074
ENSELUT00000000058.1	1.31081	0	1.27451e-07	0	7.54497	0	0	0	7.88092	0	0
ENSELUT00000000059.1	4.31817	9.13272	19.4339	19.9895	6.43026	28.7716	9.48216	10.0009	0.365623	35.6164	26.0049
ENSELUT00000000060.1	31.3945	55.2178	174.983	74.9671	51.1366	53.6583	92.9961	22.4441	19.5517	117.773	61.6959
ENSELUT00000000061.1	3.30798	16.794	3.58458	0.324872	2.50873	2.69024	0.542765	0.0976225	0	7.53446	5.75031
ENSELUT00000000062.1	1.65258	3.98102	0.605064	0.797589	0.051923	1.43036	0.035117	0	0	0.0525374	0.577387
ENSELUT00000000063.1	18.5847	13.1249	23.7878	51.5142	26.0396	49.5653	39.5262	13.5655	7.18645	37.6328	44.9706
ENSELUT00000000064.1	0	0.019619	0	0.591174	0.01697	0	0	0	0.011322	0	0
ENSELUT00000000065.1	6.82901	3.81514	0.181977	71.3623	15.5649	95.7453	46.9265	3.86229	2.0564	0.810383	10.2906
ENSELUT00000000066.1	6.32938	42.1375	5.36892	0.166842	2.61217	2.42173	0.197623	0.037204	0	11.2263	5.77294
ENSELUT00000000067.1	2.52343	2.95327	0.517236	1.72797	0.342327	6.94528	0.49862	10.9629	0	0.249307	0.610795
ENSELUT00000000068.1	12.4016	20.6538	28.9942	25.087	15.0255	14.4732	29.3813	7.21574	0.944669	24.4844	24.4865
ENSELUT00000000069.1	1.8113	8.10669	1.63519	0.153122	0	3.27275	0	8.16724	1.4e-10	0	2.99544
ENSELUT00000000070.1	3.51106	0	3.05715	0.0495459	0	0	0.296423	0	6.65129	9.05692	2.29059
ENSELUT00000000071.1	2.18484e-07	0.019619	0	0.591174	0.01697	0	0	0	0.011322	0	0
ENSELUT00000000072.1	0.812498	0.088698	0.488209	0.734061	0.79279	3.0323	2.93281	1.25185	0.0341248	0.0515799	1.69997
ENSELUT00000000073.1	1.91475	2.97065	1.33673	0.331194	1.30787	0	0.641701	0	0	0	2.92478
ENSELUT00000000074.1	0.26479	0.357818	0.371494	1.39238	0.602805	1.07238	0.316511	0.386956	0	0.103598	0.859183
ENSELUT00000000075.1	2.91365	21.211	5.40576	0.0989678	0.0632091	0.0894345	0.280004	0.00974253	0	0.0841308	4.96607
ENSELUT00000000076.1	24.2974	55.2042	29.5411	66.0423	32.2926	47.7962	47.1863	5.76858	1.25112	135.965	75.7206
ENSELUT00000000077.1	8.71734	1.559	6.02078	1.24721	19.2689	7.50033	0.453647	0.0215793	1.76805	3.42982	2.07793
ENSELUT00000000078.1	3.17919	2.18851	6.63293	4.29099	4.11749	2.55516	10.9973	1.24689	0	23.4468	8.37377
ENSELUT00000000079.1	0	0	1.10331	0.802908	0.488366	0.392364	1.40715	0	0	7.5949	0.275767
ENSELUT00000000080.1	14.9846	0	2.86714	0.130976	0	2.71074	0	14.7937	0	5.65712	0.836047
ENSELUT00000000081.1	1.65233	3.27967	1.24857	1.56296	0.316428	3.60238	0.727439	7.50328	0	0	0.96285
ENSELUT00000000082.1	8.05062	9.65496	31.3988	19.4581	3.90265	12.2724	4.32127	0.985545	2.94224	2.42771	4.04138
ENSELUT00000000083.1	0	0.225619	0	0.268785	0.20552	0	0	0	0	0.429265	1.07815
ENSELUT00000000084.1	1.09051	0.019619	0.486811	0.00014661	0.01697	0.0921491	0	0.0698757	0.011322	0.165243	0.284622
ENSELUT00000000085.1	57.5259	52.3057	97.9944	61.1291	54.7484	73.5158	62.2935	37.6601	47.994	91.5327	51.2369
ENSELUT00000000086.1	5.20273	8.69648	7.98876	6.26539	3.96042	1.09669	8.47508	0.27933	0.241298	29.1946	25.9313
ENSELUT00000000087.1	0	0	0.191029	0	0	0	0	0	0.21044	0	1.70075e-08
ENSELUT00000000088.1	22.1474	6.15197	16.6147	84.3792	43.7769	143.171	4.4586	3.15553	1.99511	21.4593	11.0432
ENSELUT00000000089.1	0.006567	0	0.950656	1.43508	0.732297	1.11968	0	0	0	0.464873	0
ENSELUT00000000090.1	2.996	0	0	2.21588	0.262123	0	0	0.0281056	0.00986768	11.3989	0
ENSELUT00000000091.1	0.95947	6.46757	0.187282	0.0218127	0.209732	0.0591635	0.012333	0	0.0608435	0.0643553	0.624713
ENSELUT00000000092.1	3.1834	3.52003	0.31383	0.650695	0	2.51019	0.712117	15.6772	0.107233	0.359133	0.461239
ENSELUT00000000093.1	33.6121	16.522	7.43096	58.1073	10.6514	19.1198	11.7579	5.13497	1.68444	1.38655	19.0797
ENSELUT00000000094.1	2.59659	0.245293	19.3675	154.064	0.211722	0.0572943	0.287158	0.0248959	0.529838	57.184	9.20282
ENSELUT00000000095.1	1.48761	1.19191	0.451544	4.24546	1.98419	3.78182	8.63814	1.08501	0.0774401	0.146887	1.86198
ENSELUT00000000096.1	0.000301246	0	5.1859	0	5.11185	0	0	0	0.398138	0	0.00797555
ENSELUT00000000097.1	2.68351	0.641775	0.451176	0	6.04588	4.56312	0	0	0.267535	1.0258	0
ENSELUT00000000098.1	0.183185	1.50866	0.0725288	0	1.4251	1.45206	0.50047	0	0	0.549706	0.599487
ENSELUT00000000099.1	0.289968	0.600769	0.951326	0.525443	0.591512	2.22944	1.43181	24.4594	0.121333	3.06643	1.90794
ENSELUT00000000100.1	14.3162	15.3973	78.9918	14.4386	18.5787	23.5627	29.0795	19.6707	7.20385	41.3257	22.5899
ENSELUT00000000101.1	3.39902	20.7786	4.26428	4.79039	4.70692	6.22935	7.02024	0.906324	0.999224	17.3782	12.5075
ENSELUT00000000102.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000000103.1	10.644	40.9814	21.1775	31.5624	0.873406	10.1514	1.40097	0.244372	0.466296	2.48484	1.91835
ENSELUT00000000104.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000000105.1	11.8754	8.44646	89.8918	150.154	31.7715	65.1433	9.29217	649.551	0.773384	7.28813	90.8767
ENSELUT00000000106.1	0	22.6185	0.288473	0	0	0	0	0	0	0	0
ENSELUT00000000107.1	2.13803	1.41591	1.5519	49.6794	6.3379	214.956	18.4184	0.425051	0	5.05409	33.6724
ENSELUT00000000108.1	0	0.279233	0	0.145034	0.161698	0.29289	0.388597	0	0	0.288336	0.393264
ENSELUT00000000109.1	7.35646	0.069361	0	0.0812245	0.548543	0	50.3409	0	0	0.244615	1.3434
ENSELUT00000000110.1	0.755886	1.38466	1.43431	1.57052	0	1.05258	0	0	0	0	0
ENSELUT00000000111.1	39.5076	28.8427	17.9912	51.4986	70.2553	88.3144	85.8856	19.524	7.74808	6.95787	13.4717
ENSELUT00000000112.1	5239.42	0.50217	2692.02	32.0099	1.15496	3.95577	1.52284	0.441267	12441.4	0.474529	2.25928
ENSELUT00000000113.1	8399.75	0.431518	1.68256	0	0.378635	6.46615	0	0	11446.3	0	3.42222
ENSELUT00000000114.1	1.59932	3.92701	3.61459	2.42629	2.07551	2.42307	3.23587	0.833254	0.0177482	3.1298	2.82945
ENSELUT00000000115.1	0.440368	3.70975	0.376901	0	0	0.0262274	0.00900771	0	0	7.21171	2.1962
ENSELUT00000000116.1	0.714866	2.27159	2.72401	4.27546	1.60579	2.98083	2.98814	0.271779	0	14.1066	11.3929
ENSELUT00000000117.1	2.61723	4.32604	3.61859	4.02194	4.17047	3.85564	5.0407	1.61171	0.19571	14.3489	4.76853
ENSELUT00000000118.1	0	0	0.211222	0.565482	0.001061	4.02576e-10	0	2.47035e-10	3.02436e-10	0	1.51817
ENSELUT00000000119.1	0.948182	0.882659	1.84252	2.30187	0.0885516	0.655237	0.511508	0.160999	0.0066925	4.15965	9.01956
ENSELUT00000000120.1	11.3511	12.1753	19.9083	34.7754	12.2519	20.4964	43.8644	10.2292	5.00666	31.5647	23.7204
ENSELUT00000000121.1	7.65023	5.77674	2.41588	4.14865	1.93006	4.75813	3.24236	2.87099	0.419016	10.0538	11.0079
ENSELUT00000000122.1	0	1.91056	1.82825	3.14027e-05	0	0	0.647434	0.557506	0	0	2.41771
ENSELUT00000000123.1	2.71745	0.600769	0.239977	0.525443	0.591512	0	1.01304e-06	14.2717	0.121333	0.530596	1.63519e-06
ENSELUT00000000124.1	96.1282	204.931	54.5912	59.2124	53.3333	68.8163	124.023	24.4759	100.393	90.0731	36.1493
ENSELUT00000000125.1	5.24627	0.551509	2.45883	11.4107	5.24746	21.6035	0.804516	0.224534	0	0.655483	0.773303
ENSELUT00000000126.1	4.54615	3.6789	1.79258	9.41728	4.99117	3.37874	20.501	1.45504	0.719901	0.654701	10.8586
ENSELUT00000000127.1	10.1655	32.1989	5.32159	7.31018	10.5493	10.0539	15.4906	0.542707	1.06092	37.3209	46.2493
ENSELUT00000000128.1	0	0	0	1.23697e-07	4.69757e-06	0.411274	0	0	0	0	0
ENSELUT00000000129.1	3.87211	4.51511	0	45.2512	9.53272	48.3249	40.2421	2.21909	0.480133	0.317639	3.49209
ENSELUT00000000130.1	2.83123	2.12666	0.840407	6.75197	6.5679	55.3356	11.0431	1.35735	0	1.47868	6.64566
ENSELUT00000000131.1	9.5142	22.8304	14.1539	16.6439	18.1556	15.7207	27.846	13.1018	2.22054	3.78403	21.434
ENSELUT00000000132.1	0	1.2455	1.73165	0.392846	0	0.180172	0.197422	0.0266942	0.63542	17.1387	79.4531
ENSELUT00000000133.1	0.776229	4.17334	3.46465	0	3.35107	0	0.297336	0.193632	0	3.25477e-08	3.01696
ENSELUT00000000134.1	5.17649	30.7676	9.98848	0.34688	0.0115006	0.119217	0.0146759	0.0234103	0	10.1699	3.84322
ENSELUT00000000135.1	1.21603	0.638789	0.21096	0.377613	1.23649	0.595772	1.68542	0.578379	0	11.1549	1.53116
ENSELUT00000000136.1	156.315	81.3779	118.614	106.579	95.5623	223.197	100.642	28.8192	127.698	103.839	146.382
ENSELUT00000000137.1	7.84711	26.2194	10.9763	4.96258	45.8683	1.59205	4.51739	0.580277	0.820679	0	2.34149
ENSELUT00000000138.1	0.676473	5.46326	0.571522	0.330385	0	5.64123	7.6385e-10	6.0642	0.501175	0.824193	3.74351
ENSELUT00000000139.1	0.353989	2.04222	2.75826	1.98323	0.0945117	1.08845	0.978908	0.14846	0.0420973	5.2177	9.54059
ENSELUT00000000140.1	7.98156	17.8655	17.1525	12.0887	14.0009	10.0513	21.7217	5.52022	2.21175	50.192	38.1856
ENSELUT00000000141.1	2656.85	0	1174.43	18.4994	0	2.54862	0.637458	1.26597e-07	5299.55	0.176352	0.42225
ENSELUT00000000142.1	0	0	0.22975	0.00722955	0	0	0	0	0	0.108301	0
ENSELUT00000000143.1	0.176336	0.0416224	7.63536	4.40348	0	0	0	0	0	1.38852	0.80293
ENSELUT00000000144.1	0.00319391	1.0112	0.806987	1.33842	0	0.49809	0.0039731	4.67532e-07	0.339717	1.48925	2.02726
ENSELUT00000000145.1	3.18242	0.603004	0.497182	0.303193	1.82803	1.92139	4.3971	0	0	15.6691	2.552
ENSELUT00000000146.1	0	0	0	0	0	0.0375656	0	0	0	2.29043	0
ENSELUT00000000147.1	0.866489	0	0	1.08597	0	1.34771	0.192002	0.0066989	0	0	0
ENSELUT00000000148.1	3.9282	4.46459	1.94655	6.0853	1.23477	3.61683	0.598098	1.45054	0.0567274	0.522316	5.9422
ENSELUT00000000149.1	0.569607	1.12502	1.4572	2.19231	0.757552	0.800108	3.57588	0.0565272	0	1.65973	2.69208
ENSELUT00000000150.1	0	0	0	0	0.556969	0	0.765944	0.426494	0	0.702594	20.7767
ENSELUT00000000151.1	8.80785	32.2066	4.28592	10.4881	9.80472	4.90502e-08	21.4888	4.67932	15.4414	1.98988e-05	17.5618
ENSELUT00000000152.1	17.784	10.1809	0.130581	88.3902	24.4196	98.1447	81.9479	7.01107	1.76425	3.0873	9.11575
ENSELUT00000000153.1	0	0	0	0.341034	0	0	0.0844804	0	0	0	0
ENSELUT00000000154.1	2.26946	2.62342	1.62153	3.93313	3.48642	4.99437	6.62494	1.56214	0.18187	0.221413	3.64567
ENSELUT00000000155.1	0.291547	0	0	0	4.14838	0	1.92195	0	0	0.0603684	0.0602949
ENSELUT00000000156.1	1.49165	16.8574	7.14309	0.85046	4.30374	1.34518	1.36053	0.124905	0.0742029	2.51559	3.70821
ENSELUT00000000157.1	7.04433	9.44668	13.9081	24.7268	10.2409	42.2056	15.1024	10.6967	0.416184	4.75675	8.47104
ENSELUT00000000158.1	0.26501	0.082993	1.87658	28.8628	0.107526	0.0387481	0.121538	0	0.0717504	0.108937	0.932453
ENSELUT00000000159.1	2.24171	0.0533246	0.578967	0.125074	0.0920075	0.746364	0.158965	0.0958081	0	0.0815479	0.486505
ENSELUT00000000160.1	10.9674	2.34383	22.1506	12.7531	1.27114	3.54574	16.0603	44.0619	2.15006	60.2093	8.441
ENSELUT00000000161.1	5.31315	2.6339	68.2563	12.7227	2.87668	2.64601	25.3564	1.40403	0.664687	252.301	14.609
ENSELUT00000000162.1	4.73281	14.3286	2.81176	6.42652	8.38981	4.03621	4.88111	0.995147	0.209411	3.5868	10.5328
ENSELUT00000000163.1	9.90573	0.0569391	2.64941	0	0	0.690875	0.0699504	91.3593	0	1.02157	0.398034
ENSELUT00000000164.1	0.439308	9.1847	3.0696	0.0519288	0	0.205708	0.0515301	0.0179002	0	0.0385602	3.50393
ENSELUT00000000165.1	0	0.379523	7.53402	4.74525	0.327771	0.375267	3.16671	0.380955	0	54.5464	1.28841
ENSELUT00000000166.1	0	0	0.174668	0	0	0	0	0	0	0	0
ENSELUT00000000167.1	7.11338	6.50062	8.67278	10.3527	5.90485	8.57485	10.7354	5.94425	4.96475	15.598	6.66364
ENSELUT00000000168.1	0.508115	0	0	0.27134	0	0	0.800846	0.627562	0	0	0
ENSELUT00000000169.1	0	0	0	0	0	0	0	1.30552e-06	0	0	0
ENSELUT00000000170.1	3.07299	22.7979	0.725003	3.01507	2.08731	2.52099	3.81285	0.524133	0.587159	0.205608	2.16573
ENSELUT00000000171.1	12.2511	0.111211	3.03418	0	0	1.46271	0	72.1293	0	0.738217	1.41842
ENSELUT00000000172.1	3.96241	3.8077	2.37794	3.59116	4.30487	4.06989	4.44349	0.879434	0.262157	0.753696	8.742
ENSELUT00000000173.1	1.8342	12.1	1.55285	2.79947	2.73128	79.9661	2.50835	13.4757	0.29809	2.18608	12.0512
ENSELUT00000000174.1	24.4754	2.86921	41.3483	18.0286	9.59601	34.9524	27.1309	52.2799	20.7102	29.8813	27.7839
ENSELUT00000000175.1	0	0.0761451	0.0927852	0.16083	0	0	0	0	0.420596	0	0
ENSELUT00000000176.1	0.43742	5.75837	1.37894	13.4481	1.04299	7.75994	0	0	0	0	1.26471
ENSELUT00000000177.1	0.34376	2.03598	0.320941	0.819064	0.637055	0.286332	0.597643	0.0533896	0.0341812	0.0480798	0.450238
ENSELUT00000000178.1	1.81011	0.731739	12.8703	86.0741	0.892884	1.36971	0.0716082	1.23436	0	0.85909	1.76942
ENSELUT00000000179.1	0	1.15726e-09	0.398443	0	0	0	0	0	0	0	0
ENSELUT00000000180.1	1.61211	0.503105	3.58057	5.42718	2.26138	2.41552e-09	2.26108	0.0934344	3.13876e-07	1.68582	0.814331
ENSELUT00000000181.1	2.2837	0.688933	5.21154	1.6866	2.35545	2.2432	7.95531	2.41671	0.905137	1.76914	3.27158
ENSELUT00000000182.1	0.558367	0.332801	0.621314	0.951574	0.812192	1.52112	4.44646	1.11389	0.102955	18.9426	6.6606
ENSELUT00000000183.1	1.55085	1.45949	0.649342	2.23595	3.90239	1.22716	5.67511	0.588946	0.151665	0.723401	3.47531
ENSELUT00000000184.1	9.39469	12.03	3.42777	6.60083	13.0218	10.0394	9.85108	1.31473	1.2239	2.16792	8.25671
ENSELUT00000000185.1	0	0	0	10.9742	1.13716	23.5919	5.8149	0.798889	0.330643	1.09699e-06	15.5463
ENSELUT00000000186.1	0.733151	0	0	0.716973	0	0	2.45487e-08	0	0	1.32077	0
ENSELUT00000000187.1	0	0	0	0.470751	0	0	0.449095	0.389021	0.662663	1.37658	1.1982
ENSELUT00000000188.1	3.99967	0.242447	27.5833	20.8511	0.53007	0.0821047	0.102938	0	0.489711	0.0771166	0.423629
ENSELUT00000000189.1	233.861	153.084	297.678	98.2587	259.966	153.881	181.869	15.6704	15.7113	26.9496	342.887
ENSELUT00000000190.1	14.7003	0	3.02092	0	0	3.28083	0	117.176	0	0	0.973682
ENSELUT00000000191.1	0.383004	0.657021	0.715124	0.441876	0.961449	0.503071	0.201755	0.0907572	0.0170604	0.194873	3.024
ENSELUT00000000192.1	1.20047	4.95049	0.274968	0.532334	0	0	0.0961722	0.000212816	0	0.178773	0.0191338
ENSELUT00000000193.1	14.4421	113.938	7.43807	2.32245	6.07626	8.58761	0.884179	0.11652	0.245012	0.740219	28.0141
ENSELUT00000000194.1	0.203285	0	0.386215	0	0	0	0.142937	0.00420312	0	2.28029	0
ENSELUT00000000195.1	15.3988	29.033	10.9525	74.7274	33.828	57.4648	46.4865	14.1386	2.36441	92.8226	12.0694
ENSELUT00000000196.1	7.74573	2.52533	5.29127	2.54241	15.0911	3.29593	8.38367	0.19475	0	0	3.05749
ENSELUT00000000197.1	8.85657	26.4313	4.53945	9.37214	7.73862	17.5537	13.8198	1.92666	1.68046	15.1609	22.772
ENSELUT00000000198.1	1.41191	5.1382	1.52677	0.445634	0.167064	2.11046e-08	0.0652762	0.201748	0	0.1423	3.58994
ENSELUT00000000199.1	0	0.0488849	0.26185	1.7036	0	3.25898	0	0.0131144	0	34.4299	1.91168
ENSELUT00000000200.1	0.163302	0	0.159766	0	0	0	0	0.606875	0	0.313601	0.155237
ENSELUT00000000201.1	4.63398	35.5742	11.5363	7.16902	11.457	7.04813	8.74993	1.91888	0.494547	18.411	7.46313
ENSELUT00000000202.1	0.979539	0.545603	0.104179	0.574348	0.31793	0.564696	0	0.0887359	0.132815	0	0.128844
ENSELUT00000000203.1	831.43	0	1.10833	0.420451	0.229112	1.20729	0	0	786.768	0	1.61422
ENSELUT00000000204.1	0.62465	4.23136	2.79479	0.185594	0	0.670051	0	0	0	0.4662	3.89848
ENSELUT00000000205.1	0	0.103934	0.239983	0.122002	0	0.0972244	0.426787	0.505354	0	1.37084	0.669322
ENSELUT00000000206.1	5.22691e-08	9.14715e-10	0	0	0	0	0	0	0	0	0
ENSELUT00000000207.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000000208.1	2.96107	2.70294	2.28816	82.0168	2.06504	3.08459	1.39975	0.674583	0.783592	0.518755	5.76916
ENSELUT00000000209.1	0.409837	0.584023	0.801675	1.0635	0.85304	0.792471	2.04574	1.03909	0.196275	0.27422	0.675298
ENSELUT00000000210.1	0	1.58073	0	0	0.138223	6.73076e-09	0	0	0.257188	0.288594	1.11424
ENSELUT00000000211.1	40.4823	38.2416	36.5067	44.1515	34.7413	41.6553	39.2731	13.7049	12.0849	39.6048	94.2925
ENSELUT00000000212.1	0.681269	4.36729	0.054229	0.618438	1.17007	6.09536e-09	0.16992	0	0.262267	0	7.91522e-08
ENSELUT00000000213.1	12.4848	19.6008	6.98784	12.8438	11.0938	14.5808	27.9876	13.998	1.25945	0.892752	25.7951
ENSELUT00000000214.1	0	0	4.5306	0	0	0	0	1.47808	0	8.84798	0.335932
ENSELUT00000000215.1	2.49905	0.0564096	9.68425	0.330457	8.38918	0	0	0	0	2.96339	17.9215
ENSELUT00000000216.1	1.25468	1.24721	0.51791	0.303796	0.192342	8.78499	0.626253	19.9493	0.00213137	0.608462	5.83594
ENSELUT00000000217.1	0.316231	0.561732	0	1.29896	0.809648	0.0100374	1.32492	0	0	0	0
ENSELUT00000000218.1	0	0.149731	0	0	0.125266	0	0	0	0	0	0.206097
ENSELUT00000000219.1	11.7057	19.6594	1.31143	9.45993	5.1867	4.13342	1.03698	0.268429	2.54086	8.55046	14.8545
ENSELUT00000000220.1	11.8624	148.807	16.0664	0	0.0158539	0.00330878	0.064415	0.0298136	0.021145	0	0
ENSELUT00000000221.1	0.65602	0.751973	0.213812	0.848392	0.865215	0.452238	1.59873	0.147073	0.0500086	0.148928	0.627398
ENSELUT00000000222.1	0.20975	0	0.321455	1.00182	0.0857069	0.390933	0.376752	0	0	0	3.43714
ENSELUT00000000223.1	12.3931	29.1118	32.4341	21.5924	20.3847	21.3395	26.586	10.7616	3.57014	49.3856	86.6937
ENSELUT00000000224.1	48.1321	142.53	39.9377	78.6691	41.3893	94.9201	97.4497	39.7979	7.68119	46.2638	39.3521
ENSELUT00000000225.1	17.3582	1.1788	0.978519	0.823045	0.466155	1.35133	1.97711	0.561338	0.0417408	0.67206	1.94761
ENSELUT00000000226.1	0	0	0.406613	0.455975	0	0	0.328277	0	0	0.410541	0
ENSELUT00000000227.1	7.68378	5.39908	11.1916	42.6227	3.23577	15.4254	0.826539	1.65488	0.167924	0.902498	0.837477
ENSELUT00000000228.1	8.4875	8.51281	3.71103	9.30882	15.4446	7.1961	9.1557	0.0426813	3.17512	30.9234	20.329
ENSELUT00000000229.1	5.82171	2.37169	6.46249	6.90918	4.16182	10.2242	7.42001	1.74688	0	2.05798	7.74799
ENSELUT00000000230.1	0	0	0.205337	1.20355	0.303592	0	0	0	2.96058e-06	0	0
ENSELUT00000000231.1	3.92395	10.1346	4.25453	3.19553	4.77525	4.13366	5.63208	2.84391	0.76394	2.10026	4.61711
ENSELUT00000000232.1	0	0.256393	0.188773	0	0	0	0	0	0	0	1.33879
ENSELUT00000000233.1	0	0.339168	0.298526	0	0	0	0	0	0.259059	0.157388	0.484776
ENSELUT00000000234.1	7.88444	9.27531	13.5141	8.87971	6.61321	21.0405	6.48229	13.6472	0	25.7766	2.36013
ENSELUT00000000235.1	1.16154	1.42103	0.11728	0.761958	0.376705	1.29641	26.3698	6.13102	0.260671	2.59821	17.9497
ENSELUT00000000236.1	0.353362	0.587532	1.61651	0	0.154488	0.106588	0	0.0438198	0	0	0.644855
ENSELUT00000000237.1	2.20799	2.06551	7.6896	8.48428	1.06671	9.29799	2.19158	0.0346092	0.04909	0.447247	6.96282
ENSELUT00000000238.1	0	0	0	0	0	55.5395	0	0	0	0.793816	0
ENSELUT00000000239.1	3.97299	19.9387	2.97578	0.115577	0.0705447	0.213422	0.0381777	0.159319	0.0188288	10.1103	4.68192
ENSELUT00000000240.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000000241.1	5.0227	21.5543	2.58915	4.36618	3.61907	2.98252	1.41162	0.851496	1.35924	1.28118	11.7266
ENSELUT00000000242.1	0.637772	0.336991	0	4.95794	1.68623	2.42777	0.830276	0.73263	0	2.38491	0.776034
ENSELUT00000000243.1	139.572	99.3175	253.397	141.53	97.1239	49.9639	160.84	53.5349	184.947	127.825	124.286
ENSELUT00000000244.1	3.44465	35.0013	10.6099	15.5435	10.256	17.7822	12.682	0.109516	0.0514039	29.7006	10.2352
ENSELUT00000000245.1	0.282644	1.32877	1.33047	4.35675	0.3548	13.1721	0.281378	0.432842	0	0.47153	6.6598
ENSELUT00000000246.1	0.644573	0.0759427	0.842696	11.4198	1.95758	2.08666	2.55954	0.24563	0	0	24.5015
ENSELUT00000000247.1	5.54793	0.742434	30.5401	564.645	0.367673	0.807187	1.42345	0.26582	0.383571	1.80381	0
ENSELUT00000000248.1	2.1783	0.759452	0.181806	0.357918	1.23238	1.35296	2.7608	0.164451	0.102223	10.4864	4.07883
ENSELUT00000000249.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000000250.1	0	0	0	0	0.243069	0	0	0	0	0	0
ENSELUT00000000251.1	0.348491	0	0.253611	2.85654	0.443759	1.38779	0.566085	0	0	0	0.272708
