transcript	TPM.bones	TPM.brain	TPM.embryo	TPM.lung	TPM.heart	TPM.intestine	TPM.kidney	TPM.liver	TPM.muscle	TPM.ovary	TPM.testis
ENSELUT00000017787.1	21.3198	11.8565	15.3383	11.1871	13.1442	17.7841	16.7524	5.38038	14.0108	59.7747	35.355
ENSELUT00000017788.1	1.97141	5.72377	1.66207	0.562273	1.62341	1.63485	0	0.224731	0.218048	0.432338	2.89826
ENSELUT00000017789.1	0.117885	0.164092	0	0	1.88904e-09	0.00395274	0	1.30309	0	0	0
ENSELUT00000017790.1	1.95259	6.43791	1.87808	66.9484	0	2.87	0	0	0	0	0
ENSELUT00000017791.1	2.78875	0.764548	1.08593	0	7.88471e-09	0.895954	0.3979	0	0	2.98718	0.000457399
ENSELUT00000017792.1	0	0.860151	0.387447	0.0755661	0.29078	0.107667	0.543784	0.0577368	0	0	0
ENSELUT00000017793.1	0	0.249114	0	0	0.136744	0	0	0	0.117663	0	0.966219
ENSELUT00000017794.1	1.17384	0	0	0	0	0	0	0.0808547	0	3.01279	0.438125
ENSELUT00000017795.1	7.27486	30.0334	8.22225	4.74741	9.9291	29.1682	8.17799	7.71413	0.2112	30.5723	11.097
ENSELUT00000017796.1	0	0	0	2.96111	0.39868	0	0.252391	0.0388445	0.0549526	0.713301	0.817389
ENSELUT00000017797.1	2.35963	0.648773	17.8988	3.88095	0	1.55143	0.700129	2.89591	0.00326531	1.62963	0.633068
ENSELUT00000017798.1	0	0	0.0524651	0	0	0	0	0	0	0.594105	0.442756
ENSELUT00000017799.1	5.73329	25.1317	2.17462	4.06346	7.19789	3.88712	51.4823	0.414509	0.09034	3.03713	2.45871
ENSELUT00000017800.1	9.85045	30.4466	0.85989	1.38438	2.43502	1.03684	1.32358	0.312341	0.546879	0.224243	17.1759
ENSELUT00000017801.1	0	0	0	0	0	2.12585	0	0	0	0	0
ENSELUT00000017802.1	8.89679	15.022	21.0502	15.578	63.7986	31.267	11.4381	13.677	5.92408	8.38783	10.6906
ENSELUT00000017803.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017804.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017805.1	0.16078	2.53406	4.25388	5.78887	2.61041	2.93296	4.65993	0.614308	0	17.226	9.77681
ENSELUT00000017806.1	36.9319	19.0699	48.9488	71.8668	40.3033	93.3744	64.1946	32.7342	22.1059	128.894	92.2398
ENSELUT00000017807.1	0.00338908	0	22.5474	0.800833	0.36601	2.01778	0	1.65872	0	1.4776	0
ENSELUT00000017808.1	0.666865	0.387691	0.10466	6.76571	0.89985	27.7687	1.81025	0.700318	0	0.409343	0.457151
ENSELUT00000017809.1	4.49586	5.95931	1.15818	78.6016	8.59032	44.6445	19.8509	0.695331	0.281955	0.931548	64.8215
ENSELUT00000017810.1	6.37506	7.23119	6.91909	9.5745	11.9226	32.7304	5.93231	27.2323	1.23963	21.8289	16.2509
ENSELUT00000017811.1	1.07698	3.82268	2.59877	3.17339	4.25048	1.62869	3.01144	1.4778	1.05671	3.81444	7.51973
ENSELUT00000017812.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017813.1	6.94872	12.2553	8.78909	7.3008	4.4389e-05	2.54805	11.5363	1.25616	1.71986e-07	18.7006	14.2351
ENSELUT00000017814.1	1.39083	0.0852251	0.606879	59.5589	0.0946621	0.570487	0	0.0382356	0.0847399	0.385955	0.587381
ENSELUT00000017815.1	14.3464	36.1863	181.31	119.334	19.3185	43.9278	36.03	2.09494	1.488	11.041	50.5285
ENSELUT00000017816.1	6.88796	4.73936	3.66074	8.87666	5.54518	5.30296	11.2923	18.927	2.41466	2.65386	25.1808
ENSELUT00000017817.1	1.04752	1.10326	0.116284	0	0	0.302913	0	0	0	0	1.78503
ENSELUT00000017818.1	30.6559	35.0423	21.692	30.4802	27.8662	20.8865	29.7895	7.32499	23.1449	100.872	23.9923
ENSELUT00000017819.1	2.30745	6.78455	0.464346	0.375039	0.275591	0.599146	0.676676	0	0	0.789388	4.23225
ENSELUT00000017820.1	6.01531	4.97978	8.81021	13.2469	8.3071	10.2841	15.1512	35.1171	0.718451	29.9411	25.7201
ENSELUT00000017821.1	0.601476	0.224777	0.143457	0.196775	0.131049	0	0	0.226218	0	0.567187	0
ENSELUT00000017822.1	2.30128	2.14585	25.7593	3.36573	0.929032	2.88643	3.21999	0.713835	0.0734371	0.146092	3.6206
ENSELUT00000017823.1	2.01734	0.0698331	0.506959	0	0.329085	4.11331	0.169027	0.544596	1.07199	0	0.167597
ENSELUT00000017824.1	9.86006	9.22342	9.28915	12.3527	20.2978	57.8973	19.0082	9.084	4.12257	127.366	17.4723
ENSELUT00000017825.1	5.20527	3.79626	7.24879	9.85759	0.301174	5.29473	1.68963	6.2494	2.58037	0	6.35927
ENSELUT00000017826.1	0.489865	0.1539	0.659563	3.45919	0.0710514	1.42379	0	18.5788	0	1.76604	5.27702
ENSELUT00000017827.1	38.7125	16.4437	21.3671	26.3849	65.7188	173.941	37.3368	37.4151	19.5432	496.439	35.0818
ENSELUT00000017828.1	23.1341	65.5705	23.6134	82.3405	46.6001	53.5874	57.9989	14.8945	6.3537	16.521	76.0012
ENSELUT00000017829.1	2.04864	136.218	4.5337	0.369978	2.21603	1.1437	1.43688	0.0221711	0.0157202	0	0.467777
ENSELUT00000017830.1	1.15396	1.15729	1.09897	5.83997	4.80868	3.62606	0.793487	0.239729	0.207505	4.62003	3.71054
ENSELUT00000017831.1	0.0737265	1.39266	0	0.0409656	0.030043	0	0	0	0	0.0610664	0.615067
ENSELUT00000017832.1	6.48887	0.125683	2.70398	446.361	0	0.0786267	0.111425	0.0959418	0	1.67182	0.994695
ENSELUT00000017833.1	5.67924	68.7324	4.58414	0	0.387309	2.08807	0.522547	0	0	0.651359	1.43105
ENSELUT00000017834.1	12.6625	0.973501	13.3544	0	1.50891	0	0	0	6.86397	0.228725	0.314047
ENSELUT00000017835.1	0	0	1.12066	9.51147	0.378034	6.15644	9.24981	0.62825	0	3.20603	32.7437
ENSELUT00000017836.1	0.576157	0.935379	0.0497327	5.38797	4.26948	2.26802	0	1.07161	0	2.19345	3.8465
ENSELUT00000017837.1	25.1711	47.2349	12.7016	6.4219	24.8681	8.83692	7.89233	6.73827	4.47231	10.2015	40.3332
ENSELUT00000017838.1	5.54643	3.50974	3.01397	8.12728	4.63977	6.22802	5.3345	4.07141	5.13925	0.421165	6.36118
ENSELUT00000017839.1	70.2767	274.991	16.0522	3.71025	6.82316	68.6968	1.67975	1.34643	1.36651	3.08174	166.911
ENSELUT00000017840.1	4.41205	34.9594	17.173	35.904	23.2164	22.3322	33.4961	10.9358	2.06721	55.6366	23.543
ENSELUT00000017841.1	0	0.288497	0	0.987065	4.89588	0	0.345948	0	0	0.519791	2.87247
ENSELUT00000017842.1	1.73111	9.06515	2.52605	0.11987	0	1.24161	0	0.0827504	0	0.359074	1.68656
ENSELUT00000017843.1	0.825786	8.88155	1.14669	0.784565	14.3777	7.32578	2.63115	0.173776	1.03411	0.278809	2.74114
ENSELUT00000017844.1	16.8349	9.1418	14.9181	19.4123	15.2371	20.4034	14.9605	6.4469	1.99115	1.59054	36.8702
ENSELUT00000017845.1	31.439	351.861	77.938	33.7898	21.8678	12.4112	2.48388	80.1561	1.84243	166.534	1.32434
ENSELUT00000017846.1	0	1.20001	0.553443	0	0	0	0	0	0	3.34642	4.14468
ENSELUT00000017847.1	0	0	0	0.437461	0	0	0	0	0	0.35756	0
ENSELUT00000017848.1	0	5.44924	0	0	0.0815328	0	0.111809	0	0	0	0.688254
ENSELUT00000017849.1	1.0013	0.164849	0.379091	57.4473	0	0.0877061	0	0	0	0.357442	0
ENSELUT00000017850.1	3.26827	2.00975	3.08332	7.44295	5.05765	5.45223	2.85807	4.6425	1.09997	0.648362	6.88019
ENSELUT00000017851.1	13.0387	136.349	1.40786	0.0773759	0.181755	0.13093	0.110803	0	0.0911106	0	0.072958
ENSELUT00000017852.1	15.9787	46.2041	21.4853	39.9035	21.5672	38.3139	27.0386	14.4125	0.93541	7.82354	44.2534
ENSELUT00000017853.1	1.84724	3.44935e-07	1.43006e-06	0.0692956	0	0	0	0	0.572971	0	0
ENSELUT00000017854.1	0.843122	1.85426	0.450564	3.41887	1.77045	1.17752	1.00163	0.416275	0.0657071	4.18368	3.06694
ENSELUT00000017855.1	0	0.416375	0	0	0	0	0	0	0	0	0
ENSELUT00000017856.1	18.8823	42.2309	25.7781	57.7801	31.2602	33.7473	42.7693	10.6404	1.79861	29.0593	46.4668
ENSELUT00000017857.1	81.5769	10.4735	9.49014	0.0798141	1.84324	0.0676825	0.0761174	0.0219469	0.467025	0.236678	0.228618
ENSELUT00000017858.1	0	0.292234	1.06363	2.98455	1.31615	0	0.492733	0	0	2.76517	0.832997
ENSELUT00000017859.1	12.0592	12.5678	4.1353	11.3888	7.33109	2.60407	6.62846	0.365323	5.87231	18.9629	9.20074
ENSELUT00000017860.1	10.2186	8.80212	11.1791	13.2551	12.3897	24.3371	8.48577	6.41981	6.923	75.4715	35.6327
ENSELUT00000017861.1	0.375402	0	0.0233989	0.208565	0.0917771	0.198807	0.327962	0.143876	0	0.062192	17.9226
ENSELUT00000017862.1	2.29357e-08	2.60379e-10	1.16791	0	0	0	0	0	0	0	0
ENSELUT00000017863.1	8.92804	11.5569	14.8997	33.5958	7.50945	23.2539	0.960937	2.05901	2.78947	29.1319	55.7277
ENSELUT00000017864.1	10.0014	3.73235	7.01446	2.28335	5.19497	5.95199	0.177358	9.4507	0.381264	0.9772	0.735442
ENSELUT00000017865.1	1.72844	3.22222	6.46008	4.65638	1.88133	3.28448	9.38666	0.56209	0.234451	30.1228	9.55652
ENSELUT00000017866.1	1.81557e-09	0.278116	0	0	0	0	0.207741	0	0	0	2.75068
ENSELUT00000017867.1	10.3391	12.5378	3.76421	8.53415	9.81189	4.48624	6.88001	0.425062	5.81717	15.5352	10.8089
ENSELUT00000017868.1	0.00248838	24.3838	8.11437	0.00084436	2.09336	0.00073029	3.83834e-05	0.000587941	0.000152479	0.00117666	0.000876851
ENSELUT00000017869.1	13.1946	16.9893	14.8508	16.8021	13.6544	11.3815	15.7492	5.27201	2.59687	20.2293	25.0223
ENSELUT00000017870.1	0	1.13404	0.584875	0	0.581148	2.96691	2.28512	0	0.000397638	0	0.463001
ENSELUT00000017871.1	2.27818	3.04825	4.90996	11.2136	2.05425	7.69372	1.24829	1.19679	0.870231	11.9912	13.5546
ENSELUT00000017872.1	11.1666	3.88837	11.9134	15.8697	13.2177	10.6448	8.19469	7.83333	12.7596	31.6641	7.86717
ENSELUT00000017873.1	9.78841	6.36477	6.6008	10.1584	18.369	13.0331	11.093	2.11507	0.342923	30.2424	6.73883
ENSELUT00000017874.1	22.6226	38.9148	4.16099	7.50053	2.11567	15.9086	1.80502	0.625435	0.0806808	12.656	33.0776
ENSELUT00000017875.1	0.627819	0.182453	0.781286	0.157305	0.308728	0.593152	0	2.25564	0.310415	2.32253	4.02532
ENSELUT00000017876.1	0.688705	4.45961	0.413946	7.07671	1.78429	1.97069	7.62594	0.456861	0.0457876	0.763219	12.3076
ENSELUT00000017877.1	0.795525	5.10279	1.123	0.50678	16.0555	0.936093	1.46531	2.66468	0	0.978725	2.26609
ENSELUT00000017878.1	5.54153	2.47175	8.74294	61.2586	5.90715	192.049	5.20066	2.94868	0.287422	1.17926	6.39083
ENSELUT00000017879.1	2.35356	0.71068	0.871042	4.42923	1.30985	0	0.963183	1.2883	0	5.65525	6.01554
ENSELUT00000017880.1	1.11786	49.9019	3.45187	1.534	0	0	0.311346	0	0	0	1.49317
ENSELUT00000017881.1	6.19522	7.29032	5.27915	23.8955	5.16723	19.9372	8.04845	4.62426	3.8559	10.0896	25.7765
ENSELUT00000017882.1	0	0.697033	0.583886	3.34212	1.04185	1.56262	3.81293	1.27323	0	0	2.67505
ENSELUT00000017883.1	0.677717	0.0540962	0.0709481	0.328647	0.254225	0.170652	0.33696	0	0	0	0.0929565
ENSELUT00000017884.1	1.78954	9.94859	0.834885	0.199723	0.0417851	0.108806	0.0706117	0	0.0139396	0.0339231	0.715333
ENSELUT00000017885.1	0	0	0	0	0.187391	0	0.00534854	0	0	0	1.85443
ENSELUT00000017886.1	1.74542	2.46417	2.82976	1.23941	0.00376817	6.97587	0.404447	0.126825	0.0145103	3.23018	30.7896
ENSELUT00000017887.1	8.64026	9.70129	10.988	25.728	14.0515	13.3698	15.8807	5.66243	0.18326	17.2723	8.75871
ENSELUT00000017888.1	3.2188	7.90356	3.53276	9.13656	5.3501	6.53413	9.3199	4.02124	0.84312	18.0379	15.6022
ENSELUT00000017889.1	11.2642	11.4356	7.35081	2.34009	12.8249	1.64336	1.04248	0.0791245	2.15669	0.51593	2.47648
ENSELUT00000017890.1	0	0	0	0	0	0	0	0.23616	0	0.203358	0
ENSELUT00000017891.1	0	0.525773	0.177051	0	0	0.0702654	0	0	0	0.022076	0.20765
ENSELUT00000017892.1	0	0	0	0	0	0	0	0	0	0.582544	0.537959
ENSELUT00000017893.1	20.0494	37.2777	40.1546	51.8411	27.7555	34.1144	43.0469	12.2371	2.83692	127.776	57.9054
ENSELUT00000017894.1	0	1.20718	0	0	0	0	0	0	0	0.133169	0.121883
ENSELUT00000017895.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017896.1	1319.31	783.037	718.191	646.229	513.411	2221.76	804.791	916.593	214.601	24.0718	1299.3
ENSELUT00000017897.1	0	0.227066	0	0	0	0.919687	0	0	0	0	0
ENSELUT00000017898.1	1.99623e-08	4.96327	4.30343	0	0	0.320029	0	0	1.73121	7.21148e-10	5.93383
ENSELUT00000017899.1	4.22384e-08	13.3478	0.000290109	0	0	0	0	0	0	0	0
ENSELUT00000017900.1	14.9284	21.0206	26.2145	55.047	31.5816	34.8203	74.768	14.6414	5.16253	84.9044	44.8628
ENSELUT00000017901.1	0.426285	0	0.185928	0.0946485	0.104157	0	0	0	0	1.9784	0.905705
ENSELUT00000017902.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017903.1	3.71603	6.73874	6.31082	7.54396	5.2855	5.34513	7.90637	2.205	1.11934	8.16423	5.49058
ENSELUT00000017904.1	0	0.17258	0	0.298203	0.223321	0	0.251444	0	0	1.51306e-07	0.303343
ENSELUT00000017905.1	0	0.480274	0.569731	0	0	0	0	0	0	0	0.778191
ENSELUT00000017906.1	0.563336	2.51014	0.774732	2.41264	3.57506	1.2161	1.28806	0.418086	0	0	2.42544
ENSELUT00000017907.1	2.68893	9.51921	2.54577	0.353664	0	9.27752	0	0	0	0.253782	1.49528
ENSELUT00000017908.1	6.05975	15.4452	9.80188	13.5854	6.88503	9.13099	16.2916	1.03173	0.180873	4.50472	6.71385
ENSELUT00000017909.1	1.94011	2.34141	0	0.0619081	1.04051	7.14726	0	0	0	2.78345	0
ENSELUT00000017910.1	5.71775	6.46886	21.883	10.3884	5.34098	7.51033	14.5312	4.96401	1.59298	37.3868	7.93349
ENSELUT00000017911.1	13.5361	5.70817	5.91306	3.78905	12.0981	5.63512	5.50691	0.104889	12.8958	0.190021	2.35161
ENSELUT00000017912.1	0.210997	0.0332135	0.0651344	0.703588	0	0.308615	0.0765942	0.0266259	0.153177	0.86021	1.24632
ENSELUT00000017913.1	28.9183	9.62228	7.77357	25.8736	18.4189	48.1543	5.29453	16.5874	2.44783	12.7155	16.8075
ENSELUT00000017914.1	4.85931	11.7034	4.66905	0.263684	0	35.1503	0.0427949	0	0	1.86923	10.9849
ENSELUT00000017915.1	2.73115	12.4083	9.69816	15.2746	6.62597	13.4386	14.9197	2.06363	0	11.6496	3.26706
ENSELUT00000017916.1	20.3246	36.126	33.0349	17.9759	31.0573	17.0944	21.5001	12.9804	15.634	64.935	74.0242
ENSELUT00000017917.1	13.7956	16.917	17.0556	63.2272	18.0537	28.9493	4.51228	14.6201	0.377263	42.1405	28.3778
ENSELUT00000017918.1	3.01168	7.50084	1.88913	0	0	2.40257	0.272328	0.000292389	0	0	1.07121
ENSELUT00000017919.1	0	0.628933	0.191183	0	0	0	0	0	0	0.844468	1.0666
ENSELUT00000017920.1	0.544939	0.0643872	0.0861489	0	0	0	0	0.0520013	0	40.6321	11.6218
ENSELUT00000017921.1	12.9804	117.555	7.99246	0.819066	0	0	0	0	0	0	0
ENSELUT00000017922.1	0	0	0	0.425905	0	0	0	0	0	0	0
ENSELUT00000017923.1	8.51074	0.384245	8.22488	2.52206	5.38667	1.99225	0.838834	0.141878	0.203298	0.268082	0
ENSELUT00000017924.1	3.942	31.2054	2.47446	2.92694	2.50226	1.50329	13.8801	0.317641	0.026504	1.8117	7.22621
ENSELUT00000017925.1	6.30708	27.5399	12.109	6.97164	3.81899	8.51041	7.33127	2.57488	1.19823	6.81089	5.06569
ENSELUT00000017926.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017927.1	2.74653	2.11989	1.62758	2.00729	1.41767	8.10758	0	0.0854409	0.336425	1.42195	3.1751
ENSELUT00000017928.1	0.237875	0.915897	0	0	0	0	0	0	0	0.136961	0
ENSELUT00000017929.1	18.5892	52.5895	7.07492	4.77012	15.3013	6.2347	7.18769	0.535473	1.01539	6.67988	42.6051
ENSELUT00000017930.1	0.383733	0.267525	0.0725586	0.19962	0.306361	0.147289	0.0771727	0.0255309	0	0.0930921	1.1531
ENSELUT00000017931.1	3.71597	4.66753	2.53485	2.65659	40.6187	1.17127	3.44663	0.477554	0.111414	19.3189	1095.25
ENSELUT00000017932.1	0.932039	4.56781	0.704963	0.130616	0	0.237466	0.781249	0	0	0.163729	1.67416
ENSELUT00000017933.1	13.9897	16.3943	7.55198	5.94591	28.4406	6.48494	8.0359	1.67124	1.24299	34.6669	34.0254
ENSELUT00000017934.1	44.2441	232.857	14.1603	7.91846	28.3844	12.0295	13.7764	1.28501	1.33029	5.18467	85.6376
ENSELUT00000017935.1	2.2251	14.3468	3.31194	0	0.0899318	0.589519	0	0	0	0.928326	0.849452
ENSELUT00000017936.1	1.60738	0.301541	2.21219	28.5913	2.18626	48.2922	1.9436	1.47255	0	0.876776	0
ENSELUT00000017937.1	3.66137	4.38783	3.96591	5.18765	3.59561	5.38467	6.87017	1.59834	1.19946	14.9069	8.79504
ENSELUT00000017938.1	2.86459	5.89283	1.59596	0.0295337	0	0	0.000103394	0.0580364	0	0.238703	0.613103
ENSELUT00000017939.1	2.05145	0.98973	1.2832	1.09434	0.295991	0.0421917	0.177708	0.307598	4.03838	6.92291	1.80636
ENSELUT00000017940.1	0.781673	5.93382e-07	4.29712	0.448197	1.52804e-09	0	0	0	1.51298e-09	0.474361	1.02683e-09
ENSELUT00000017941.1	1.64968	10.2765	0.684017	0	0.254951	0.319213	1.0545	0	0	0.403489	0.784622
ENSELUT00000017942.1	2.22408	4.25302	9.69463	3.8556	2.87425	3.32907	4.93574	4.13867	0.337275	9.0998	7.83339
ENSELUT00000017943.1	9.36128	10.3789	1.10886	9.57356	10.4783	9.45864	45.3948	1.7624	0.114452	0.94907	2.27374
ENSELUT00000017944.1	3.12446	8.26742	14.3401	8.7178	1.62672	25.5716	5.35886	0.842965	0.206091	1.60319	13.8821
ENSELUT00000017945.1	2.29571	2.49137	0.337551	2.64335	3.14948	3.45569	14.835	0.572151	0	0.111449	1.12288
ENSELUT00000017946.1	1.52408	0.518213	2.94936	2.17428	1.04147	2.00677	0.324235	1.01358	1.63179	17.0245	0.0507019
ENSELUT00000017947.1	4.77664	17.789	73.4322	14.0516	17.5699	6.73112	18.1928	0.353086	0.0588936	70.487	8.58066
ENSELUT00000017948.1	8.55024	24.0399	26.4304	11.2761	7.66988	10.6052	13.8685	7.0472	3.25637	26.2346	18.9608
ENSELUT00000017949.1	0.503973	5.16534	1.02531	0.16983	0	0.363961	0.0308058	0	0	0	0
ENSELUT00000017950.1	6.64862	4.44907	3.40487	4.33954	3.94455	5.39044	4.02386	0.815092	3.99589	31.4349	8.35371
ENSELUT00000017951.1	15.1512	7.55081	6.93665	25.5002	6.76945	3.00637	0.901991	0.0965026	0.691398	1.2056	4.9712
ENSELUT00000017952.1	3.26347	42.8171	2.81102	0.196575	0	0.897004	0.243006	0	0	14.3344	1.25954
ENSELUT00000017953.1	13.1887	7.08783	25.4754	32.8379	23.9473	41.4489	34.2117	7.93799	7.30521	31.7359	35.772
ENSELUT00000017954.1	0.844775	0.26554	11.2516	198.162	0.0571584	11.6844	0	0.107452	0.53416	0.351018	0.535504
ENSELUT00000017955.1	3.76182	2.16338	8.33493	16.7486	4.52417	10.4463	5.11988	3.08738	1.49146	20.5403	18.9787
ENSELUT00000017956.1	3.47675	1.93706	4.08521	1.99302	5.71686	1.7343	2.03894	0.614872	1.11313	0	8.44159
ENSELUT00000017957.1	0	1.30045	1.21065	1.61861	2.13589	0	4.30748	0	0.142226	0	1.4582
ENSELUT00000017958.1	0.490506	2.41721	0.254133	0.314914	0.240052	0.813567	0.217973	0	0.0175603	0.383222	3.70227
ENSELUT00000017959.1	0.215309	0.243566	0.566764	0.149692	0.222434	0	0.127066	0.11696	0	0.470073	0.978325
ENSELUT00000017960.1	0	0	0.175565	0	0.0297218	1.09199	0	0	0.0198324	0	0
ENSELUT00000017962.1	2.86333	4.81302	0.875271	0.41563	0.00789268	0.949282	0.00118351	0.677223	0	0	0.2328
ENSELUT00000017963.1	2.4661	3.08964	3.56426	3.5745	1.86297	1.82608	3.96326	12.7469	0.436225	0.26274	3.46856
ENSELUT00000017964.1	63.1996	234.02	38.2823	20.9974	30.8519	18.34	29.2191	3.63545	0.613389	8.15156e-05	49.1914
ENSELUT00000017965.1	13.487	5.48361	27.8348	56.4682	18.9161	44.8859	24.0631	11.0046	2.65526	50.2909	43.9213
ENSELUT00000017966.1	0.21073	1.12793	1.18233	0.234253	0.143146	0.0619985	0.0776927	0	0	0.0581713	0.426121
ENSELUT00000017967.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000017968.1	6.1112	125.062	4.47904	0.954648	5.69506	5.39835	0.428875	0.275298	0.153362	2.49906	1.03699
ENSELUT00000017969.1	14.2707	21.5223	19.2504	18.5594	15.7409	18.1363	20.7972	4.8747	8.60798	36.4486	62.2327
ENSELUT00000017970.1	2.08571	0.691484	5.31956	22.0453	2.20624	5.61634	15.8068	0.706915	0.155198	5.41131	9.07735
ENSELUT00000017971.1	6.8944	15.8363	9.94166	10.447	6.8461	8.02948	44.9467	0.951201	0.317913	11.0965	10.8265
ENSELUT00000017972.1	19.5015	18.5584	12.6933	28.6142	32.0378	39.7795	36.8796	7.66314	4.05094	29.5529	27.0664
ENSELUT00000017973.1	0.21447	1.20481	0.074279	0.0953284	0.0292082	0.0945198	0	1.25137	0	0	0.0263631
ENSELUT00000017974.1	1.29395	16.4129	0.342558	0.542768	0	0	0.511513	0	0	0.361799	0
ENSELUT00000017975.1	0	0	0	0	0	0	0	0	0	0.0354954	0.110103
ENSELUT00000017976.1	1.44358	8.13741	0	0.549564	0	0	0	0.0156993	0	0	0
ENSELUT00000017977.1	4.94891	11.8433	5.37096	12.824	11.0869	8.52456	9.55772	8.71689	0.392932	45.6959	4.40333
ENSELUT00000017978.1	1.80888	1.09226	0.227524	0.522849	2.67893	0.592934	0.982285	0.479653	0.723995	0	3.55081
ENSELUT00000017979.1	0	0	0	0.640094	0	0	0	6.77884	0	0	0
ENSELUT00000017980.1	1.74482	1.14858	10.118	7.52098	1.37433	4.48809	12.5887	1.06916	0.106151	77.4742	24.3192
ENSELUT00000017981.1	0.111472	0.631141	0.312274	0.555596	0.0453281	0.098403	0.308552	0	0.302542	0.277508	1.27026
ENSELUT00000017982.1	4.6782	0.243394	0.241031	0.126528	0.828812	1.85665	1.50739	1375.68	0.046762	0.0354954	1.10103
ENSELUT00000017983.1	2.69752	20.7741	1.57333	0.679037	0.708792	6.1754	0.498539	45.6701	0	1.36223	1.25275
ENSELUT00000017984.1	0	0	0	0	0	0	0.02378	0	0	0	0
ENSELUT00000017985.1	0.217529	0	0.201838	0.247578	0.181644	0.564277	0.473108	0.0836434	0	0.355583	0.172798
ENSELUT00000017986.1	25.3247	47.0142	78.6282	47.5689	45.229	34.569	38.2349	20.8361	20.8044	76.4936	89.8934
ENSELUT00000017987.1	0.227774	0	0	5.92735	0	0	0	0	0.927173	0.0945182	0.259584
ENSELUT00000017988.1	0	0.166181	1.66452	0	0	0	0	0	0	0	0
ENSELUT00000017989.1	9.10907	9.58268	14.139	13.9786	7.06775	4.96335	21.669	2.5845	0.58835	75.0455	10.4648
ENSELUT00000017990.1	0	0.0946651	0.0522425	0.143832	0.0228533	0.293423	0.504483	0.134646	0	0.881969	1.2642
ENSELUT00000017991.1	12.601	9.84444	9.49425	18.2647	5.8645	11.8789	15.0544	2.66716	5.74102	23.6833	28.342
ENSELUT00000017992.1	1.31128	3.91457	3.15537	3.03998	2.17023	2.19262	2.5549	1.97589	0.413748	34.3924	10.2934
ENSELUT00000017993.1	1.00923	0.710295	0	0.542876	0	0.447122	0	0.944958	0	0	0.390898
ENSELUT00000017994.1	0	0	0.11246	0	0	0	0	0	0	0	3.08058
ENSELUT00000017995.1	0	1.65599	0.130532	0.0723751	0	0.698186	0	0.055046	0	0.101822	3.46231
ENSELUT00000017996.1	5.4698	12.0226	5.83886	14.8327	11.4167	8.71398	15.202	2.97614	0.767126	15.9341	21.0012
ENSELUT00000017997.1	44.8213	30.1747	30.8014	27.704	28.8556	31.405	27.2683	5.54966	45.0073	230.239	62.2437
ENSELUT00000017998.1	2.27408	3.71487	1.10478	0.193507	0.275645	91.4353	0.476885	6.1596	0.111966	0.323095	1.89485
ENSELUT00000017999.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000018000.1	2.43811	6.75726	1.95286	8.11452	7.17716	3.53743	13.4757	1.92245	0.995099	11.7433	10.7096
ENSELUT00000018001.1	12.9184	29.5526	21.3631	23.2569	22.5715	19.0897	20.6267	6.82481	6.13911	44.0283	33.8382
ENSELUT00000018002.1	0.666605	0.539364	0.561752	2.4695	0.196445	0.272507	0.44251	95.7623	0	0	0.741515
ENSELUT00000018003.1	0	0	0	0	0	0	0	0	0	19.7335	0
ENSELUT00000018004.1	1.17647	7.95864	0.333564	0.0297669	0.0872633	0.283179	0.0886839	0	0	0.132747	0.688849
ENSELUT00000018005.1	0	0	0.347565	0.98988	0	0	0	0	0	0	2.67881
ENSELUT00000018006.1	5.81451	48.3091	2.75861	0.0992711	0	0	0.0989883	0	0	0	3.25875
ENSELUT00000018007.1	17.4904	27.5115	22.7599	13.0252	20.285	15.0731	39.3574	10.1324	6.01662	28.074	38.2702
ENSELUT00000018008.1	3.66253	9.32111	7.60472	6.29269	3.90078	2.17127	4.07378	6.18581	1.86851	7.55509	8.65213
ENSELUT00000018009.1	3.2546	7.1888	10.0272	1.35057	3.09948	7.2911	4.62605	9.58186	0.500621	8.32145	7.61658
ENSELUT00000018010.1	0	0.40071	0.263341	0	0	0	0	0	0	0	0
ENSELUT00000018011.1	67.6591	83.8838	111.909	196.455	89.2207	106.332	149.196	296.524	15.3722	172.953	96.0651
ENSELUT00000018012.1	2.02247	10.4661	12.7549	2.15628	1.97715	3.14188	4.11711	75.8714	0.0879667	31.8397	17.3076
ENSELUT00000018013.1	3.62307	8.72449	9.90932	3.89333	7.4735	4.04712	3.1349	2.4382	0.104253	2.80317	3.42352
ENSELUT00000018014.1	3.66115	4.21549	4.84957	4.52436	4.86314	6.43993	5.11069	3.80483	0.404168	13.1888	4.19793
ENSELUT00000018015.1	7.75223	3.447	0	3.76016	2.90462	4.31809	0.987028	1.13981	1.94001	0.670912	30.5101
ENSELUT00000018016.1	1.11602	2.26575	7.0999	0.96045	2.02898	0	2.00693	8.82901	0.0522942	14.7853	0.92359
