Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSBTAG00000007068	9.928079	5.711018	82.325526	8.550205	373.05419	110.268408	31.086964	47.677788	2.118275
ENSBTAG00000007070	5.640275	6.549635	1.699265	11.711256	5.85359	11.310832	6.247803	0.90904	4.109197
ENSBTAG00000007071	11.317017	56.186407	0.222708	3.311064	3.951579	12.126307	19.7522	39.394107	6.743762
ENSBTAG00000007073	0.05599	0.079578	0.068939	0.028295	0	1.0982	0.570027	2.555399	322.66232
ENSBTAG00000007074	4.377574	12.567784	1.312072	9.61055	2.618876	3.461466	3.940124	14.275875	4.622476
ENSBTAG00000007075	21.053089	15.463573	16.34287	1.337839	32.71452	233.097776	100.512427	45.930868	33.467268
ENSBTAG00000007077	7.587433	65.436623	1.432193	2.499308	1.606058	21.437053	13.732106	13.302878	330.391009
ENSBTAG00000007079	9.309594	10.475243	2.808149	1.048663	2.048388	61.282737	185.004728	451.681699	20.016434
ENSBTAG00000007080	19.991694	19.590865	30.177443	16.994531	44.593915	41.925355	24.995755	22.378414	25.468311
ENSBTAG00000007083	0.058369	73.889241	0.008056	0.102001	0	0.125417	0	0.320875	0.025595
ENSBTAG00000007084	5.304058	33.038893	1.200532	4.327908	10.344534	15.142052	8.057595	12.420052	5.481568
ENSBTAG00000007089	23.26832	67.203677	6.627309	24.592703	11.758095	32.177688	68.894944	139.369531	19.071589
ENSBTAG00000007090	0.012141	0.05081	0.156481	0.016096	6448.936429	0.720221	0.019635	0.005041	0
ENSBTAG00000007092	0	0.118388	0	0.601164	0.154264	0.397237	0.018305	0.031743	0
ENSBTAG00000007093	4.942609	6.144666	0.898254	7.583986	1.682849	15.483265	3.266302	4.406233	4.673452
ENSBTAG00000007094	0.054196	0.080408	0.112041	0.899428	0.157476	0.022909	0	0	0
ENSBTAG00000007096	31.9512	45.091101	2.406018	11.272351	0.957608	24.238258	7.399141	2.662551	54.924059
ENSBTAG00000007097	14.067218	32.065547	7.779915	20.984777	15.025728	16.393078	18.686815	9.714627	9.860282
ENSBTAG00000007099	12.552655	15.704541	1.799565	10.139962	3.92276	32.849412	16.743327	15.170343	5.623647
ENSBTAG00000007100	5.499926	18.189512	2.175993	11.18919	5.10145	5.341379	5.797081	5.212364	5.899307
ENSBTAG00000007101	18.410172	1.623846	13.143558	6.521175	0.764778	10.146885	65.820537	2.455025	1.102986
ENSBTAG00000007102	0.660838	77.551074	5.915703	1.459886	0.182197	8.292347	1.853454	4.140344	0.536237
ENSBTAG00000007103	2.525904	2.252634	0.86281	0.173166	0.828146	13.30328	76.503808	77.950849	15.956733
ENSBTAG00000007104	0.159386	39.318613	0.015386	100.048095	0.035853	1.259328	0.128936	0.006282	0
ENSBTAG00000007105	7.087519	12.436604	3.963905	10.936969	4.971472	10.927326	7.448464	5.352156	7.318953
ENSBTAG00000007106	66.132219	45.145427	167.98407	66.257105	107.033776	58.316775	39.757183	24.857925	120.224292
ENSBTAG00000007107	6.999767	29.752447	33.127147	4.095549	25.901633	6.331476	4.093901	2.906896	4.599906
ENSBTAG00000007108	0	0.172684	0.008681	0	0	0.164662	0.407055	4.503242	0.065587
ENSBTAG00000007109	0.496109	1.733088	271.544889	14.257103	595.278156	30.343727	7.215114	4.324896	1.502518
