Ens.ID	TPM.brain	TPM.heart	TPM.kidney	TPM.liver	TPM.muscle	TPM.testis	Tau	Mean	Max
ENSMMUG00000000001	2.26660905955211	0	0	0.000591383741380126	0	4.1313644366393	0.890244471139527	1.04125847872462	4.1313644366393
ENSMMUG00000000002	0	0	0	0	0	2.87330157089518	1	0.553328795842168	2.87330157089518
ENSMMUG00000000005	1.61602498238056	4.3853066425263	3.77249474035191	5.4479781966356	2.62750014945451	4.27193686373166	0.387910054825788	3.21559308998662	5.4479781966356
ENSMMUG00000000007	3.63358942149906	2.24861407289486	4.52254443458671	5.19388861272837	0	4.17690515915765	0.438507285181132	2.88772128372111	5.19388861272837
ENSMMUG00000000009	0.960994257606777	0.871588986417873	1.70401981469298	4.71938882094208	0	0.441174297517478	0.831428284163242	1.36122778019149	4.71938882094208
ENSMMUG00000000010	5.99501925385628	4.7018677231722	5.20857258494463	6.24381270361325	4.80020035319539	6.92699818652918	0.221900399189076	4.87119588635714	6.92699818652918
ENSMMUG00000000013	4.96587209018099	1.45967921632018	3.62507008815525	3.37412902954974	0	4.01662771112558	0.497550246216831	2.56270405450694	4.96587209018099
ENSMMUG00000000015	0	0	0	0	0	5.86462029957009	1	0.980660042795727	5.86462029957009
ENSMMUG00000000016	5.35424648993945	0.690426035520512	3.90950325749884	3.94199541708585	0	6.92624345778066	0.598738586515198	3.0601647491915	6.92624345778066
ENSMMUG00000000017	0	0	0	0	0	0	0	0	0
ENSMMUG00000000018	0	0	1.6037400352601	0	0	0	1	0.371962862180015	1.6037400352601
ENSMMUG00000000019	1.33858415071982	0.962603065137534	2.53014891939149	2.40194796653045	2.32419653546239	3.91586628400397	0.511858682392537	1.99788651480546	3.91586628400397
ENSMMUG00000000020	0	0	0	0	0	0.0890872496625304	1	0.155583892808933	1
ENSMMUG00000000021	0.0725929065760665	0	0	1.51984681591778	0	5.04228471310694	0.936836580514605	1.08165157373077	5.04228471310694
ENSMMUG00000000022	0	0	0	0	0	0.18109746075129	1	0.168728208678756	1
ENSMMUG00000000023	0	0	0	0	0	1.22168161590357	1	0.317383087986224	1.22168161590357
ENSMMUG00000000024	0	0	0	0	0	0	0	0	0
ENSMMUG00000000025	1.66839147689582	0	1.80652987682525	0.986894361885974	0	2.58670206310787	0.655018969579646	1.10050524975636	2.58670206310787
ENSMMUG00000000027	0.905153699809141	0	0	0	0	0.0246756986414899	0.994547732910622	0.274911018765893	0.994547732910622
ENSMMUG00000000029	3.90317790389139	0.84707408814902	2.74588419439719	3.10771682334425	0	3.8193898350252	0.460948734597653	2.1263130827721	3.90317790389139
ENSMMUG00000000030	2.53600190753156	0.795569976546037	3.12655498227773	2.97209045586119	0	6.67013906620315	0.71724075829248	2.40251387810174	6.67013906620315
ENSMMUG00000000031	3.09882663113431	0	0	0	0	1.0449927573006	0.932555584310434	0.725196424677906	3.09882663113431
ENSMMUG00000000032	0	0	0	0	0	9.67663468646373	1	1.52523352663768	9.67663468646373
ENSMMUG00000000033	2.69308233283213	3.10214209506052	2.22719919343257	2.24212777887691	4.78033351377288	3.5619023661154	0.42152765172215	2.71833070454465	4.78033351377288
ENSMMUG00000000037	3.91328150441349	1.70851084026507	2.90457446221314	3.37519752815513	1.69298372461941	9.13586696854332	0.702391724693998	3.34754382184337	9.13586696854332
