data1	TPM.brain	TPM.heart	TPM.kidney	TPM.liver	TPM.muscle	TPM.testis
ENSELUG00000000007	9.45127674439849	6.54921369607149	8.21770203158402	7.60276594215894	16.6017091601217	8.98506995309954
ENSELUG00000000011	9.76409298826541	6.84693699410874	8.49760608069973	8.04679389085587	16.5584590148649	9.12409395476031
ENSELUG00000000017	11.684854782697	7.89621646617988	10.4820437080341	10.0307012624903	22.337181783349	11.3784503689722
ENSELUG00000000020	11.4419429812985	7.97492981283508	10.3607837965823	9.66825287525966	22.5882776775871	11.2880324162681
ENSELUG00000000022	10.7656747832456	7.52173393196087	9.77371323251899	9.62304723797893	18.9371149058277	10.7479037717294
ENSELUG00000000023	10.4494630881668	7.27285904868972	9.39025590578496	9.05833573191208	18.5472439594694	10.4195660133779
ENSELUG00000000024	11.8190914919552	8.16596079929709	10.7241949243557	10.0968759164209	23.2944715844964	12.1433851612676
ENSELUG00000000026	9.18568371174443	6.42525895794713	8.03658989532057	7.65325003357032	16.302894138974	9.03445570461257
ENSELUG00000000028	9.3113540887621	6.50488619823363	8.56158532021225	8.18158699000535	14.9822105024625	8.88063901234216
ENSELUG00000000029	9.40827049025243	6.59760456473035	8.36078423418452	7.92119599261767	16.3246655373091	9.05180136107133
ENSELUG00000000033	8.54837014441066	5.93345929348938	7.626772205375	7.4580340856026	12.3023838759376	8.32597512665858
ENSELUG00000000034	9.30563132104867	6.30768980571539	8.11023838055098	7.67369792055002	15.7534707831336	9.18696558528982
ENSELUG00000000036	9.90850065545822	6.97175091465686	8.94286654732742	8.50959692373747	17.6911775777547	10.1904821591948
ENSELUG00000000044	0	1.16636873892233	0	0	0	3.28054310392834
ENSELUG00000000046	1.29386725001361	1.60947849948305	1.81015384650143	1.57629311713721	0	1.20981108512822
ENSELUG00000000050	4.95162041256231	3.35701238935609	4.89051506766701	3.64930433297414	3.93053674511284	5.43938704845918
ENSELUG00000000051	2.10752272772973	1.33309798295692	2.41897116170501	2.06744003240946	0	2.37327123980963
ENSELUG00000000052	2.29029555415602	1.95550259326638	3.59007351812511	2.07706402697275	0	1.75488720911954
ENSELUG00000000053	2.90522425379079	0	0	1.53636218161135	0	0
ENSELUG00000000054	2.93319459891741	2.57158030514392	3.53787810215533	3.68895675871426	7.1578186766995	4.19367759299692
ENSELUG00000000055	3.30820237533874	0	0	0	0	3.08249249369548
ENSELUG00000000056	2.10511763406997	0	0	0	0	1.18531956318994
ENSELUG00000000057	0	1.19481635086352	0.205983913027194	0	0	1.3851181315038
ENSELUG00000000058	0	0	0	0	0	0
ENSELUG00000000059	3.50875759986015	2.01947655979997	3.89895443049477	1.48671018151405	0	3.92859831939731
ENSELUG00000000060	7.15830114245575	3.09322781631947	4.92152195506213	1.85694543368804	8.53375331717098	4.63613934821062
ENSELUG00000000061	0	0	0	4.44912229696937	0	0
ENSELUG00000000062	4.2479309111288	1.35908774535968	2.7166879057725	6.93365078502251	8.88431986153766	3.11676269559903
ENSELUG00000000063	1.66446503546245	1.12110651313372	2.50870912608531	0.747828312754305	0.229118512244276	4.03433313440284
ENSELUG00000000064	0.62022555323186	0.222052598226058	1.31869010769754	0	0	0.753679422942369
ENSELUG00000000065	2.60897914070733	2.22913890378627	1.63174703858369	0	1.32825826855297	4.03414252539516
ENSELUG00000000066	0	0	0	4.03738657301756	0	0
ENSELUG00000000067	4.18237207237015	2.72920713472237	4.41119402726539	3.64511279954908	2.85386512477868	4.19753883745004
ENSELUG00000000068	5.12628130249577	3.57218649871777	5.9713486956427	6.53754432170647	7.95805307804814	5.63912933410893
ENSELUG00000000069	4.48765628692965	0	0	0	0	1.45930159180768
ENSELUG00000000070	0	0	0	0	0	0
ENSELUG00000000071	0.487897770486716	0	0	0.312287324748273	0	0.952524224173211
ENSELUG00000000072	2.32700956034448	1.35517862732942	2.61512885440023	1.32149159741553	0	3.86423156177603
ENSELUG00000000073	0.87802889961209	0	0	0	0	0
ENSELUG00000000074	0.889451054309464	0.212161772329681	0.235362737782502	0.213375299793725	0	0
ENSELUG00000000075	2.59045609885229	2.24405919306213	4.53397673481614	1.09014302869548	0.15480613031828	2.67650676596559
