Ens.ID	TPM.bones	TPM.brain	TPM.embryo	TPM.gill	TPM.kidney	TPM.heart	TPM.intestine	TPM.liver	TPM.muscle	TPM.ovary	TPM.testis
ENSORLG00000000001	18.7973	18.9949	10.4737	73.4322	15.1565	14.1294	29.9538	4.31295	5.07171	1.88199	13.4092
ENSORLG00000000002	13.59814	50.9264	24.3744	13.93482	13.01308	11.59994	10.78211	1.49014	12.05462	5.564349	15.24406
ENSORLG00000000003	4.54088	76.5274	0.17853	0.833211	0.363503	1.4768	0.939813	0	0.102946	0	1.24612
ENSORLG00000000004	0.458982	0.454064	0.186509	22.4402	0.253071	0.30851	0	0	0	0.0397715	0
ENSORLG00000000005	6.45225	15.6864	23.7175	11.677	12.7219	6.4516	11.5203	6.44015	2.39857	7.50285	25.8158
ENSORLG00000000006	5.34637	13.075187	12.29671	7.52878	6.55574	3.98948	5.954577	2.15983	0.597098	7.3636396	12.753939
ENSORLG00000000007	5.48359	33.4597	5.96289	8.46234	5.58059	7.53199	8.37939	1.36533	2.20743	15.5809	13.827
ENSORLG00000000008	13.5349	26.9634	29.2459	17.3186	10.1277	15.5484	11.7436	9.55546	8.88627	11.4093	49.5654
ENSORLG00000000009	11.356466	2.0022	0.497108	0.683654	1.397734	26.36413	0.862643	18.006562	17.760794	0.183259	1.43545
ENSORLG00000000010	5.11195	10.0084	7.57862	16.1974	9.09889	8.2054	70.9742	40.5908	0.904474	2.63474	35.1627
ENSORLG00000000011	0	0.0790475	0.0644499	0	0.351792	0.0535133	0	0	0	0.0789432	1.8301
ENSORLG00000000012	0.107134	0.417512	0.304109	0.0821667	0.118686	0.108292	3.809028	2.761286	0.025061	2.028398	2.313317
ENSORLG00000000013	9.10065	90.9396	6.57497	4.8472	5.55038	9.72351	7.76232	2.10509	0.898249	7.95196	42.3477
ENSORLG00000000014	181.273	119.491	274.929	368.159	228.411	163.504	351.913	105.636	121.805	20.0557	152.896
ENSORLG00000000016	0.787862	0.404257	1.87335	6.55272	0.6194	0.513636	2.2755	0.845461	0.176478	0.0331852	0.698523
ENSORLG00000000017	0.0512432	0.0766137	0.0623277	7.6718	0.0638904	0.0259044	0	0.295576	0.0359558	0.0377255	1.44224
ENSORLG00000000018	0	0	2.14809	7.83132	0	0	0	0	0	0	1.44962
ENSORLG00000000019	0	0	0	4.61131e-09	0	0	0	0.276286	0	0	0
ENSORLG00000000020	0.701676	0.36692	0.196298	0	0.205431	0.668743	0.425222	0	0.218873	0.216869	1.00826
ENSORLG00000000021	2.64066	1.3101	0	45.727	5.58685	3.85155	19.1206	0.435312	1.03039	0.148762	2.57946
ENSORLG00000000022	4.94738	18.3398	8.73149	12.2894	6.15787	5.69121	3.18643	6.99348	0.820679363	0.25789	12.26139
ENSORLG00000000024	4.68771	12.2294	4.16332	2.34926	1.71453	2.61864	2.7106	2.61202	6.30176	4.46649	11.4874
ENSORLG00000000025	2.00337	0.852058	0.116152	18.8689	1.344	0.385204	4.17252	0.0849137	0.134004	0.0241576	0.503009
ENSORLG00000000026	2.271476	5.678	0.241829	3.383001	1.650836	3.19107	0.842506	0	2.21983	1.824114	5.14394
ENSORLG00000000027	3.39962	9.01939	8.14475	12.2133	6.19717	7.18847	50.1316	4.6194	0.754661	0.504304	11.1181
ENSORLG00000000029	7.62294	16.9257	17.5431	15.2881	9.25174	13.6541	24.3021	4.71527	3.56144	6.81089	16.1192
ENSORLG00000000030	8.90287	22.6224	7.06134	31.9071	13.36795	30.8721	15.40602	3.356281	1.807384	1.955765	16.26421
ENSORLG00000000031	99.4594	113.134	28.6508	40.3136	32.5005	151.144	32.1241	11.1683	140.938	30.1041	25.4695
ENSORLG00000000032	78.2939	282.738	79.1769	184.343	61.9427	86.4645	104.937	15.8684	6.93247	3.37902	168.569
ENSORLG00000000033	19.335	28.8591	21.5968	172.866	23.7583	44.9475	230.18	3.74718	7.0535	1.67621	16.8353
ENSORLG00000000034	19.5591	58.4231	45.5164	95.2909	22.5253	33.104	131.203	21.5034	5.06529	28.4286	35.937
ENSORLG00000000035	8.67344	10.2005	7.03859	44.8281	9.22465	10.3066	27.7299	2.34978	5.82808	0.525836	6.18358
ENSORLG00000000036	3.565683	36.9319	0.782857	0.15965	0.259417	0.998845	0.134281	0.0923879	0.0711395	0.0341901	0.61754898
ENSORLG00000000038	0.607664	30.0033	0.493117	0.92901	0.28014	4.09197	0.521864	0.0600248	0.0474026	0.118191	1.34655
ENSORLG00000000039	11.344	19.6443	25.7314	3.63446	26.8927	11.3154	37.8404	91.7794	5.19434	11.2037	32.1139
ENSORLG00000000040	3.67867	100.868	0.429573	0.304907	0.0733743	0.17851	6.03921	0.0261199	0.0206507	4.34057	10.4675
ENSORLG00000000041	1.23325	2.21951	35.0567	4.67233	10.357	0.718606	2.83384	0.166906	0.161323	8.14905	40.3871
ENSORLG00000000043	1.70307	17.6466	2.07615	1.07184	2.18794	3.05056	3.63414	0	0	0.149917	3.03825
ENSORLG00000000044	1.78225	14.3753	4.96296	3.7721	1.47498	5.77867	12.7513	0.113483	0.178841	0.098135	3.77726
ENSORLG00000000045	10.8447	22.196	6.48987	9.83749	6.9183	9.03641	7.72419	2.86073	10.2554	1.8832	17.464
ENSORLG00000000046	139.733	258.586	215.631	202.292	163.363	160.988	265.856	72.884	69.9974	213.657	57.7264
ENSORLG00000000049	6.53814	34.1403	5.57422	4.47957	4.4422	6.23751	1.03767	0.963615	1.49356	1.17067	1.94601
ENSORLG00000000050	0.328042	1.41591	0.133027	0.0419289	0.0302836	0.29474	0	0.0323602	0.281369	0.0629164	2.32183
ENSORLG00000000051	0.138153	0.615392	0.16834	0	1.60028	0	0	0	0.194145	0.0334012	2.46108
ENSORLG00000000052	5.82115	15.1961	5.11191	23.9962	8.23645	10.7653	25.3255	1.6885	1.35492	1.80705	7.31456
ENSORLG00000000053	7.06843	15.2458	74.1928	20.6683	23.7028	5.35629	19.4323	1.32481	1.43424	11.9338	31.6998
ENSORLG00000000054	0	0	0	0	0	0	0	0	0	0	0.970306
ENSORLG00000000055	1.49438	8.61351	5.04078	0.0299698	0.0324198	0.0262834	0.0167849	0	0	0.158552	1.29768
ENSORLG00000000057	0.631171	0	0	0.237782	0	0.423589	0	0	0.295823	1.00862	1.12872
ENSORLG00000000058	1.69297	0.522617	4.04978	4.8911	6.29996	2.12326	7.44849	0.622544	0.163923	0.189	2.14146
ENSORLG00000000059	0.287	1.88426	0.488997	0.0658851	0	0.52193	0.0739798	0	0	0.0428653	1.02254
ENSORLG00000000060	3.970109	53.3096	8.136613	0.303075	1.1183	0.0591447	0.1249822	0.0519244	0.0615785	0.5887668	2.941234
ENSORLG00000000061	0	0.270787	0	0.10597400166147	0	0	0	0	0	0	0.3907
ENSORLG00000000062	0.563857	2.59104	36.0967	2.14391	6.84511	0.219175	0.615349	0.115558	0.0913239	3.32594	73.4147
ENSORLG00000000063	3.87542	9.78588	27.3917	7.03932	10.1121	3.49069	32.5861	11.31	1.01953	4.76805	12.1805
ENSORLG00000000064	0.266541	7.67406	3.89392	0.203295	0.515548	0.0897008	0	0	0.187185	1.39101	0.0935908
ENSORLG00000000065	0.355725	3.78638	2.250261	0.397005	0.745434	6.672043	2.27062	0	0.075183	0.0908862	1.0056233
ENSORLG00000000066	9.36004	13.3371	49.7244	22.3298	23.9309	9.17392	20.1223	3.87819	6.0562	21.3486	23.5272
ENSORLG00000000067	5.71772	21.3821	5.9316	9.83488	7.17908	9.70916	10.1792	2.27209	1.90516	0.531165	11.2123
ENSORLG00000000068	0	0	0	0	0.0931945	0.227118	0	0	0	0	0.713944
ENSORLG00000000069	58.3527	126.419	6.39021	8.24819	13.1547	139.882	3.60993	6.42056	33.9297	1.03858	5.67839
ENSORLG00000000070	6.09858	42.0211	8.75375	4.80857	5.92977	0.709	11.8846	1.24499	0.32096	0.254976	2.13137
ENSORLG00000000072	15.6598	22.7167	20.1235	6.47522	10.183	17.2608	1.19986	2.62714	18.6025	0.340342	24.7188
ENSORLG00000000073	4.7775065752	37.11396	11.4594	0.687982	1.42831170191191	4.28607282	0.28569147	0.270218	0.2717921	36.8483102	7.03042451
ENSORLG00000000074	21.1087	27.1042	32.5279	31.4163	28.0404	19.1534	26.6807	6.57406	18.3774	35.8108	32.2347
ENSORLG00000000075	125.725	9.68996	6.83336	2.93077	1.35996	96.124	0.878359	0.502741	253.472	0.997221	23.1065
ENSORLG00000000076	6.70846	26.3629	17.2266	12.0133	8.4382	8.72285	5.53322	2.54143	3.15064	7.48732	61.157
ENSORLG00000000077	3.60385	39.7686	1.20464	0.0316758	0.0457299	0.0834382	0.106527	0.0244146	0.0193036	0.0202703	0.774518
ENSORLG00000000078	0.737655	0	0.579868	3.76105	0	1.804042	0	0	0.0557508	0.039925	0.2600239
ENSORLG00000000079	3.0485	2.80081	0.0162592	0.986748	0.0222383	0.175785	0.0518109	0	0.121942	0.0522135	1.62741
ENSORLG00000000080	0.371756	1.06495	3.61772	0.249603	0.308939	1.94171	0.199902	0.0549955	0.108695	2.46147	0.64644
ENSORLG00000000081	46.3023	155.521	131.115	124.453	76.8784	39.5089	50.8402	7.70507	14.0036	27.0919	240.79
ENSORLG00000000082	24.5597	16.0291	1.3364	4.82426	0	0	0	0	0.770867	0	8.64689
ENSORLG00000000083	3.29966	8.5667	16.5849	7.28794	9.06556	3.28712	4.38063	0.87914	0.956193	7.53409	135.353
ENSORLG00000000084	49.829	59.5874	193.497	84.6862	76.7648	35.5151	78.902	27.626	46.965446	22.7112	96.209573
ENSORLG00000000085	25.440026	31.60056	43.408388	27.048500958897	26.357560187727	26.02532	25.7244	9.476532	15.8823	16.0618885	21.816791
ENSORLG00000000086	2.92067	11.3635	1.56091	2.04121	3.30984	2.73405	2.11002	3.8004	2.35071	2.0164	4.86328
ENSORLG00000000087	45.15726	172.7106	247.2365	114.97169	80.31244	60.81975	76.11575	25.267217	15.945975	8.218276	103.85287
ENSORLG00000000088	0.405271	1.20765	1.38132	0.278422	0.134449	0	0	0	0	0	0.68217
ENSORLG00000000089	6.30092	12.5604	2.01848	19.3498	2.37079	3.46047	0.602488	0.0690309	0.473048	0.241834	2.43276
ENSORLG00000000091	1.11846	0.974175	0.850573	1.23169	0.851485	22.4642	0.180287	0.331142	0.58876	0.0115443	0.536222
ENSORLG00000000092	238.811	164.009	378.7392	321.145	366.700000005664	804.291	509.533	102.711	132.181	32.332	246.545
ENSORLG00000000093	19.8981	69.9037	37.5052	16.4012	11.1201	13.6248	9.2326	2.35372	5.84086	6.97873	59.1338
ENSORLG00000000094	1.3603	6.04684	4.07923	4.55357	2.39429	2.19043	3.77001	1.12449	0.389141	0.415785	13.8349
ENSORLG00000000095	1.65358	18.0574	5.8977	0.0968062	0.0698812	0.0850037	0	0	0	0.0619668	1.98743
ENSORLG00000000097	0.196807	13.2216	0.478964	0.226094	0.858028	0.198875	0	0	0	0.134227	0.823817
ENSORLG00000000098	16.0285	91.8647	42.7885	7.26763	6.77854	15.1272	1.19305	0.963195	7.44759	0.166343	1.75426
ENSORLG00000000099	4.43292	29.8259	15.7768	17.4812	5.57514	8.29057	10.9014	7.06357	3.92524	2.37543	6.66803
ENSORLG00000000100	1.37065	6.2741	1.02811	3.33708	1.49538	1.14324	1.27636	0.370943	0.262233	1.2661	3.27529
ENSORLG00000000101	59.71931	61.18729	139.771	57.54133	60.07002	52.25772	34.33731	26.88249	47.11638	17.27288	33.32769
ENSORLG00000000102	4.13425	15.2726	9.93773	8.29703	6.23866	7.18819	4.65198	2.05515	0.998003	1.29481	13.1172
ENSORLG00000000103	3.91864	11.932	29.3746	13.501	13.7959	4.38189	11.9223	1.48541	0.733491	7.72067	13.7308
ENSORLG00000000104	1.75866	14.1709	6.58006	4.18682	2.25959	2.66796	2.53396	0.459901	0.925319	0.294137	3.62265
ENSORLG00000000105	9.81984	36.0846	18.4504	21.7319	18.1104	15.2777	20.2354	5.80171	3.17719	10.2974	29.2172
ENSORLG00000000106	38.077129	18.2163	40.865367	33.268476	35.516	44.7921	37.0468	17.1076	30.4575	11.2469	37.75142
ENSORLG00000000107	11.74245	53.1271	7.7478	13.46215	14.53464	17.15975	4.74615	3.046491	7.597555	3.901274	26.40838
ENSORLG00000000108	13.024	99.172	0.492568	0.245593	0.21265	0.625041	0.165132	0.0189121	0.0897346	0.05743	4.39639
ENSORLG00000000109	4.285264	10.19117	34.9398	12.57135	10.43314	5.342256	10.6475	3.42969	1.787346	8.12323	16.41961
ENSORLG00000000110	2.18427	0	1.66449	2.84867	0.0218738	0	0.0339702	0	0.0184657	0	0.301792
ENSORLG00000000111	28.5219	70.5237	53.5962	46.8809	30.3046	31.5507	82.2008	19.3263	17.8887	9.90754	143.479
ENSORLG00000000112	0	0.138175	7.54405	0.319024	0	0.140275	0.179	0.041096	0.162374	0.02292	0.290377
ENSORLG00000000113	6.43391	72.0961	0.356617	0.211463	0.0152461	0.0556181	0.142088	0	0.0128589	0.0446551	0.533563
ENSORLG00000000115	0.0238284	0.356298	10.1436	0.137235	0.0396154	0.554124	0.153811	0.0845746	0.0501577	0.0233714	0.471799
ENSORLG00000000116	17.51449	99.6698	44.2337	22.04091	18.71767	11.15361	14.34549	4.50605	2.380905	4.59833	23.87306
ENSORLG00000000117	44.1811	86.9029	242.997	109.39	75.2108	61.2862	132.826	46.0046	22.006	47.4333	46.1743
ENSORLG00000000118	12.7304	23.7506	13.9794	21.3387	16.9747	13.1269	25.0447	9.07888	9.34208	5.88318	13.6696
ENSORLG00000000119	7.92011	5.51367	24.8379	13.3001	12.9908	7.82286	25.591	9.26807	7.79874	21.0384	18.4005
ENSORLG00000000120	34.799	46.1586	51.8704	33.883	27.8486	47.483	43.1674	14.6235	56.5987	26.628	28.1131
ENSORLG00000000121	4.07829	9.54077	3.70391	7.57737	6.95067	4.3934	10.7927	3.00225	1.15857	0.189189	9.01722
ENSORLG00000000122	5.89482	11.2554	7.69055	22.1373	8.15741	7.35137	23.5505	2.78379	1.26742	3.61518	36.3138
ENSORLG00000000123	5.26391	23.4186	21.0443	9.38948	11.3327	5.72594	9.17695	3.0875	1.46887	3.02109	14.6769
ENSORLG00000000124	230.169	832.123	262.512	392.052	423.744	222.078	428.357	163.448	83.2753	19.817	599.747
ENSORLG00000000125	3.40669	4.03677	9.58709	3.3715	19.2784	4.39022	165.698	92.0418	0.433589	0.780548	5.33317
ENSORLG00000000126	3.63233	15.4689	12.0584	7.8341	6.29452	7.11509	9.77369	2.70826	1.25895	7.38137	11.5359
ENSORLG00000000127	7.74428	16.3191	16.7659	10.5623	10.957	11.0707	11.3365	3.54419	1.7376	8.68253	14.7722
ENSORLG00000000128	3.01527	0.0948717	0.193048	0.255706	35.8183	0	73.8911	4.53589	0.0222726	0.00781027	0.36431
ENSORLG00000000129	2.79564	83.0353	1.89126	4.49462	0.0857692	0.940431	1.59752	0.0921952	0.872758	0.842177	1.20248
ENSORLG00000000130	1.24993	0.533797	21.7203	5.07024	10.734	0.752149	7.95066	0.26414	0.0626492	6.5631	7.14001
ENSORLG00000000132	1.66127	0	0.184084	11.5061	0.374713	0.456783	2.13148	0	0.106146	3.05912	0.80368
ENSORLG00000000133	0.415966	2.29178	2.44967	0.252227	0.728008	0.354182	0.254397	0.0582739	0.276495	0.123364	1.36844
ENSORLG00000000135	3.25541	3.04255	2.74957	23.4131	8.19389	5.96596	6.42119	1.88553	1.53862	1.37955	9.1154
ENSORLG00000000136	3.94397	6.95529	44.9539	5.15819	1.20492	1943.33	10.4646	0.0402624	1.9409	5.49104	32.5434
ENSORLG00000000137	1.04607	3.03038	1.45387	2.64136	0.276131	1.12499	0.107219	0.574427	1.71245	0.117694	4.0096
ENSORLG00000000138	11.6253	40.3819	44.0452	28.6972	23.2329	15.1854	26.8942	6.00399	4.3827	8.79336	47.6136
ENSORLG00000000139	1.60621	6.71839	0.529336	3.53745	1.26969	1.53162	0.882137	0.58234	0.838838	0.272272	2.53583
ENSORLG00000000140	5.07093	7.38803	2.39162	15.1655	7.11808	3.71436	16.5316	0.52806	0.344921	10.8136	12.1906
ENSORLG00000000142	1.99285	0.492438	0	181.767	2.74561	1.00445	78.7633	0	0	0.130281	0.885993
ENSORLG00000000143	1.68552	8.71932	0.107999	2.13138	0.294151	0.0895644	1.36973	0	0	0	0.186892
ENSORLG00000000144	2.74481	20.4958	1.37826	7.7125	1.08565	0.836599	3.03434	0.270849	0.458671	0.194003	1.04767
ENSORLG00000000145	0.334349	0.299784	0.040673	0.0384736	10.7241	0.033798	6.47154	0	0.0234627	0.0247009	1.01203
ENSORLG00000000146	5.49357	9.21932	32.0472	18.9175	15.816	8.41967	14.4107	2.17771	2.26436	9.30494	18.9427
ENSORLG00000000147	12.5584	20.8412	1.72591	43.1216	1.62481	0.409197	0	0	6.54156	0	0.992197
ENSORLG00000000148	36.644	68.539	99.575	55.3325	40.8668	62.1553	80.7915	27.9083	13.8221	25.8812	45.9204
ENSORLG00000000149	12.3002	8.36641	12.9174	83.7063	36.104	27.5184	43.7098	1.24994	1.92845	10.9112	37.1897
ENSORLG00000000151	15.6776	105.121	5.81338	8.08345	7.41422	14.5285	1.88485	0.666228	11.3628	1.78447	32.636
ENSORLG00000000152	23.4709	23.41701	55.5224	30.5181	21.07832	18.43823	32.3607	11.12026	25.49204	22.36661	22.6383
ENSORLG00000000153	11.98872	40.97851	6.370656	11.40243	8.65111	10.875286	6.1611	57.10413	19.32595	1.053609	11.12897
ENSORLG00000000154	203.4531	105.8303	87.00879	182.55364	110.91019	84.3834	145.01772	25.2179	328.338	35.0729	101.81951
ENSORLG00000000155	9.90488	50.5769	17.7506	25.5012	15.9186	14.4498	16.4887	4.78757	4.09973	3.07488	14.0113
ENSORLG00000000156	4.55825	0	17.366	3.86067	2.53942	2.67652	2.85372	0	0.36166	32.293	15.0182
ENSORLG00000000157	0.526004	0	1.05005	0.178624	0.714236	0.137307	0.2609	0.153337	0.165485	0.222687	4.35895
ENSORLG00000000158	4.4063	5.92223	7.02322	0.253235	2.23251	0.757026	3.06871	4.5394	4.57696	0.926734	84.9101
ENSORLG00000000159	0.58039	0.939625	1.3375	0.493952	0.793826	0.745642	1.42387	0.511707	0.26651	0.36675	8.63771
ENSORLG00000000160	6.44858	19.5783	24.6258	14.6789	13.292	9.77308	18.9886	3.26013	7.25821	16.0392	12.3461
ENSORLG00000000161	0	0	0.196298	0	0	0	0	0	0	0	0
ENSORLG00000000162	22.3575	39.4103	11.078	93.1169	27.7709	54.8027	88.5928	20.3528	29.0275	2.64781	45.8528
ENSORLG00000000163	0.701676	0.36692	0.196298	0	0.205431	0.668743	0.425222	0	0.218873	0.216869	1.00826
ENSORLG00000000164	5.27884	9.96467	3.25344	2.52857	1.88533	0.877449	0.516491	0.297015	0.985162	0.300685	5.89101
ENSORLG00000000165	0	0	0	4.61131e-09	0	0	0	0.276286	0	0	0
ENSORLG00000000166	0	0	4.26492	0	0.458592	0	0	0	0	6.72095	6.03495
ENSORLG00000000167	1.81986	12.5412	12.5248	4.89373	4.04774	4.93198	4.6579	1.94061	1.30311	1.01571	7.19997
ENSORLG00000000168	0.0186392	0	2.13711	0	1.14672	0.464878	0	0	0	2.33077	5.54001
ENSORLG00000000170	1.66127	0.672342	1.65676	6.86934	3.37242	1.67487	1.74394	2.02245	0.424585	8.90281	7.39386
ENSORLG00000000171	30.14053	60.4941	21.664098	14.45808	12.63613	37.1102	5.3867903479	6.07225	37.24097	1.638766	14.35372
ENSORLG00000000172	48.5602	49.5065	28.1384	241.114	58.0091	84.5105	355.287	11.7601	19.3252	4.14358	26.1113
ENSORLG00000000173	8.15671	2.76657	26.4645	5.17595	16.2551	12.4934	5.45393	0.276286	3.55548	24.1408	53.1369
ENSORLG00000000174	8.96187	31.02395	9.63238	17.7394	10.48986	16.60874	12.04342	5.67857	3.00013	5.35408	40.61992
ENSORLG00000000175	0.467784	0.36692	0	0	0	0	0	0	0	0.347169	1.10293
ENSORLG00000000176	0	0	0	0.0409285	0	0	0	0	0	0	0
ENSORLG00000000177	10.46523	14.99547	8.28683	38.5006	13.39852	13.23397	57.3062	4.800765	2.163936	0.2717793	5.50469
ENSORLG00000000178	3.18198	13.959	4.16978	21.1462	6.66705	39.525	19.8197	0.308743	0.481043	1.23823	33.9633
ENSORLG00000000179	22.12694	89.7948	35.9884	18.7854	11.54285	31.7158	16.73636	6.51408	5.97572	8.14057	22.26779
ENSORLG00000000180	23.9546	52.0165	33.4836	24.8335	21.8496	20.0398	15.1116	9.86938	7.79521	20.3572	31.1417
ENSORLG00000000181	19.03913	38.9571	62.5705	39.7649	34.6034	21.64719	36.1086	8.32202	9.07601	14.78709	38.7854
ENSORLG00000000182	1.160902	11.17696	17.92659	0.374409	6.108603	0.0577226	0.184341	0.1336137	0.0417075	0.0389133	6.7022
ENSORLG00000000183	0.734896	19.2962	0.746038	0	0	0	0	0	0	0.0628117	0
ENSORLG00000000184	19.00527	28.3377	19.88026	23.89537	28.6978	25.6218	27.729	18.07276	15.82608	3.39758	17.99477
ENSORLG00000000187	4.90684	1.21588	12.6654	2.79904	0.0967303	2.12179	82.8596	0.312292	0	0	0.618012
ENSORLG00000000189	0.633809	41.4662	0.44992	0.0606542	0.131564	0.0533679	0.136178	0.42233	0.259519	0.0262411	0.497748
ENSORLG00000000190	2.02001	24.8532	0.245733	0.232438	0.0559502	0.204194	0	0	0	0.0414582	0.808248
ENSORLG00000000191	2.40412	5.35884	10.5956	7.38752	3.43888	2.94381	2.91952	1.28378	0.919139	0.376918	7.1728
ENSORLG00000000195	1.24614	4.87512	0.776604	24.4149	3.19851	0.613757	6.08403	0.103916	0.17075	0.145182	1.15411
ENSORLG00000000196	0	0	0	0	0	0	0	0	0	0	0.725574
ENSORLG00000000197	1.33919	3.83507	4.81566	3.9078	1.36368	1.20727	1.65188	0.43454	0.563285	0.518736	6.56331
ENSORLG00000000198	3.12373	2.088648	1.11918	0.1237036	23.4902	0.0362306	0.0924916	0.0954642	0.0509716	0.035345	90.95056
ENSORLG00000000199	10.4126	36.2861	53.2915	26.6029	14.9955	12.7232	21.5766	4.54192	3.50939	3.7445	36.2347
ENSORLG00000000200	0.434943	0.906911	0.741292	0.398163	0.0721217	0.351312	0	0	0.305442	0	0.458024
ENSORLG00000000201	9.3975	103.245	26.659	8.78111	16.5126	0.174098	0.776629	0.767095	1.57417	0.0652345	5.6283
ENSORLG00000000202	3.048781	9.58724	14.63757	5.73252	3.74218	4.275997	6.44999	1.194642	0.986739	0.3856741	8.02895
ENSORLG00000000203	31.0528	49.29368	102.88471	72.080347	78.567952	53.4086	128.997608	33.5304	15.7941	35.844243	166.841348
ENSORLG00000000204	14.1483	42.0502	56.7659	24.4914	20.769	22.3711	30.8362	10.2216	11.9504	9.10587	83.7744
ENSORLG00000000205	1.19455	3.623615	3.47475	2.080646	1.04638	0.5431941	329.7384	0.353973	0.326139	0.16587	1.74115
ENSORLG00000000206	11.4636	47.1398	15.8505	11.2161	16.5016	14.9058	12.6197	7.52366	4.63988	6.1552	22.7502
ENSORLG00000000207	25.9356	68.9666	13.4391	18.9076	33.8273	24.9679	35.2869	4.75697	17.4021	6.23098	17.7776
ENSORLG00000000208	32.0857	27.61965	47.1133	48.902	30.7295	37.495	50.3557	12.61954	32.3633	10.90022	15.65915
ENSORLG00000000209	5.02958	15.95996	23.3112	8.16441	5.3003	3.46016	7.12874	1.532108	1.72784	1.367497	16.85918
ENSORLG00000000210	11.43156	66.4621	22.0645	13.69129	16.91681	15.32661	10.99162	7.44535	5.23114	10.33415	27.498
ENSORLG00000000211	1.80031	0.569568	2.99872	8.41752	0.684758	3.55241	10.4963	0	0.511095	0.170728	0.460436
ENSORLG00000000212	15.0035	15.176	45.0768	24.1989	37.0132	18.1737	10.3974	12.9369	5.83142	19.1476	74.7156
ENSORLG00000000213	0	0	0	0	0	0	0	0	0	0	0.613827
ENSORLG00000000214	2.36314	13.4494	7.44065	4.11833	4.07146	3.51285	2.82494	1.04894	0.414588	11.5601	9.97713
ENSORLG00000000215	4.67064	15.7725	7.59588	5.10129	4.14982	4.50209	3.28834	5.07591	0.329369	0.449415	8.86824
ENSORLG00000000216	4.53973	208.668	1.89184	4.90533	2.07696	0.964246	4.14384	0	0.0839244	0.0611794	5.43723
ENSORLG00000000217	12.8805	0.689823	1.24102	288.567	28.4937	3.64836	9.65582	1.31954	4.29528	0.0468816	0.976751
ENSORLG00000000218	23.3378	74.4343	23.4743	42.801	32.5404	31.5336	43.7799	13.9416	2.92117	7.73716	21.6229
ENSORLG00000000219	20.0539	47.5382	20.5559	17.3784	6.33367	14.3001	9.83667	3.84608	7.05062	17.2548	10.6282
ENSORLG00000000220	164.82868	8.71905	103.14341	702.78672	3123.727	42.37254	49.226646	2.274471	19.240422	1.9692862	8.476358
ENSORLG00000000221	135.784	634.593	599.026	456.035	269.725	234.933	295.967	80.7534	53.4581	47.2458	134.627
ENSORLG00000000222	2.44431	5.17844	31.4769	12.0399	28.5166	2.46751	7.6187	0.167349	0.66027	10.9213	110.614
ENSORLG00000000223	2.47608	10.9743	0.74078	2.47371	4.2824	0.205129	1.25663	0.180221	0.0284876	1.13318	0.636263
ENSORLG00000000224	7.78645	47.5054	4.85428	4.97011	7.70375	8.257	3.22277	1.57968	2.42897	0.369343	14.6341
ENSORLG00000000225	3.73364	2.092384	0.98263436	27.8285	0.1619310185009	1.27552	0.120223	0.164877	0.55619	1.67986	1.71767
ENSORLG00000000227	3.50804	0.970196	0.105389	34.6998	0.143894	0.437697	0.167573	0	0.121584	0.396366	1.04139
ENSORLG00000000228	8.03972	47.6485	27.8596	20.5356	10.786	10.2368	16.4221	2.15125	6.19304	3.33184	42.4492
ENSORLG00000000229	4.58292	5.46837	4.90944	13.0648	13.5839	5.0129	11.4739	5.95079	1.41603	21.1472	6.64053
ENSORLG00000000230	23.5628	66.9447	36.3694	35.4948	28.2682	21.7327	23.4074	7.39463	6.75245	31.1902	40.2428
ENSORLG00000000232	17.5985	32.0029	81.5979	29.1211	30.6548	17.1101	22.85	5.71419	10.3568	33.1169	86.923
ENSORLG00000000233	18.9674	24.9246	3.8588	7.30093	15.1635	49.2897	1.8568	2.61261	8.14672	1.91605	22.5252
ENSORLG00000000234	10.2992	23.6395	11.0294	24.7011	26.0292	19.14	14.7564	4.60446	1.62475	4.56099	23.5275
ENSORLG00000000235	0.253762	0.504004	1.85349	0	1.1222	1.0249	0.217721	0.752553	0	0.405046	26.8902
ENSORLG00000000237	0.819467	0	7.52672	0.977395	2.27646	0	0	0	0.571569	0	2.94627
ENSORLG00000000238	1.04231	0.269115	82.7147	50.0053	0.525993	0	31.503	0.241245	0.0634617	1.7745	1.57891
ENSORLG00000000239	0.704311	0.138623	0	1.171252	1.91302	0.0646793	292.2	1.65049	0	0.0471161	0.91331
ENSORLG00000000240	2.275546	2.583038	0.545397	0.836024	0.341327	0.0665804	9.33385	0.0585936	1.861077	0.016471	0.352134
ENSORLG00000000242	2.85738	0	1.7599	16.40386	22.96739	0	1.03374	0.0721010172654	0.113832342087	0.640711	1.12974
ENSORLG00000000243	4.35976	8.37062	16.4942	7.94072	7.70598	6.7548	5.71915	1.54431	0.70234	0.0839049	2.30329
ENSORLG00000000244	5.73494	38.1992	7.73782	12.478	7.74535	3.39725	9.48791	2.25766	1.65466	2.08219	33.8749
ENSORLG00000000245	15.2023	6.15964	8.3361	63.31935	54.5477	18.7993	53.0795	10.6663	13.2237	16.7393	21.5691
ENSORLG00000000246	14.3081	108.375	4.24231	3.97581	2.97919	4.81029	4.16379	0.231451	25.9819	2.23847	13.0273
ENSORLG00000000247	2.85719	7.93199	17.8192	6.15318	4.67143	2.36127	3.46065	0.467652	1.17662	0.391247	5.75983
