Ens.ID	TPM.brain	TPM.heart	TPM.kidney	TPM.liver	TPM.lung	TPM.muscle	TPM.testis
ENSMPUG00000008079	0	0	0	0	0	0	0
ENSMPUG00000008080	9.1	55.79	2.58	0.56	14.54	5.76	1.01
ENSMPUG00000008081	0.45	0.63	0.07	1	0.37	0.06	32.99
ENSMPUG00000008082	38.7	34.12	38.53	20.44	18.01	27.25	64.29
ENSMPUG00000008083	1.31	723.9	9.16	1.75	18.26	1.4	423.79
ENSMPUG00000008084	0.51	0	1.37	1.03	0.43	1.2	2.75
ENSMPUG00000008085	4.92	4.9	4.45	3.43	8.78	0.61	2.21
ENSMPUG00000008086	9.86	9.23	2.63	1.97	4.91	3.81	7.59
ENSMPUG00000008087	2490.07	392.85	354.11	217.43	621.84	264.65	290.71
ENSMPUG00000008088	33.5	14.67	11.83	11.27	18.2	2.19	15.92
ENSMPUG00000008089	6.4	6.32	4.25	3.25	3.84	5.17	1.75
ENSMPUG00000008090	46.59	25.03	12.52	16.83	24.68	22.69	86.95
ENSMPUG00000008091	3.24	5.22	12.77	4.61	8.75	2.77	53.79
ENSMPUG00000008092	11.89	24.77	23.43	22.5	41.25	15.84	15.74
ENSMPUG00000008093	3.9	4.46	4.22	2.79	7.37	1.52	2.11
ENSMPUG00000008094	37.4	29.89	21.47	19.36	52.66	16.93	70.52
ENSMPUG00000008095	0.74	0.31	7.44	2189.4	0.54	0.51	0.12
ENSMPUG00000008096	0.11	0	0	0	0	0	41.8
ENSMPUG00000008097	7.5	8.05	2.04	32.62	24.39	3.74	5.68
ENSMPUG00000008098	33.5	18.95	19.51	10.33	23.31	12.01	37.62
ENSMPUG00000008099	0	0	0	0	0	0	51.24
ENSMPUG00000008100	44.82	29.3	28.99	15.67	54.67	19.51	32.59
ENSMPUG00000008101	8.84	0.07	0.07	0	0.7	0	0.11
ENSMPUG00000008102	15.24	16.4	17.76	12.69	21.67	13.48	6.19
ENSMPUG00000008103	8.4	2.99	7.27	1.36	4.13	2.48	55.31
ENSMPUG00000008104	0	3.9	0	0	0	54.35	0.59
ENSMPUG00000008105	87.47	204.48	50.83	159.91	35.07	698.92	26.82
ENSMPUG00000008106	0	0	107.13	60.24	0.09	0	0.26
ENSMPUG00000008107	0.48	0	0	0	0	0	0.39
ENSMPUG00000008108	0	0	0.17	0	0.31	0	63
ENSMPUG00000008109	70.73	63.7	58.2	36.85	62.9	53.78	135.33
ENSMPUG00000008110	0	0	0	0	0	0	0.29
ENSMPUG00000008111	77.25	61.34	55.49	28.67	61.25	52.56	31.6
ENSMPUG00000008112	0.62	1.62	0.12	0.74	0.68	0.27	0
ENSMPUG00000008113	79.55	25.23	37.49	104.21	22.28	27.48	34
ENSMPUG00000008114	1372.96	1337.31	2062.2	1147.04	1920.72	1195.9	694.42
ENSMPUG00000008115	193.86	140.68	202.28	58.36	206.79	35.67	43.37
ENSMPUG00000008116	0.19	0.37	0	0.26	0	0.15	0.59
ENSMPUG00000008117	290.66	26.9	37.59	1.57	9.2	32.36	114.27
ENSMPUG00000008118	103.11	60.82	46.2	18.74	63.03	75.62	18.65
ENSMPUG00000008119	5.89	6.04	33.57	299.35	7.97	7.09	667.7
ENSMPUG00000008120	6.2	0.25	6	0	0	0	2.87
ENSMPUG00000008121	1.5	24.84	0.45	180.73	35.88	23.22	12.76
ENSMPUG00000008122	16.29	21.97	12.85	8.2	16.03	9.82	5.37
ENSMPUG00000008123	33.19	25.54	69.26	49.12	45.9	14.98	42.27
ENSMPUG00000008124	4.84	0.23	1.54	0.48	0.67	0.68	21.27
ENSMPUG00000008125	99.38	0.97	3.09	3.32	0.78	0.43	21.33
ENSMPUG00000008126	140	176.86	1129.66	258.43	539.55	74.07	61.44
ENSMPUG00000008127	0	0	0	0	0	0	0
ENSMPUG00000008128	0	0	0	0	0	0	0
ENSMPUG00000008129	11.57	12.79	7.98	43.24	16.76	3.16	1.32
ENSMPUG00000008130	0	0.15	0	0.11	0	0	0.36
ENSMPUG00000008131	51.41	30.86	22.72	10.82	38.62	31.54	81.97
ENSMPUG00000008132	0	0	0	0.09	0	0	0
ENSMPUG00000008133	1.22	24.97	0.14	71.71	0.25	19.91	1.39
ENSMPUG00000008134	66.14	41.84	84.67	36.68	47.39	28.3	17.84
ENSMPUG00000008135	10.45	8.3	9.24	6.37	12.65	5.78	4.41
ENSMPUG00000008136	58.79	26.02	12.19	12.09	48.45	30.79	24.64
ENSMPUG00000008137	180.99	95.33	169.89	85.4	116.02	104.72	224.9
ENSMPUG00000008138	73.9	38.8	66.84	30.17	49.63	27.27	21.01
ENSMPUG00000008139	0	0	0	0	0.55	0	0
ENSMPUG00000008140	0	0.32	0	0.56	2.22	0.26	0
ENSMPUG00000008141	0.84	0.4	0	0	0.35	0	1.93
ENSMPUG00000008142	224.54	1.49	2.26	0.59	1.31	0.2	3.55
ENSMPUG00000008143	9.04	10.99	3.21	2.6	13.43	2.51	10.15
ENSMPUG00000008144	5.55	0.14	0	0	0	0.47	0.34
ENSMPUG00000008145	6.68	5.33	0.9	0.28	2.5	1.25	0.14
ENSMPUG00000008146	57.71	0.3	0	0	0	0.25	0.33
ENSMPUG00000008147	6.96	0	0	0	0	0	0
ENSMPUG00000008148	0.87	0.73	0.92	2.76	2.77	0.38	4.85
ENSMPUG00000008149	0.33	0	0	0	0	0	0
ENSMPUG00000008150	173.86	131.71	125.47	73.98	103.53	168.01	124.54
ENSMPUG00000008151	33.27	18.86	25.61	11.43	22.84	27.5	32.56
ENSMPUG00000008152	2.8	0.77	0.31	6.09	5.5	1.19	43.75
ENSMPUG00000008153	0	0	0	0	0	0	0.83
ENSMPUG00000008154	1.21	0.38	0	23.42	0.11	0	1.12
ENSMPUG00000008155	2.61	0.7	0	0	0	0	0
ENSMPUG00000008156	1.52	0.14	0	0	0	0	0
ENSMPUG00000008157	16.09	5.46	0	0.05	0	0	0
ENSMPUG00000008158	50.42	28.55	33.25	15.49	35.37	16.19	72.5
ENSMPUG00000008159	3.14	0	0	0	0	0	0.6
ENSMPUG00000008160	7.82	21581.64	3.43	1.71	107.76	930.88	26.41
ENSMPUG00000008161	10.89	1.23	0.89	7.43	1.79	0.39	17.14
ENSMPUG00000008162	0.59	0.19	0.35	0	0	0	0.75
ENSMPUG00000008163	0	0	0	0	0	0	3.68
ENSMPUG00000008164	10.24	6.23	5.64	4.86	16.64	1.96	11.24
ENSMPUG00000008165	0	1.06	0.5	1.5	0.94	0	3.02
ENSMPUG00000008166	29.68	18.01	17.81	14.55	32.01	9.4	38.11
ENSMPUG00000008167	27.85	6.52	2.48	12.42	3.95	2.2	1.28
ENSMPUG00000008168	7.62	1.38	28.08	16.25	31.54	0.52	7.5
ENSMPUG00000008169	115.64	71.22	48.12	12.24	62.72	83.79	107.99
ENSMPUG00000008170	6.2	3.33	14.16	1.18	3.67	1.03	55.35
ENSMPUG00000008171	13.36	4.39	6.23	5.19	6.56	4.73	4.47
ENSMPUG00000008172	5.26	2.09	5.75	5.51	4.55	4	290.03
ENSMPUG00000008173	10.73	19.98	90.07	23.24	27.08	11.61	6.08
ENSMPUG00000008174	26.05	31.15	5.93	11.44	33.03	46.75	24.05
ENSMPUG00000008175	563.22	88.66	45.6	4.19	42.6	71.83	14.55
ENSMPUG00000008176	44.74	34.59	36.21	21.62	38.06	26.72	16.3
ENSMPUG00000008177	38.77	6.81	62.62	235.45	5.84	13.21	7.32
ENSMPUG00000008178	110.57	4.17	13.15	2.79	5.91	0.77	60.01
ENSMPUG00000008179	21.72	8.09	12.15	1.77	12.22	1.48	29.36
ENSMPUG00000008180	0.5	0	0.44	350.41	0	0	0
ENSMPUG00000008181	6.19	14.56	7.44	5.37	8.2	8.2	5.42
ENSMPUG00000008182	47.44	23.94	28.35	11.52	49.19	5.65	26.67
ENSMPUG00000008183	5.22	0	2.49	0.17	10.85	0	82.02
ENSMPUG00000008184	54.28	21.6	20.84	9.88	35.58	23.07	22.14
ENSMPUG00000008185	22.09	7.67	4.74	1.97	21.9	2.4	1.79
ENSMPUG00000008186	36.07	14.16	30.8	13.49	113.91	15.71	9.83
ENSMPUG00000008187	58.91	32.11	42.33	29.73	44.49	21.33	73.4
ENSMPUG00000008188	20.31	2.73	0.92	0.14	1.71	27.68	5.66
ENSMPUG00000008189	72.06	0.75	0.1	0.08	0.82	0.6	0.64
ENSMPUG00000008190	27.97	17.26	39.56	15.78	17.33	17.43	19.36
ENSMPUG00000008191	1.75	5.9	3.85	1.13	2.56	2.69	1.73
ENSMPUG00000008192	0.19	0.26	0.08	1.18	2.15	0.07	0
ENSMPUG00000008193	34.73	18.22	8.12	21.6	32.38	14.41	15.46
ENSMPUG00000008194	0	0	0	1.21	0	0	0.17
ENSMPUG00000008195	51.88	0	0	0.08	0	0	0.18
ENSMPUG00000008196	8.54	2.69	2.73	0.67	0.35	0.31	2.59
ENSMPUG00000008197	0	0	0	0	4.83	0	0.74
ENSMPUG00000008198	1.82	0	0	0	0.38	0	0
ENSMPUG00000008199	84.5	99.21	99.36	49.22	75.35	162.6	53.99
ENSMPUG00000008200	34.55	25.36	29.8	13.61	38.55	16.94	44.64
ENSMPUG00000008201	63.01	37.77	31.49	18.32	38.15	30.42	57.81
ENSMPUG00000008202	250.93	0.14	0.13	0.03	0	0.04	0.83
ENSMPUG00000008203	26.78	27.45	33.25	20.04	33.44	16.94	82.5
ENSMPUG00000008204	32.16	24.89	19.12	2.23	20.19	0.77	4.96
ENSMPUG00000008205	0	0	0	0	0.21	0	1.35
ENSMPUG00000008206	25.62	13.86	36.9	9.05	16.71	17.54	9.16
ENSMPUG00000008207	218.87	26.95	44.49	59.41	92.1	50.51	6.6
ENSMPUG00000008208	94.77	22.16	28.13	6.61	32.02	11.67	55.34
ENSMPUG00000008209	1.29	3.22	0	0	2.49	0.33	31.39
ENSMPUG00000008210	4.05	8.53	0.9	0	13.44	6.26	3.12
ENSMPUG00000008211	39.24	32.91	246.89	551.46	43.02	18.08	122.67
ENSMPUG00000008212	0	0	0	0	0	0	0
ENSMPUG00000008213	24.05	11.14	12.22	7.73	21.55	11.4	33.26
ENSMPUG00000008214	18.99	0	0.82	0.15	0.58	0.18	0
ENSMPUG00000008215	0	0	0	0	0.22	0	256.57
ENSMPUG00000008216	0	0	0	0	0	0	0
ENSMPUG00000008217	1.11	0.07	0.35	0.05	0.52	0.06	0.06
ENSMPUG00000008218	0.31	0	0	0	0	0	26.29
ENSMPUG00000008219	2.63	2.32	9.05	3.12	2.11	1.05	0.99
ENSMPUG00000008220	8.47	6.74	1.94	7.23	3.47	1.34	9.76
ENSMPUG00000008221	68.84	68.32	101.96	48.94	115.32	49.94	37.21
ENSMPUG00000008222	1.55	1.07	0.5	0.19	0.12	0.22	2.03
ENSMPUG00000008223	40.76	29.54	19.52	11.02	51.15	23.63	37.29
ENSMPUG00000008224	7.3	1.22	0.52	0	1.75	0.74	14.18
ENSMPUG00000008225	4.44	2.06	118.79	32.73	53.73	0.88	84.13
ENSMPUG00000008226	2.24	0	0	0	6.88	0	211.53
ENSMPUG00000008227	3.81	1.94	1.43	3.01	5.55	1.19	13.49
ENSMPUG00000008228	60.47	67.81	67.07	30.91	60.34	47.21	693.98
ENSMPUG00000008229	6.52	0.75	0.45	0.33	0.71	0.35	0.55
ENSMPUG00000008230	795.35	30	35.02	23.82	44.9	19.81	22.86
ENSMPUG00000008231	3.82	0	0	0.05	0.23	0	0.83
ENSMPUG00000008232	0.29	0.09	0	0.13	0.24	0.08	0
ENSMPUG00000008233	0.89	27.99	22.76	39.1	26.85	3.05	1.01
ENSMPUG00000008234	4.12	0.04	0.12	0	0.19	0.04	5.69
ENSMPUG00000008235	0.41	0	1.59	0.27	0.13	0.06	0.06
ENSMPUG00000008236	1.13	0	0.13	0	0.23	0.11	0.32
ENSMPUG00000008237	0	0	0	0	2.08	0.49	0.48
ENSMPUG00000008238	112.29	0.7	0	0	0	0	0
ENSMPUG00000008239	22.08	0.36	0	0	0	0	4.87
ENSMPUG00000008240	0.1	0	10.01	0	0.08	33.38	1.38
ENSMPUG00000008241	0	0	0	0	0	0	0
ENSMPUG00000008242	16.85	0.31	0.06	0.09	0	0	27.45
ENSMPUG00000008243	26.34	22.73	42.81	23.78	48.07	12.81	13.91
ENSMPUG00000008244	20.34	9.42	20.55	12.62	19.09	6.66	17.46
ENSMPUG00000008245	11.37	23.01	5.62	2.5	12.5	16.54	101.84
ENSMPUG00000008246	1.41	0.09	0.17	0	0.16	0	0.07
ENSMPUG00000008247	0	0	0	0	0.56	0	5.63
ENSMPUG00000008248	0.82	0	0	0	0	0	9.67
ENSMPUG00000008249	11.82	33.12	25.76	9.92	44.48	17.09	21.41
ENSMPUG00000008250	1.33	0	0	128.65	0	0	0
ENSMPUG00000008251	62.83	33.02	42.24	16.33	30.29	25.35	26.93
ENSMPUG00000008252	12.82	7.82	5.95	5.55	10.16	9.18	63.72
ENSMPUG00000008253	6.03	0.06	0	0.04	0	0	2.12
ENSMPUG00000008254	0	0	0	0	0	0	0.91
ENSMPUG00000008255	98.72	21.16	5.7	9.01	32.9	9.18	10.09
ENSMPUG00000008256	39.94	25.76	33.28	18.19	41.81	15.82	47.11
ENSMPUG00000008257	48.04	39.56	31.82	25.97	37.72	29.83	18.14
ENSMPUG00000008258	14.81	6.83	12.73	3.51	10.81	3.68	10.21
ENSMPUG00000008259	13.37	8.32	6.6	4.38	7.61	4.79	4.79
ENSMPUG00000008260	108.05	217.47	219.93	138.44	51.01	288.96	66.73
ENSMPUG00000008261	1.77	0.21	177.27	827.92	0	0.09	0
ENSMPUG00000008262	19.3	7.94	1.9	0.66	14.95	6.33	0.25
ENSMPUG00000008263	13.79	6.92	0.89	1.32	9.27	0.51	1.67
ENSMPUG00000008264	86.04	2.81	9.48	0.35	1.07	1.22	7.37
ENSMPUG00000008265	20.12	0.75	31.44	14.12	11.31	0.09	68.72
ENSMPUG00000008266	147.94	191.64	278.26	144.57	194.35	113.58	131.46
ENSMPUG00000008267	84.02	74.13	77.21	38.69	87.26	35.95	192.51
ENSMPUG00000008268	142.2	0.38	1.16	3.42	12.28	0.31	7.82
ENSMPUG00000008269	0	0	0	0	0	0	0
ENSMPUG00000008270	0	0	0.37	0	0	0	1.57
ENSMPUG00000008271	9.59	13.74	8.25	11.25	31.94	16.38	4.92
ENSMPUG00000008272	318.61	503.83	445.69	178.62	117.5	869.18	167.96
ENSMPUG00000008273	114.69	90.57	124.44	61.56	132.27	52.68	597.36
ENSMPUG00000008274	34.15	37.87	24.74	21.5	35.93	27.95	294.41
ENSMPUG00000008275	0	0	0	0	0	0	0
ENSMPUG00000008276	37.71	34.57	34.36	30.34	39.2	23.29	14.21
ENSMPUG00000008277	43.02	11.79	3.08	4.18	17.86	5.48	16.7
ENSMPUG00000008278	1.97	2.26	5.64	2.48	2.71	0.85	0
ENSMPUG00000008279	3.78	0	0.06	0.09	0.43	0	2.61
ENSMPUG00000008280	113.03	71.11	97	47.95	89.37	116.95	76.97
ENSMPUG00000008281	15.24	1510.61	11.92	8.81	1.36	3022.95	10.22
ENSMPUG00000008282	11.84	13.63	111.64	8.46	111.15	6.02	5.44
ENSMPUG00000008283	43.66	12.75	23.46	10.19	20.99	11.81	15.61
ENSMPUG00000008284	16.39	15.7	8.14	7.5	14.22	6.41	19.47
ENSMPUG00000008285	0.86	1.31	0.76	268.55	1.86	0.84	1.54
ENSMPUG00000008286	0.04	0.51	0.04	0.08	1.28	0.1	0
ENSMPUG00000008287	106.06	149.81	194.67	121.86	127.37	242.47	750.35
ENSMPUG00000008288	4.22	7.48	1.88	0.66	23.6	0.48	0.28
ENSMPUG00000008289	1119.01	2052.73	9.86	1.04	1.76	2876.8	5.89
ENSMPUG00000008290	31.19	19.66	1.75	3.16	10.79	2.26	3.01
ENSMPUG00000008291	12.39	6.72	10.34	4.47	12.44	2.83	19.53
ENSMPUG00000008292	8.8	9.62	8.4	10.71	39.78	3.43	2.86
ENSMPUG00000008293	29.23	35.56	84.6	33.91	171.89	77.63	40.96
ENSMPUG00000008294	30.26	0.6	0.43	0.11	0.26	0	17.06
ENSMPUG00000008295	95.17	148.26	11.58	16.53	35.53	32.07	6.53
ENSMPUG00000008296	0	0	0	0	0	0	4.51
ENSMPUG00000008297	18.62	12.29	119.38	54.22	35.25	6.41	14.79
ENSMPUG00000008298	13.87	19.76	18.59	7.54	15.49	15.87	6.64
ENSMPUG00000008299	11.32	7.58	8.61	6.47	13.41	4.31	7.99
ENSMPUG00000008300	55.57	21.44	12.93	7.97	24.12	22.08	17.21
ENSMPUG00000008301	145.61	271.64	306.66	104.38	116.14	176.91	411.47
ENSMPUG00000008302	13.37	7.22	4.76	2.86	12.83	6.54	2.3
ENSMPUG00000008303	0	0	0	0	0.78	0	6.75
ENSMPUG00000008304	0	0	0.29	0	0	0	111.06
ENSMPUG00000008305	0.15	0.71	0.94	0.5	18.17	0.35	1.71
ENSMPUG00000008306	61.39	256.13	41.9	15.32	96.06	96.36	80.85
ENSMPUG00000008307	2.66	6.81	14.72	10.65	39.31	1.84	0.78
ENSMPUG00000008308	483.38	620.32	823.75	593.13	655.82	560.16	467.04
ENSMPUG00000008309	245.11	69.54	77.65	4.01	7.19	72.11	6.25
ENSMPUG00000008310	36.59	27.26	31.27	30.93	40.74	16.14	53.98
ENSMPUG00000008311	106.19	92.04	68.05	41.26	75.53	52.28	44.82
ENSMPUG00000008312	24.79	11.06	22.01	11.8	20.48	8.89	10.33
ENSMPUG00000008313	0.17	0.33	0	0	0	0.14	0.13
ENSMPUG00000008314	55.01	44.59	39.82	27.32	42.67	45.93	173.87
ENSMPUG00000008315	112.11	195.01	37.97	20.94	33.69	256.41	15.01
ENSMPUG00000008316	210.2	46.66	15.76	14.32	49.68	18.65	30.1
ENSMPUG00000008317	209.4	64.39	21.42	7.17	100.21	14.36	55.65
ENSMPUG00000008318	10.21	2.86	0.56	0.34	1.04	0.56	0.09
ENSMPUG00000008319	34.17	29.81	8.51	56.82	40.45	11.47	37.78
ENSMPUG00000008320	1.42	0.13	11.93	0.05	1.41	0	4.02
ENSMPUG00000008321	105.37	40.76	76.9	20.32	73.68	48.21	87.58
ENSMPUG00000008322	0	0	0.42	0	0	0	0
ENSMPUG00000008323	14.09	8.07	2.49	0.68	10.98	1.21	5.86
ENSMPUG00000008324	244.98	176.39	156.44	97.62	134.42	137.81	163.84
ENSMPUG00000008325	1.86	0.61	0.64	7.49	0.89	0.06	0.38
ENSMPUG00000008326	1.15	0	0	0.1	0.24	0	53.7
ENSMPUG00000008327	2.87	3.34	1.07	0.07	3.7	0.26	1.4
ENSMPUG00000008328	3.76	11.93	1.94	2.24	23.89	1.56	2.55
ENSMPUG00000008329	8.34	1.84	0.88	0.24	4.28	0.34	1.6
ENSMPUG00000008330	61.1	31.18	32.52	21	34.33	35.38	329.1
ENSMPUG00000008331	103.31	136.72	75.66	31.18	67.73	47.44	139.01
ENSMPUG00000008332	34.37	14.19	4.13	2.8	18.5	4.6	11.26
ENSMPUG00000008333	18.09	3.98	1.51	2.03	2.52	2.64	1.92
ENSMPUG00000008334	0	0	0	1.04	0.14	0.27	60.74
ENSMPUG00000008335	116.04	13.22	41.45	22.24	17.16	8.3	21.21
ENSMPUG00000008336	127.85	123.12	124.41	32.92	104.2	48.48	21.45
ENSMPUG00000008337	71.15	30.37	53.47	18.33	36.99	23.27	21.96
ENSMPUG00000008338	62.09	96.34	44.24	6.45	61.35	42.61	2.63
ENSMPUG00000008339	1.8	0.99	3.61	368.52	0.99	0.59	0.8
ENSMPUG00000008340	50.31	40.78	52.26	11.63	41.57	76.4	4.85
ENSMPUG00000008341	5.05	2.29	0.67	0.25	1.7	0.15	2.55
ENSMPUG00000008342	4.7	103.6	3.56	4.06	22.52	80.1	63.07
ENSMPUG00000008343	8.19	8.76	9.36	1.56	8.74	0.9	3.62
ENSMPUG00000008344	5.47	1.8	0.65	0.18	2.19	0.43	6.27
ENSMPUG00000008345	0	0	0.36	0.54	0	0	6.54
ENSMPUG00000008346	80.6	57.31	79.58	48.49	88.21	34.87	39.64
ENSMPUG00000008347	7.82	8.22	3.08	2.31	4.23	2.58	0.34
ENSMPUG00000008348	7.76	11.33	14.16	2.58	22.12	6.7	0.99
ENSMPUG00000008349	0	0	10.17	0	0	0	1.18
ENSMPUG00000008350	0	0	0	0	0	0	0
ENSMPUG00000008351	0	0	0	0	0	0	0
ENSMPUG00000008352	0	0	0	0	0	0	3.62
ENSMPUG00000008353	0.45	0	0	0	0	0	48.74
ENSMPUG00000008354	0	0.23	0	0	0	0	74.23
ENSMPUG00000008355	3.95	3.24	4.82	7.55	18.79	7.28	1.51
ENSMPUG00000008356	18.98	13.11	15.47	7.73	16.25	21.58	7.67
ENSMPUG00000008357	23.95	13.31	14.3	8.98	19.22	11.11	53.69
ENSMPUG00000008358	42.49	1.3	0.19	2.63	4.88	0.23	1.34
ENSMPUG00000008359	78.35	31.61	15.52	21.09	52.08	24.07	54.67
ENSMPUG00000008360	9.87	0	2.02	0	0	0.15	1.42
ENSMPUG00000008361	5.56	12.22	6.91	12.36	37.85	2.74	1.36
ENSMPUG00000008362	0	0	0	0	0	0	0
ENSMPUG00000008363	2	3.76	3.05	7.81	3.54	2	19.52
ENSMPUG00000008364	163.42	562.21	349.52	53.03	1677.34	230.99	38.06
ENSMPUG00000008365	8.47	0.23	0.13	0	1.76	0.19	35.94
ENSMPUG00000008366	10.36	2.92	35	15.89	12.87	3.5	55.97
ENSMPUG00000008367	0	0	0.65	0	0	0	0.37
ENSMPUG00000008368	7.01	0.17	0.08	0.12	0	0	0.62
ENSMPUG00000008369	9.81	3.94	1.25	20.55	58.26	1.08	0
ENSMPUG00000008370	25.83	15.25	10.99	11.96	19.81	7.96	5.27
ENSMPUG00000008371	7.44	7.94	198.66	7.66	10.91	9.47	11.06
ENSMPUG00000008372	0	0	0	0	0	0	0
ENSMPUG00000008373	26.91	22.2	12.72	7.54	23.81	13.18	32.56
ENSMPUG00000008374	56.99	32.38	53.6	25.12	54.74	19.7	28.46
ENSMPUG00000008375	18.02	2.92	2.76	4.35	69.17	1.69	0.47
ENSMPUG00000008376	0.44	1.01	2.58	2.11	0.05	0.1	1.52
ENSMPUG00000008377	12.86	9.06	7.12	3.74	8.95	5.43	7.28
ENSMPUG00000008378	25.99	28.1	22.76	13.77	39.98	9.56	9.49
ENSMPUG00000008379	8.22	47.11	9.14	4.77	53.89	10.82	97.04
ENSMPUG00000008380	0.06	0.23	0.17	1.97	1.13	0.07	36.74
ENSMPUG00000008381	0	0	0	0	0	0	0
ENSMPUG00000008382	7.11	1.5	26.93	3.76	3.77	0.08	3.85
ENSMPUG00000008383	266.54	128.08	88.27	89.91	137.65	138.9	59.45
ENSMPUG00000008384	27.84	8.08	6.11	11.23	200.59	4.01	1.57
ENSMPUG00000008385	99.7	42.32	21.71	7.2	27.07	13.49	14.77
ENSMPUG00000008386	12.13	13.1	12.76	10.31	14.31	7.28	8.15
ENSMPUG00000008387	57.08	14.28	10.13	10.14	17.04	8.36	7.99
ENSMPUG00000008388	4.21	0.1	0.1	0.07	1.34	0	89.02
ENSMPUG00000008389	1.02	0.72	0.68	0.85	0.42	0.2	0.39
ENSMPUG00000008390	0.81	0	0	0	1	0.31	0
ENSMPUG00000008391	0.28	0	0.05	0	0.14	0	0.29
ENSMPUG00000008392	13.12	5.92	5.86	3.56	6.95	2	19.12
ENSMPUG00000008393	2.85	8.88	6.66	4.02	21.35	0.22	1.73
ENSMPUG00000008394	55.11	14.62	32.06	2.87	13.18	10.51	872.51
ENSMPUG00000008395	9.86	3.45	10.58	4.01	10.53	0.77	32.04
ENSMPUG00000008396	3.08	378.28	0.78	0.15	4	41.31	60.37
ENSMPUG00000008397	0	687.78	0	0	6.49	2.21	0.55
ENSMPUG00000008398	52.47	0.82	3.81	0.06	2.16	0	1.12
ENSMPUG00000008399	55.86	11.77	34.6	20.56	46.47	5.54	101.83
ENSMPUG00000008400	0	0	5.23	0	0.14	0	0.08
ENSMPUG00000008401	36.91	17.94	24.42	12.35	42.45	6.4	54.8
ENSMPUG00000008402	91.22	19.46	7.33	1.99	5.64	2.6	58.4
ENSMPUG00000008403	0	0	0	0	0	0	0
ENSMPUG00000008404	6.93	3.47	1.27	11.75	18.13	0.84	0.93
ENSMPUG00000008405	4.36	3.08	93.57	35.74	59.84	2.38	1.28
ENSMPUG00000008406	47.83	13.16	3.56	1.09	3.86	2.73	50.22
ENSMPUG00000008407	1.11	0.68	0.12	0.57	1.9	0.31	4.01
ENSMPUG00000008408	15.34	0.12	3.33	0.58	2.48	0.1	0.85
ENSMPUG00000008409	0.59	0.22	0	0.04	0.1	0.05	217.99
ENSMPUG00000008410	15.31	18.87	25.79	15.19	12.06	15.19	4.99
ENSMPUG00000008411	0.56	0.11	0.07	0.03	0.03	0	110.13
ENSMPUG00000008412	8.56	5.13	5.16	2.75	12.25	1.58	3.26
ENSMPUG00000008413	22.79	32.12	75.28	28.04	99.57	11.48	34.48
ENSMPUG00000008414	27.09	5.06	3.62	2.61	8.97	2.22	13.62
ENSMPUG00000008415	14.62	2.32	15.09	67.99	38.55	0.53	1.55
ENSMPUG00000008416	0.62	0.1	0.09	0.14	0.26	0.08	0
ENSMPUG00000008417	20.34	22.09	11.5	12.26	30.22	7.16	21.84
ENSMPUG00000008418	0	0	0	0	0.93	0.5	0
ENSMPUG00000008419	45.15	27.25	38.15	20.56	31.33	30.23	16.61
ENSMPUG00000008420	5.21	43.02	12.97	3.48	26.63	33.79	0.81
ENSMPUG00000008421	50.75	43.58	54.19	30.17	20.88	42.22	50.79
ENSMPUG00000008422	32.61	26.77	33.29	18.2	24.01	25.24	10.88
ENSMPUG00000008423	16.49	7.44	5.09	4.68	14.06	3.69	6.7
ENSMPUG00000008424	2.8	0.57	0.43	1.39	4.34	0.1	0.18
ENSMPUG00000008425	0	0.76	0.36	0.8	0.97	0.62	0.31
ENSMPUG00000008426	48.62	3.1	2	0.73	11.2	0.66	3.5
ENSMPUG00000008427	1.01	0.66	0.14	0.26	1.54	0.18	5.46
ENSMPUG00000008428	105.43	262.17	129.45	62.68	87.88	291.29	91.65
ENSMPUG00000008429	9.56	6.59	59.43	12.78	48.9	3.52	2.12
ENSMPUG00000008430	445.43	3.37	2.43	2.19	2.41	0.62	22.91
ENSMPUG00000008431	8.52	3.79	3.17	0.83	6.54	0.97	3.76
ENSMPUG00000008432	0	0	0	1.26	0.67	0.21	575.23
ENSMPUG00000008433	70.84	60.01	66.75	20.82	30.01	63.07	100.79
ENSMPUG00000008434	133.31	39.49	68.81	33.57	60.15	31.03	231.64
ENSMPUG00000008435	54.31	20.07	20.51	11.94	22.69	21.4	24.88
ENSMPUG00000008436	0.75	0.06	0.06	0	0.36	0.44	110.6
ENSMPUG00000008437	22.48	8.49	4.12	3.57	13.3	3.41	6.73
ENSMPUG00000008438	0.15	0.65	0	0	0.13	0.54	3.63
ENSMPUG00000008439	0	0.15	0	0	0.13	0	0.12
ENSMPUG00000008440	27.68	15.32	40.62	18.54	39.18	6.84	21.91
ENSMPUG00000008441	4.31	1.43	2.03	3.56	6.72	1.78	613.44
ENSMPUG00000008442	14.59	9.05	4.39	5.25	10.9	2.98	13.28
ENSMPUG00000008443	33.58	33.15	26.98	22.71	21.18	32.74	13.51
ENSMPUG00000008444	30.13	16.44	28.93	18.53	22.16	11.05	34.68
ENSMPUG00000008445	11.33	16.77	13.5	10.72	34.09	3.91	27.76
ENSMPUG00000008446	28.87	30.39	77.87	17.95	22.72	34.42	3.69
ENSMPUG00000008447	20	16.44	19.62	8.62	13.42	7.55	10.01
ENSMPUG00000008448	24.43	27.92	35.56	18.73	23.4	30.39	37.39
ENSMPUG00000008449	0	0	0	0	0	0	0
