Ens.ID	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver	TPM.kidney
ENSGALG00000012617	8.483222	0.980305	8.805603	8.184103	14.908876	30.549893	23.194872	10.711607	11.836964
ENSGALG00000012618	12.619409	0.076485	2.001796	0.268494	3.872654	2.948359	4.176569	0.216119	2.296327
ENSGALG00000012619	240.533734	4.965811	18.71962	37.224542	17.799836	39.234983	18.112764	2.295792	8.349384
ENSGALG00000012620	5.417169	0.789231	6.356409	2.269189	6.728027	8.208988	5.391722	1.008573	4.741765
ENSGALG00000012621	7.653157	0.866234	6.188064	5.878724	7.424543	13.749075	12.800171	3.696244	5.379136
ENSGALG00000012623	11.826237	0.036896	1.380892	0	3.956292	1.54896	0.011879	0.009844	0.14519
ENSGALG00000012624	9.226017	18.384919	6.075856	33.253383	38.010438	42.79203	32.741114	6.514025	21.351492
ENSGALG00000012626	4.758075	0.411735	2.501898	2.00787	7.277223	13.052999	8.388219	3.598534	4.948737
ENSGALG00000012627	199.764415	1.413233	5.029948	8.141075	25.339979	19.734566	12.814384	2.64382	6.127399
ENSGALG00000012628	61.283143	1.290304	6.061838	0.956183	3.657683	3.070654	7.773598	0.297522	0.359675
ENSGALG00000012629	28.842011	0.426482	6.437977	3.128799	6.566085	7.154692	3.85834	0.701707	2.262206
ENSGALG00000012631	23.556811	2.950007	14.718207	13.167279	18.352514	13.232012	27.501258	11.400103	12.06403
ENSGALG00000012634	26.063921	1.331151	13.982099	3.016868	16.41795	20.053072	19.223352	5.968984	9.852759
ENSGALG00000012635	9.761098	4.781359	5.685	0.244588	5.549132	11.151345	31.888579	2.129931	2.431233
ENSGALG00000012636	9.44602	1.369692	3.611677	8.820663	6.58702	4.509258	3.406382	5.742509	12.234633
ENSGALG00000012638	110.209736	9.275482	37.372544	53.721137	37.444391	38.32955	58.081903	25.969315	20.716603
ENSGALG00000012639	7.497775	0.842481	4.149764	9.822214	4.909808	2.895301	2.646908	11.223083	9.409248
ENSGALG00000012640	50.970775	4.234442	10.714092	17.359825	33.135142	23.511012	31.972522	8.961614	14.926486
ENSGALG00000012641	17.518026	0.236066	0.807898	6.868448	7.422011	1.174588	0	0.40588	109.696697
ENSGALG00000012642	17.075076	1.975264	9.875368	3.710808	51.86034	15.26137	19.939793	9.095674	14.815077
ENSGALG00000012644	2.075063	1.114047	8.634746	34.887725	49.41636	2.005214	0.342341	0.117426	4.832368
ENSGALG00000012647	6.469432	0.003117	9.745334	0.024926	0.314446	0.023435	0.048827	0.005762	0.057758
ENSGALG00000012650	23.330778	2.377975	16.027259	1.294411	39.849315	22.206176	15.416301	18.37848	43.288772
ENSGALG00000012652	28.870272	4.488673	15.290406	6.461709	2.912077	0.865984	1.952562	0.02732	4.523995
ENSGALG00000012653	26.137369	1.904916	10.262474	9.345228	15.881957	21.55757	32.647054	5.483851	9.864996
ENSGALG00000012654	16.386726	0.629729	4.922109	48.699127	6.72928	12.504629	22.062548	0.530731	1.479152
ENSGALG00000012655	14.10378	1.235556	8.385487	6.875328	5.77609	6.147269	8.754587	3.418585	4.143918
ENSGALG00000012656	9.793409	0.633117	8.64762	2.818224	6.816809	11.568254	10.667833	3.329098	5.385793
ENSGALG00000012657	0.861278	0	5.562482	0	0	0.010296	0	0.051348	4.899412
ENSGALG00000012658	7.306577	2.425006	16.315137	18.190588	25.566451	39.614788	37.263845	9.959294	17.190627
ENSGALG00000012659	103.281372	6.778506	23.110601	6.20686	48.312636	44.300092	72.542018	9.216429	25.356736
ENSGALG00000012660	1.921384	0	11.837407	0	0.034269	0.117294	0.021023	0.094544	0.499449
ENSGALG00000012662	6.614962	2.229385	53.787247	16.307511	5.435128	28.064305	35.340061	14.780547	50.330335
ENSGALG00000012663	22.802182	3.49615	46.084526	16.24635	13.738481	7.872592	11.543152	47.26959	45.760654
ENSGALG00000012665	11.173101	1.893658	23.071656	3.146623	37.693027	33.073135	23.876309	13.611373	13.166888
ENSGALG00000012666	8.877215	0.08226	2.273312	0	0.290826	0.278261	0.926217	37.85822	7.422268
ENSGALG00000012667	6.340345	2.841528	2.869895	10.935913	4.853721	4.140543	6.237366	3.76568	5.189686
ENSGALG00000012668	0.170081	0.006554	2.093741	0	0.224311	4.478626	0	2.16564	26.318377
ENSGALG00000012670	36.834558	32.059403	136.39751	12.972865	5.567648	27.157254	0.280254	18.26688	10.273231
ENSGALG00000012671	0.898944	0.270875	2.602043	0	0.320949	1.401672	0.382575	0	0
ENSGALG00000012674	10.232046	0.866207	4.350553	8.715069	5.569456	7.887114	8.656006	2.533137	4.91996
ENSGALG00000012677	11.366037	3.825851	6.501248	10.000283	7.662627	7.483862	9.666167	3.971468	5.007408
ENSGALG00000012680	5.516232	0.177742	4.970647	4.889302	5.033751	3.273573	6.548648	0.932765	1.048625
ENSGALG00000012681	2.399183	0.097238	6.182866	0.431011	31.899209	22.321897	18.441523	0.564219	4.057004
ENSGALG00000012683	1.100697	0.218293	0.554593	0.21063	0.587861	2.65	6.864154	0.328217	0.828792
ENSGALG00000012684	16.624881	3.713458	10.344503	18.530432	24.44866	21.749146	40.856374	7.741094	15.175517
ENSGALG00000012685	2.629034	0.201891	21.945092	2.221819	6.957273	10.570084	21.155025	1.645698	5.296282
ENSGALG00000012687	27.773689	15.544301	26.932622	8.200998	30.261419	26.929977	54.911928	15.695163	27.295106
ENSGALG00000012688	4.598696	1.275799	6.694881	1.990889	3.957539	3.309737	6.778299	2.031461	4.511715
ENSGALG00000012689	7.853055	2.739025	7.275276	3.772058	11.84017	12.819133	12.249752	4.83435	4.823097
ENSGALG00000012691	13.255465	16.145613	4.416212	87.88931	0	0	0	0	0
ENSGALG00000012692	15.881131	36.979143	18.823794	26.233674	25.060032	12.356391	18.164563	29.624705	21.832076
ENSGALG00000012694	28.019798	4.132356	29.250832	12.879914	16.793118	27.819239	42.556865	15.996672	16.7133
ENSGALG00000012695	49.219452	16.878941	19.851232	17.340769	33.529449	36.824591	64.352379	24.338758	21.525219
ENSGALG00000012696	94.50292	4.805518	30.94529	28.821197	29.435133	28.259748	36.844899	11.338818	12.822416
ENSGALG00000012697	2.825558	7.4e-05	5.806715	0.836194	8.33	7.223847	8.524378	5.601973	2.794531
ENSGALG00000012699	3.782245	0.782364	4.353069	3.260663	5.704821	4.926945	7.30827	3.31825	12.949953
ENSGALG00000012700	4.466017	0	6.054543	0	0.132773	0.673723	0	0	0.141876
ENSGALG00000012702	12.554378	1.813211	39.415344	7.232362	15.941973	25.306698	39.806235	7.374554	5.495737
ENSGALG00000012703	11.24998	2.830543	26.819321	9.652696	11.157961	11.411327	16.817348	9.091376	11.347675
ENSGALG00000012704	10.977596	10.306184	18.114668	10.887561	35.379304	68.659343	82.532145	26.553236	23.784664
ENSGALG00000012705	185.399195	7.99685	27.046564	43.028406	41.708374	13.258379	27.218116	15.140698	20.023257
ENSGALG00000012709	28.276447	0.580336	14.697755	2.155572	10.623016	15.775116	20.313845	4.29138	4.77798
ENSGALG00000012710	13.815878	1.105493	625.71945	0	183.401712	6.352016	3.006317	0.43793	22.160342
ENSGALG00000012712	3.258439	53.921425	3.87817	307.673069	7.74712	27.533163	6.627838	1.640387	1.067265
ENSGALG00000012714	42.590102	1.908178	18.576866	2.844833	31.330149	28.646594	14.223916	15.769097	22.41115
ENSGALG00000012715	10.661781	26.661777	269.085756	297.264238	77.913653	22.069901	2.765611	0.501537	1.986568
ENSGALG00000012717	37.911205	7.857323	17.612635	20.988212	29.062107	22.761225	39.144182	23.877771	18.363973
ENSGALG00000012718	4.899435	3.32887	13.238121	10.871416	15.468631	19.561176	23.407456	4.983343	9.997625
ENSGALG00000012719	5.299741	0.902377	1.114587	1.742185	3.41275	4.176038	0.833299	0.315983	0.896221
ENSGALG00000012720	21.387357	2.474968	17.872555	15.356728	17.776019	40.058002	29.757482	8.185803	12.744039
ENSGALG00000012721	90.43812	12.613863	26.269143	18.416307	54.170212	137.518075	77.503118	22.937648	27.693744
ENSGALG00000012722	5.078662	0.332131	5.542435	2.204633	6.706953	7.150636	8.956868	2.097544	3.739372
ENSGALG00000012724	65.954012	3.835194	7.616716	15.459274	7.714846	32.475721	14.895837	4.543128	5.176407
ENSGALG00000012726	551.825552	21.60717	157.189583	101.659446	197.543089	184.868689	305.655805	273.517851	151.718251
ENSGALG00000012730	10.221096	1.377481	35.145901	5.191208	2.639515	14.809718	21.202618	2.107095	1.363463
ENSGALG00000012731	38.926003	2.784338	16.519484	7.293492	9.736931	11.528455	10.937846	4.820324	7.159877
ENSGALG00000012732	6.202891	0.035614	88.878651	0	0.248646	0.424072	3.555306	0.620801	1.753551
ENSGALG00000012734	10.423814	0.726436	26.390845	38.963495	8.317061	6.108303	4.012866	3.837865	7.278055
ENSGALG00000012735	5.142194	0.558199	0.806035	0.154091	2.545484	6.102362	5.572196	0.606906	1.16293
ENSGALG00000012739	10.075874	1.699832	11.935727	4.739382	10.024532	20.455522	22.462723	8.43288	4.908391
ENSGALG00000012740	0.46581	0.011622	1.151466	0	0.340033	2.093392	3.827249	0.776128	1.637782
ENSGALG00000012744	21.280217	0.097178	18.709812	1.051802	0.940458	1.541523	1.801002	0.270352	0.582856
ENSGALG00000012747	6.727282	0.559391	9.32544	0.924644	49.504578	18.942753	37.003401	5.333384	5.39579
ENSGALG00000012748	1.606168	0.010159	188.638322	0.040759	0.437822	0.128821	0.435935	208.432139	0.195124
ENSGALG00000012751	1.883066	0.022882	0.099277	1.958723	0.319699	0.523691	5.97199	8.531601	0.388875
ENSGALG00000012753	15.773566	2.776461	11.929376	4.669913	15.087722	27.183145	40.849648	10.120534	8.014357
ENSGALG00000012754	0.228926	0.010365	0.113254	0.008998	0.117698	0.030452	0.035675	264.014791	7.630232
ENSGALG00000012755	0	0	0.276876	6.249826	0.517494	0.033841	1.108884	5.587303	0.040051
ENSGALG00000012756	2.045614	0.010994	0.195546	0.164507	0.864166	0.304668	0.471965	0.074111	0.145148
ENSGALG00000012757	0.061247	0	1.088985	0	0	0	0.097639	0	0
ENSGALG00000012759	29.39746	5.500121	13.751019	12.121295	17.331743	17.711801	21.623537	9.767342	12.344253
ENSGALG00000012760	13.287277	4.100577	21.257197	10.986371	19.806241	29.373668	23.980136	6.894211	13.418067
ENSGALG00000012761	21.200993	0.549801	0.528669	0.614369	14.587758	44.376969	12.894977	3.492231	1.309917
ENSGALG00000012762	2.412349	0.00248	0.234961	0.009808	0.02159	0.018815	0.00564	0.018506	0.073437
ENSGALG00000012763	5.030833	0.873753	10.937948	23.8329	32.275423	57.35653	30.399486	12.102412	39.910104
ENSGALG00000012766	172.741773	1.006967	2.56585	3.270899	4.721256	7.091468	4.451485	0.703702	2.057874
ENSGALG00000012768	1.418794	0	0.489508	0	0	0	0	0.020548	0
ENSGALG00000012769	52.704561	2.385375	28.718492	13.076364	26.864405	37.131983	29.165706	5.108083	7.169176
ENSGALG00000012770	48.330499	12.125009	15.157609	57.727325	12.017778	5.257598	5.424535	17.323908	7.015352
ENSGALG00000012773	120.895516	0.127474	0.06463	0	1.11288	0.709597	5.311711	1.162022	0.391553
ENSGALG00000012775	68.019145	0.107115	0.035063	0	0.121822	0.852552	0.055036	0	5.23912
ENSGALG00000012778	9.006886	0.701531	10.660764	1.597351	11.086642	10.393674	11.479203	4.221398	7.002891
ENSGALG00000012780	3.563377	0	0	0	0	0	0	0	0
ENSGALG00000012781	15.799669	8.329991	77.237059	29.821235	29.789673	23.487845	32.266743	10.531496	18.186227
ENSGALG00000012782	44.58069	6.935303	15.186753	22.581844	22.390017	31.430527	29.082868	19.092063	27.349329
ENSGALG00000012783	2.011126	0.02809	0.213229	608.890696	0.304229	0.342121	0.258921	0.049907	0.224113
ENSGALG00000012784	38.850429	2.806587	14.806703	7.446425	109.554751	39.841041	114.198229	8.044689	7.764434
ENSGALG00000012787	14.672414	1.308358	3.523051	5.190615	33.425269	79.459431	4.322078	11.687791	2.658351
ENSGALG00000012788	261.044034	2.513861	5.388521	4.337625	34.609339	46.977783	52.045571	12.244475	8.72505
ENSGALG00000012790	16.250046	16.043169	9.370811	0.017642	78.185537	33.192218	0.334438	2.156852	2.113492
ENSGALG00000012791	10.828381	0.084418	1.507471	0.074651	7.422343	6.746645	27.933048	5.083851	1.1428
ENSGALG00000012792	140.055748	24.513355	42.972565	99.832837	50.750415	121.476415	68.100057	134.026819	99.387074
ENSGALG00000012795	100.64004	7.458038	20.345508	24.67337	17.953937	29.857381	36.906574	10.035022	13.81258
ENSGALG00000012796	20.748188	0.385813	23.330125	0.78537	4.95243	12.953196	5.632601	1.084498	5.446779
ENSGALG00000012798	84.360166	16.50649	101.253816	59.617278	126.611883	115.456065	130.778492	136.361547	97.028798
ENSGALG00000012799	16.172682	1.168537	2.044167	6.610474	10.742008	21.638436	17.828774	7.04473	11.34749
ENSGALG00000012801	1.39017	3.87637	4.41694	8.028739	19.129583	39.382644	52.361986	46.792148	3.040596
ENSGALG00000012802	4.279888	1.077668	3.364342	3.285012	1.937889	10.338108	10.877218	1.171767	0.497996
ENSGALG00000012805	20.340231	6.412335	14.252334	7.499452	13.306466	8.847518	11.459391	8.193775	12.263501
ENSGALG00000012807	6.058091	1.937515	5.685459	1.671058	7.049755	4.266525	6.473407	4.276432	3.832206
ENSGALG00000012808	1.609165	1.661681	6.726206	5.335845	5.804107	7.491927	9.659726	1.994807	2.595756
ENSGALG00000012809	20.734469	18.616923	21.23203	34.243546	45.974295	19.454088	28.378417	120.485488	60.046859
ENSGALG00000012812	3.701079	0.060051	0.139243	0	0.317497	2.943238	0.132661	0.08103	0.685337
ENSGALG00000012813	35.969147	5.889623	26.824859	26.637987	31.963195	44.406998	74.542008	16.344485	18.315671
ENSGALG00000012814	2.707081	4.532525	10.176622	3.123215	17.494726	32.97134	13.443536	16.891373	3.899815
ENSGALG00000012816	20.750065	0.501661	28.613103	15.788889	14.504089	20.530797	8.514035	27.796499	4.555423
ENSGALG00000012821	31.361484	2.931586	649.010627	211.581281	15.178835	192.572125	23.509887	3.967591	30.661758
ENSGALG00000012823	23.391978	3.724453	10.122805	26.239781	6.835108	113.621973	43.220926	8.737083	6.967089
ENSGALG00000012824	1.868688	1.738996	2.719529	5.354194	1.822546	3.291705	1.491743	22.112905	36.934224
ENSGALG00000012827	2.449283	1.128542	11.831748	3.504551	29.952421	31.115293	38.484812	3.269508	8.123633
ENSGALG00000012830	0.49738	0.259379	0.382543	0	30.394886	13.410417	35.944532	0.575049	0.700578
ENSGALG00000012833	79.379593	33.924752	67.095992	51.568195	64.520729	63.695822	96.755559	34.807886	54.00614
ENSGALG00000012834	0.225142	1.169947	4.039055	4.032797	2.960784	3.019866	2.76468	477.152272	0.422061
ENSGALG00000012835	1.317028	0.130426	1.32318	0	1.589265	1.755369	12.675098	0.382163	135.940971
ENSGALG00000012836	117.673005	2.503677	3.992154	1.625928	27.699176	15.245632	18.358579	3.069726	1.899187
ENSGALG00000012837	16.489127	0.660354	19.852508	6.011269	10.638907	14.921786	12.664135	3.573517	6.127669
ENSGALG00000012843	12.569938	2.125682	18.87838	30.050234	176.889098	24.948835	23.593416	2.432683	10.488177
ENSGALG00000012845	0.956305	0.919208	0	17.319822	0	0	0	0	0.014694
ENSGALG00000012847	11.139435	0.860336	21.969697	3.003756	1.120357	1.997742	1.050923	58.672241	89.437213
ENSGALG00000012848	21.468595	0.960025	4.279476	11.720529	10.463781	39.653785	27.864526	5.362069	10.316289
ENSGALG00000012849	6.073944	2.115602	17.454019	7.017038	13.795171	13.311992	8.284665	8.300237	16.233684
ENSGALG00000012850	8.688636	0.627125	1.174604	1.713369	5.589675	5.632747	2.483167	1.273428	24.169788
ENSGALG00000012852	48.577861	19.06681	123.210639	70.090001	100.84055	66.362074	125.279287	50.452799	58.764501
ENSGALG00000012856	20.229608	2.17077	6.728752	7.775773	9.402407	8.270771	14.611689	9.010148	5.355422
ENSGALG00000012857	10.80581	22.44159	32.930506	6.653111	7.178902	67.911229	68.090019	12.662599	5.546413
ENSGALG00000012860	63.788412	3.59941	29.949952	2.343938	20.34419	23.477143	31.585852	11.354334	23.195452
ENSGALG00000012863	15.564494	1.732009	14.22486	1.144982	8.614131	5.278275	8.443987	12.281715	6.143089
ENSGALG00000012865	24.220589	0.717268	2.927267	0.784221	4.03163	14.19477	14.009945	2.222694	2.990347
ENSGALG00000012866	129.995875	4.141373	10.217924	16.347541	94.320812	38.998826	43.528392	8.739312	16.891824
ENSGALG00000012869	1.997268	0	0.05502	0	0	0.012304	0.043548	0	0
ENSGALG00000012870	15.398436	13.177371	42.97039	21.042262	11.780382	12.605544	16.632269	10.835289	14.627306
ENSGALG00000012872	0.633397	0.136861	0.033232	0	0.189839	5.616206	8.218093	0.52911	0.170481
ENSGALG00000012873	1.03563	0.024978	0.58364	0	10.260823	4.486332	0.196017	0.025237	0.385646
ENSGALG00000012874	7.350373	0.937648	75.761514	1.407809	22.793184	20.450636	33.895492	6.575277	22.394228
ENSGALG00000012875	3.185273	0.014675	0.537271	0	0.110175	0.334905	0.216833	0.035917	0.114652
ENSGALG00000012876	19.859919	23.76023	39.355926	36.979471	62.706398	31.981688	70.12156	42.935004	41.886893
ENSGALG00000012877	4.982678	0.593143	7.211875	2.781687	20.555419	29.280099	41.339888	8.64789	16.981862
ENSGALG00000012879	31.053323	3.304786	22.277134	12.672882	40.976766	37.313156	35.073426	9.851056	24.355013
ENSGALG00000012882	7.256847	0.341605	10.433822	5.837551	10.270438	7.340672	4.923972	14.118366	15.443381
ENSGALG00000012885	5.075211	1.391565	15.389982	1.531952	14.812246	16.198024	35.819436	1.481148	14.379031
ENSGALG00000012886	4.754157	0.343982	0.03081	0	20.0482	5.345859	0.192935	5.307887	14.534074
ENSGALG00000012888	8.217829	3.123443	51.295456	0.699454	25.542272	22.941185	10.671237	21.645888	16.437688
ENSGALG00000012889	61.947531	0.899372	10.25995	8.391294	9.547159	14.605882	15.405128	5.179076	5.45763
ENSGALG00000012890	3.304354	0.036315	27.665952	0	0.073453	0.11086	0.191335	0.017036	0.025761
ENSGALG00000012891	7.277389	1.250486	2.477541	2.009324	30.297266	12.031518	11.582557	11.563031	8.345273
ENSGALG00000012894	8.174684	14.559997	2.254226	0	11.423062	0.098456	1.150642	39.169223	0.082591
ENSGALG00000012898	3.745918	0.73991	16.295745	2.462855	7.527332	10.600752	10.195354	4.483244	6.087926
ENSGALG00000012903	5.954723	0.666492	4.47767	3.359948	5.456756	4.186602	5.359321	5.014118	8.993895
ENSGALG00000012906	0.582148	0.108997	8.156899	0.956719	0.250126	0.220877	0.115439	0	0.115674
ENSGALG00000012907	0.096763	0.030236	1.731209	0	0.12543	0.148939	0.022662	0	0
ENSGALG00000012908	0.062845	0.016423	0.104582	0	0.119768	0.024952	0.00744	0	0.867592
ENSGALG00000012909	20.87668	1.840532	11.555352	10.089512	7.552999	6.573219	11.257929	4.291024	5.554527
ENSGALG00000012911	0.007792	0.271388	7.13329	0.077943	0.126781	0.080119	0.007205	0	0.022073
ENSGALG00000012913	2.267758	17.310171	2.78474	0	28.830869	3.256775	0.183992	0.089388	1.011602
ENSGALG00000012914	3.784624	0.416841	2.418419	1.476038	4.006923	3.759296	5.860311	1.487079	1.971301
ENSGALG00000012915	25.262893	0.315727	11.257441	3.982969	13.750121	8.274496	17.274173	2.731977	3.131866
ENSGALG00000012916	9.009612	0.581598	9.264187	2.490974	5.384008	6.577322	9.143015	2.399607	4.01808
ENSGALG00000012917	2.209481	0.060953	8.180287	0	5.053834	1.296053	0.475307	0.041203	3.811732
ENSGALG00000012919	16.512431	5.389109	7.085305	4.936385	7.972148	6.38449	9.056996	8.969809	6.917449
ENSGALG00000012920	0	0	0.20255	0	0.266121	0.037461	0	0	0.21794
ENSGALG00000012921	21.295173	4.604315	6.777378	9.923139	60.613688	42.955764	57.285402	10.311608	15.197695
ENSGALG00000012923	0	0.018318	24.498102	0	0	0	0.006739	0	0
ENSGALG00000012927	0.165065	0.742188	32.042529	0.586168	0.146933	0.065783	4.50615	0.050238	2.801036
ENSGALG00000012928	0	0	0	0	0	0	0	0	0
ENSGALG00000012929	126.555544	8.50392	83.485206	28.26485	40.865797	32.797577	42.405567	20.651399	35.687299
ENSGALG00000012932	1.258525	0.248923	6.090373	0.079544	6.330629	8.052161	24.219688	0.957153	10.062777
ENSGALG00000012934	4.293933	0.24257	19.568373	0.007418	0.829068	4.228463	0.755714	0.039416	0.575942
ENSGALG00000012936	5.341865	0.740543	5.169797	2.662319	7.232211	17.829433	17.760887	2.774238	8.284719
ENSGALG00000012938	24.423164	0.523447	11.065473	5.114156	2.928272	2.887587	3.987245	1.295588	1.24129
ENSGALG00000012941	0.014585	0.029818	2.940408	0.047587	0.01647	0	0.002781	0.009376	0.069957
ENSGALG00000012942	0.237488	0.001172	6.9663	0.036274	0.968022	0.27051	0.250253	0	0.022407
ENSGALG00000012944	12.382456	6.204884	26.690679	2.287239	7.509616	2.441009	9.850371	12.204584	7.198351
ENSGALG00000012946	13.936147	1.402049	5.804231	5.111887	22.236511	21.916107	61.736297	2.721218	7.369126
ENSGALG00000012947	32.682459	1.923936	5.846716	1.178163	2.974915	8.06462	2.675767	1.1205	6.553225
ENSGALG00000012949	9.552971	0.042067	0	0	0	0.113904	0	0	0.120509
ENSGALG00000012950	2.728444	0.024603	0.043676	0	0	0.010253	0.035485	0.007373	0.010891
ENSGALG00000012952	70.384623	6.176675	933.87605	11.277854	71.462327	469.36369	588.474508	329.155245	11.373031
ENSGALG00000012953	89.988828	0.731062	19.827769	18.689995	9.998763	15.523244	17.648204	7.995654	12.052722
ENSGALG00000012954	13.079604	0.459008	9.346065	0.430423	20.217182	53.004043	9.545733	8.72206	9.462634
ENSGALG00000012956	12.34986	2.873604	12.000371	1.450112	6.321683	43.798533	11.789068	2.141323	2.090575
ENSGALG00000012958	12.335827	0.597698	3.169961	0	2.72599	2.021109	1.456315	0.022519	0.560344
ENSGALG00000012964	18.959411	12.813545	16.604212	36.522122	36.226957	17.086507	36.430653	41.522846	1.556235
ENSGALG00000012965	7.703753	0.512746	36.326777	1.441487	46.361505	21.312166	43.026148	1.888936	16.96194
ENSGALG00000012966	26.836912	1.253487	15.13653	16.385433	28.76326	40.121873	44.297387	8.6418	10.281723
ENSGALG00000012968	30.886301	6.037761	14.621323	26.576467	22.311586	37.897332	38.47337	13.771887	19.772878
ENSGALG00000012969	20.20453	1.749912	3.557346	0.4459	4.446642	12.922655	26.17389	0.882293	1.379181
ENSGALG00000012971	22.134087	0.068009	0.875872	0.466549	1.093121	2.417614	0.397847	0.114472	0.300733
ENSGALG00000012973	0.128748	0.008496	0.09362	2.266859	0.725532	0.465277	0.408273	9.989124	0.705474
ENSGALG00000012974	41.047951	4.832607	17.304521	9.890428	17.090587	34.746051	26.448658	8.147102	11.072159
ENSGALG00000012975	1.38251	0	26.671762	0	0.063566	0.062597	0.018762	0.050373	0.034262
ENSGALG00000012978	1.199813	0.343165	7.576531	3.620118	4.327274	9.26752	12.809723	2.5302	2.40406
ENSGALG00000012979	5.892666	1.024839	24.972183	9.307153	11.70693	21.207559	13.024375	1.859783	2.844977
ENSGALG00000012984	1.917785	0.00944	0.119731	0.236773	0.508256	0.01317	0.008757	0.035965	0.015513
ENSGALG00000012985	5.33215	0.088896	6.694945	0.150115	0.129304	0.559351	0.167419	0.118193	6.362722
ENSGALG00000012986	39.911785	1.019897	7.734768	4.371269	8.387799	18.205899	22.337374	3.146892	7.875896
ENSGALG00000012987	38.639414	0.229625	0.841161	0.471364	1.930764	2.397646	2.033069	0.729387	1.49964
ENSGALG00000012988	3.835915	0.874782	1.307769	4.864424	3.157614	36.092913	0.680188	0.14569	25.461289
ENSGALG00000012989	33.554521	2.401985	60.325019	0	1.355757	1.458026	0.061094	0	0.157418
ENSGALG00000012992	132.510998	4.286029	29.372373	44.335928	30.179138	39.7896	61.95993	12.604254	59.788286
ENSGALG00000012993	62.204698	17.703135	12.904322	17.992965	16.664985	13.943746	30.278088	6.242286	25.839952
ENSGALG00000012994	18.066961	2.206568	6.75889	4.592098	3.321478	6.992931	5.13489	2.687132	4.23542
ENSGALG00000012997	0.781296	0	0.314057	0	0.014475	0.515027	0.086144	0	0.047274
ENSGALG00000012998	6.557257	1.073775	2.930067	8.998938	0.919061	2.455788	10.243783	15.471287	4.664565
ENSGALG00000013000	158.644918	26.208324	38.597996	76.241518	109.61851	90.871416	76.428525	84.897606	45.215923
ENSGALG00000013001	8.656173	0.083594	56.160379	0.005408	0.649957	4.860037	0.596482	0.600625	4.179708
ENSGALG00000013002	13.383466	3.45099	29.926699	13.086519	122.90067	88.90714	48.921632	155.134757	27.368085
ENSGALG00000013005	18.560944	2.592302	9.048974	3.123708	6.089763	9.570672	12.329762	2.846448	6.304799
ENSGALG00000013006	159.200367	0.454365	4.348299	0	1.398393	7.875971	1.211256	0.22544	2.612423
ENSGALG00000013007	2.215769	0.014569	0.364219	0	0.054753	0.097293	0.180915	0	0.013493
ENSGALG00000013008	1.39785	0.017382	0.328046	0	0.090581	0.043647	0.125303	0	0.012097
ENSGALG00000013010	13.843611	0.510072	4.905628	3.185656	5.968297	4.538251	7.037319	1.513566	2.030269
ENSGALG00000013018	10.09795	5.730125	13.399842	10.247936	9.91348	9.414861	8.945851	8.209868	8.373478
ENSGALG00000013021	70.432621	1.84881	40.213186	32.824473	17.417329	32.542838	30.192248	16.462978	16.20878
ENSGALG00000013022	5.924023	3.722162	19.755848	0.161367	7.215961	2.507262	1.273641	0.114837	0.334784
ENSGALG00000013024	7.963622	0.863641	5.698927	0.872052	11.209046	17.935496	30.268044	4.328188	4.250686
ENSGALG00000013026	10.928264	0.99387	10.092694	11.488302	9.747977	5.565575	6.14877	24.211617	22.856234
ENSGALG00000013031	16.329595	0.663458	3.78607	3.485572	7.365229	9.755913	18.311412	10.760347	6.729193
ENSGALG00000013033	0.166134	0.109357	0	10.326742	18.660926	0.611031	0.03104	115.851922	280.65048
ENSGALG00000013034	4.134025	0.952004	1.787322	2.299034	1.673986	3.313945	9.151475	4.223228	6.74847
ENSGALG00000013035	3.58349	0.028799	0	46.004649	0	0.069974	0	0.052157	55.548552
ENSGALG00000013036	115.39768	21.927207	276.769244	53.437402	108.820278	41.020692	34.745465	29.317708	62.387894
ENSGALG00000013037	41.620576	7.457965	31.115552	80.703687	17.445698	29.330858	13.273675	9.113766	27.829123
ENSGALG00000013039	25.613446	3.020228	8.226959	2.667437	26.802837	24.904437	41.227906	18.931351	17.047664
ENSGALG00000013041	68.139416	16.266735	54.680974	29.110752	37.602736	46.846646	58.658371	26.381701	31.481252
ENSGALG00000013042	2.585096	2.920441	4.310489	15.22393	3.403576	3.686849	4.937695	0.462345	1.010573
ENSGALG00000013043	26.600509	1.816809	3.142623	2.722127	1.951481	29.674489	12.136262	2.742618	3.303944
ENSGALG00000013045	1829.5607	2.787013	0.186544	0.77287	4.401036	12.02613	3.209676	0.135455	7.060926
ENSGALG00000013049	5.751406	7.377569	26.312463	22.956209	12.32267	10.062711	7.975862	5.888986	4.135631
ENSGALG00000013051	1.793669	0.249457	20.034359	0.036698	25.415004	67.591873	49.36419	0.802157	56.875615
ENSGALG00000013053	9.334111	0.737106	6.888334	5.33355	3.309069	3.018143	5.555123	1.594531	3.26306
ENSGALG00000013054	8.392169	0.835732	4.060125	5.860983	3.889185	3.667944	6.893053	2.008659	3.162703
ENSGALG00000013056	0.977741	0.003811	0.883793	18.714774	0.061207	0.014466	0.055859	0.007118	0.024769
ENSGALG00000013057	6.14925	1.013141	3.87815	2.048745	26.078021	14.988372	10.569999	3.100458	2.826119
ENSGALG00000013058	1.419682	0.263077	1.160879	0.370245	1.36584	3.057368	1.14439	0.149223	0.596461
