Ens.ID	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver	TPM.kidney
ENSGALG00000000003	7.515212	0.037955	16.913084	0.009453	2.952644	0.859513	0.242343	0.004431	0.197873
ENSGALG00000000004	27.458417	4.11027	21.800133	20.865727	18.719922	19.618375	23.901309	2.94771	6.550283
ENSGALG00000000011	32.813573	6.43048	17.899716	12.12448	10.17168	9.020997	13.546713	2.263867	5.274064
ENSGALG00000000013	58.521812	5.26131	10.885835	7.050498	18.83304	33.827756	29.706553	12.490277	9.546499
ENSGALG00000000014	10.21038	1.027624	1.637705	0.078928	0.260116	0.552767	0.440909	0.480141	0.468964
ENSGALG00000000017	2.71192	24.856642	11.941726	15.027598	32.272326	13.047733	13.803279	12.78398	9.326934
ENSGALG00000000019	13.039182	3.242043	119.928212	5.28292	11.078019	30.496421	19.804091	7.476945	17.360676
ENSGALG00000000033	134.46523	57.455803	51.797121	54.673759	59.323356	51.237239	64.145987	28.950109	41.608864
ENSGALG00000000038	0.527756	4.880713	0	0	0.082974	0.100812	0.46267	0.023271	0.01485
ENSGALG00000000040	7.45123	158.092096	11.53966	83.495941	35.32752	8.903155	6.506247	172.059306	78.348756
ENSGALG00000000041	163.89495	17.612072	103.74319	17.659965	84.052864	103.610023	193.454368	39.082249	32.442193
ENSGALG00000000043	113.92614	41.793396	128.604079	83.395551	126.944973	122.642517	146.395824	90.259484	67.409815
ENSGALG00000000044	0.421219	0	0.357787	0	0.073064	0.192445	0.009464	0.036759	0.021719
ENSGALG00000000048	2.508639	2.607157	5.936316	0.069666	95.432341	4.131096	6.742111	1.561414	70.935859
ENSGALG00000000049	19.204115	0.067838	42.49471	0.393707	0.240549	0.573338	0.231983	0.061049	0.278599
ENSGALG00000000054	184.416434	42.757366	100.645353	21.675295	43.919859	60.94494	74.997739	96.99906	118.032221
ENSGALG00000000055	50.187155	27.961648	81.292103	47.169036	76.206951	92.722025	93.405618	45.388396	60.944267
ENSGALG00000000056	9.979713	0.421405	4.795104	7.840925	15.124442	10.339966	40.082529	2.976312	0.564251
ENSGALG00000000059	3.06188	0.173711	594.402799	301.194997	3.909666	4.628581	0.243006	0.073601	0.73314
ENSGALG00000000062	13.659252	3.63252	32.101389	14.361335	14.462672	19.954271	18.834395	8.516534	10.401744
ENSGALG00000000065	66.515529	24.767865	53.941256	58.288378	66.406421	63.879592	68.320706	40.736068	34.607972
ENSGALG00000000067	5.243532	1.901124	17.263995	2.306625	18.213614	7.750767	11.381971	194.946683	85.041679
ENSGALG00000000071	8.827804	0.065447	3.446196	1.089497	5.391439	4.902143	6.779796	1.453631	3.556568
ENSGALG00000000075	17.170564	2.82627	16.093178	38.612937	21.50099	32.378924	31.241322	10.201886	13.779761
ENSGALG00000000076	2.521294	8.998426	25.492069	10.755736	12.536787	11.997167	11.527984	12.919253	12.172534
ENSGALG00000000080	34.612755	1.57458	2.209222	0.701037	1.609549	2.094822	3.858565	2.427384	1.084978
ENSGALG00000000081	14.757085	0.134683	0.176351	1.469562	0.772132	1.056969	3.19415	1.645836	0.098057
ENSGALG00000000085	13.310068	2.788281	58.774334	5.832641	83.243496	48.108348	22.727216	13.887057	62.182745
ENSGALG00000000086	81.093621	27.76748	73.900553	50.543266	22.834765	19.802349	25.147362	17.205281	22.115538
ENSGALG00000000091	23.941373	2.732977	12.099731	4.515649	17.76582	22.507839	27.278221	11.579567	19.840978
ENSGALG00000000094	79.9252	10.467164	36.377945	18.030671	17.167303	29.870135	25.887372	10.5252	9.616503
ENSGALG00000000098	0.903765	0.135799	8.278469	0.450802	8.580904	8.006286	3.934021	1.043975	1.737865
ENSGALG00000000099	7.519258	0.53513	1.075213	0.129819	0.515635	0.373129	0.634834	0.067511	0.447408
ENSGALG00000000102	70.827297	0.704054	22.637657	0.04834	8.442523	7.053721	8.730688	0.642079	2.573972
ENSGALG00000000104	2.80733	1.289567	3.250451	0.191709	5.383525	4.03606	3.176231	4.254732	2.936743
ENSGALG00000000106	87.964617	1.444962	15.363926	6.802825	11.148054	18.687264	18.338547	5.491156	6.502303
ENSGALG00000000107	0.260553	1.011681	0.184082	95.207775	1.961855	5.809983	1.547841	0.273359	0.450891
ENSGALG00000000109	13.895213	6.822389	8.211637	8.223758	23.139459	11.844121	23.179772	75.185214	10.691469
ENSGALG00000000112	121.234264	0.320919	841.96483	0	1.192099	0.548211	0.133067	0.061997	0.874357
ENSGALG00000000113	20.622176	0.314051	29.8479	3.375038	4.118955	7.593395	6.938341	2.604998	4.403542
ENSGALG00000000114	0.199581	0	0.074124	0	0	0	0	0	0
ENSGALG00000000115	0.076326	0.22407	0.128478	0	0.089313	3.571382	1.04761	0.329373	0.2388
ENSGALG00000000117	2.613009	7.194564	1.934793	0.541674	13.166821	72.75159	47.886841	5.992476	6.432215
ENSGALG00000000119	0.318223	0.963155	0	0	0	0.399436	0.099166	0	0
ENSGALG00000000120	0.186769	0.01066	0	0	0	0.017907	0	2.604145	0.010018
ENSGALG00000000122	609.390237	272.30092	307.10486	554.036093	935.053858	794.807241	1668.207685	651.632133	551.570737
ENSGALG00000000123	0.195972	0.697848	0	31.7449	0.123703	0.248199	0.049384	0.041859	0.106883
ENSGALG00000000129	49.656438	20.808747	51.901494	25.015272	38.02899	52.72703	48.60062	55.127081	32.745375
ENSGALG00000000132	0.528661	1.770286	1.035913	0.709879	9.875991	12.821292	91.992472	5.501306	1.535667
ENSGALG00000000136	0.268118	0.167698	0.32468	2.102387	1.13288	1.343171	10.687064	0.152329	0.18894
ENSGALG00000000137	41.571759	21.176864	41.699028	46.581095	57.259804	52.061414	59.532637	25.30302	34.955924
ENSGALG00000000139	0.700003	0.328048	0.913982	0	1.904936	4.582346	13.708909	1.855311	0.215827
ENSGALG00000000140	0.220323	0	0.117705	0	0.168546	0.09767	0.23662	0.072601	0.018854
ENSGALG00000000141	35.255412	165.759696	71.475629	43.912432	1425.548933	940.840538	6011.381113	359.377144	114.074282
ENSGALG00000000142	11.388768	5.163202	31.02309	13.878302	54.932131	34.11518	58.456882	54.674666	46.702217
ENSGALG00000000146	55.782748	4.163099	38.577648	13.120916	30.267581	56.887396	80.714791	18.418201	23.106999
ENSGALG00000000149	0.300644	0	0	0	0	0	0	0	0
ENSGALG00000000150	569.989234	314.015148	464.580363	794.436238	1125.112887	901.701719	1819.570724	797.15023	598.291944
ENSGALG00000000151	0.661015	0.15086	0.910978	0.418796	7.995903	2.858322	0.322932	0.466057	0.265165
ENSGALG00000000154	17.219734	0.730484	1.702597	0.066667	34.064157	25.710994	79.195475	10.469371	17.627019
ENSGALG00000000155	0.128606	0	0	0	0	0	0	0	0
ENSGALG00000000156	170.464983	64.657247	118.222256	35.949338	150.014265	447.104509	349.457428	112.990262	81.047471
ENSGALG00000000158	4.358019	4.522945	12.183477	5.187595	126.362871	56.721017	153.058953	8.862396	5.194538
ENSGALG00000000160	65.970782	7.272148	13.000744	8.47017	11.788712	25.01527	26.900025	7.636289	7.222881
ENSGALG00000000161	37.100576	3.154459	27.017046	14.998124	22.793103	12.692322	6.033757	40.856923	82.919311
ENSGALG00000000162	7.048633	23.365486	18.983158	7.955296	430.305829	301.903018	1054.387469	66.757663	29.698936
ENSGALG00000000164	0.465936	1.405992	2.473941	69.663746	0.212124	0.334878	5.714546	0.06402	0.164335
ENSGALG00000000165	43.328895	1.580865	140.953456	2.321006	27.066544	93.49443	63.324546	14.585396	16.359115
ENSGALG00000000166	5.328134	8.913748	12.101981	6.175239	115.630806	99.397214	260.905759	14.83854	9.921626
ENSGALG00000000168	0.697715	3.51794	17.233643	0.365843	0.052212	2.12737	0.989292	0	0.292504
ENSGALG00000000169	153.160976	21.808961	63.044575	68.333198	84.603236	120.622959	124.289676	54.124666	48.216707
ENSGALG00000000171	4.268929	2.233407	22.513546	6.989488	14.515569	15.464479	14.396177	14.021516	7.61857
ENSGALG00000000172	0.88449	0.010321	0.054514	2.219746	0	0	0	0	0
ENSGALG00000000177	4.005123	1.681863	5.909249	3.525917	28.276953	41.244501	15.091285	8.930243	8.11462
ENSGALG00000000178	41.552262	265.848709	59.38731	1053.249346	1078.426877	2255.38602	2569.011217	632.734158	439.034438
ENSGALG00000000181	11.070515	20.507112	6.47476	24.926045	152.666661	171.926835	191.463229	61.765975	35.442257
ENSGALG00000000182	13.945589	7.517118	0.513928	11.665166	33.686116	17.463789	8.938499	3.994892	1.166132
ENSGALG00000000183	14.376665	3.842301	14.308513	3.79151	33.09303	25.555379	28.119793	14.915346	13.048098
ENSGALG00000000184	21.026083	0.045959	1.587662	0.443484	0.530749	17.032022	0.976228	0.04263	0.357071
ENSGALG00000000186	17.063977	4.079572	80.011414	7.11014	9.065424	11.240771	11.756548	5.702858	10.992037
ENSGALG00000000187	32.329746	0.409575	2.023022	0.025387	2.43886	0.863817	0.546504	0.474823	0.271459
ENSGALG00000000188	0.230133	0	0	0	0	0	0.01506	0	0
ENSGALG00000000189	27.592315	1.170939	9.231808	5.119586	12.979626	15.917809	22.986769	4.069091	9.222117
ENSGALG00000000193	11.188202	0.736053	3.535987	0.208133	2.630887	2.947728	4.200997	1.996769	3.218227
ENSGALG00000000194	0.472713	1.000847	6.502918	0.624841	20.09135	2.93862	0.580806	0.049649	0.248982
ENSGALG00000000195	5.103011	0.320363	24.584779	1.609742	4.878208	21.986097	14.500348	3.064856	2.738958
ENSGALG00000000196	160.398193	31.925496	83.74443	69.672132	182.429002	114.995876	189.493197	126.73916	85.482659
ENSGALG00000000199	2.168768	0.5535	1.025776	0.255671	0.313195	3.022857	3.680318	0.373318	0.719246
ENSGALG00000000201	12.671645	5.514524	7.164526	3.806248	15.745854	19.184168	30.720711	11.048852	7.039113
ENSGALG00000000206	1.294037	3.309423	35.274068	3.284734	33.550778	42.387304	147.958809	19.055949	3.864697
ENSGALG00000000208	8.701132	0.27166	7.269217	1.421245	6.110845	22.884143	8.539664	1.416388	4.392671
ENSGALG00000000209	17.355337	24.453929	331.680162	29.158996	42.239994	24.410565	87.565265	49.123474	116.490148
ENSGALG00000000215	5.222124	0.412582	3.39601	1.865268	4.195682	10.321615	9.677355	1.213665	2.469939
ENSGALG00000000217	0.634153	0.026835	77.080887	0	0.596531	0.578119	4.459267	0.038974	0.019224
ENSGALG00000000218	16.905202	4.692926	24.555138	25.531555	21.783932	28.867989	23.389529	12.595612	19.10431
ENSGALG00000000220	114.087726	1.495465	13.738941	3.24553	7.285681	9.671704	9.274717	2.231893	4.366415
ENSGALG00000000221	1.438828	0	0.012419	0	0.022936	0.043205	0.019675	0.015878	0.827385
ENSGALG00000000223	102.017055	17.207615	25.684481	23.431794	69.006069	156.153708	69.824323	49.056966	59.652631
ENSGALG00000000225	1.882468	1.388847	0.842913	0	20.696654	19.604026	17.775399	1.844082	1.004102
ENSGALG00000000226	7.635299	0.546307	13.622448	0.048834	3.347251	12.661111	2.313496	0.493746	2.726561
ENSGALG00000000227	56.341741	15.146103	543.508492	10.741725	80.808378	146.262933	66.200422	10.41245	27.922951
ENSGALG00000000230	111.953099	12.538572	45.449372	32.96217	35.086436	60.263171	69.451088	18.812936	20.721415
ENSGALG00000000231	55.822172	4.515029	113.685039	8.090348	44.655064	93.00434	99.525108	48.610131	68.875575
ENSGALG00000000233	30.047555	4.160011	11.344279	3.391077	16.144619	28.450908	26.687252	7.302152	7.151816
ENSGALG00000000234	16.198813	0.8107	6.97363	1.117245	1.686139	5.918484	4.304426	2.470979	8.918216
ENSGALG00000000235	24.289972	10.570497	70.23458	117.525025	56.479575	66.078361	54.483917	19.881058	30.106424
ENSGALG00000000238	94.725272	13.000302	8.542923	2.718174	105.03318	61.676498	73.5445	26.061238	18.159776
ENSGALG00000000239	34.013007	0.092655	0.056869	1.242492	0.540957	0.226083	1.34944	0.073272	0.143231
ENSGALG00000000241	6.880062	0.827701	41.145466	1.228371	15.95156	10.518518	10.207725	35.542418	6.183279
ENSGALG00000000242	11.170054	0.580178	0.174836	2.596802	0.189404	2.008936	0.053232	0.00559	0.339317
ENSGALG00000000243	23.845862	3.861097	4.052205	4.726769	16.584345	14.569597	31.241455	6.08548	6.157552
ENSGALG00000000244	10.100548	5.836662	83.896537	5.978097	0.983868	1.065921	1.334722	0.805644	0.667031
ENSGALG00000000247	21.568218	3.102109	11.842381	16.856307	17.460092	14.988479	29.723882	5.818465	11.5132
ENSGALG00000000249	8.430701	1.358244	2.559802	54.76675	11.780642	9.740556	27.238288	3.645155	4.133631
ENSGALG00000000251	2.069364	0.782425	0.666276	1.423546	16.604642	13.137884	111.145212	1.783044	1.18326
ENSGALG00000000252	1.333985	0.021414	0.464845	50.792693	0.268025	0.200568	0.193847	28.677132	0.030804
ENSGALG00000000253	30.033703	3.932486	23.222782	20.575972	17.162102	18.110892	20.088458	10.756035	20.72498
ENSGALG00000000255	6.654065	0.367408	3.673204	3.928778	17.039524	12.750351	15.981443	10.953107	8.59424
ENSGALG00000000258	6.080387	0.479378	4.151399	5.446263	6.290245	7.178055	14.410993	2.733238	4.925919
ENSGALG00000000259	65.758646	20.570429	63.210408	22.071332	43.248421	62.206985	62.349059	35.721609	33.218486
ENSGALG00000000264	46.763602	1.748337	30.351887	3.803212	10.323397	21.107941	24.814608	4.712565	8.121998
ENSGALG00000000270	13.553041	59.71518	60.465716	56.548804	67.126539	86.551397	56.209676	65.500994	31.597692
ENSGALG00000000271	15.214111	0.64852	17.369286	4.079964	5.457276	15.259542	16.346358	2.869988	6.861319
ENSGALG00000000272	54.100043	0.174801	0.081352	0	3.001819	4.656129	2.878664	0.287342	0.811192
ENSGALG00000000273	5.598039	0.528261	5.108898	0.90374	7.321612	12.204076	16.845976	2.175934	4.853245
ENSGALG00000000274	1.028067	0.059489	2.069065	0	0	0.021267	0.009035	0.007613	0.016406
ENSGALG00000000275	28.890198	2.614223	10.541141	17.090583	13.943927	25.585133	21.119199	6.795349	12.45756
ENSGALG00000000276	5.764946	0.71499	6.003232	4.816663	5.586986	5.240851	7.721153	2.808235	3.375645
ENSGALG00000000277	6.847035	0.551115	1.24065	0	2.377868	8.508314	3.62695	0.53143	3.306732
ENSGALG00000000280	6.391899	4.501729	7.445591	0.041319	13.503058	5.135788	5.259205	0.538121	9.294756
ENSGALG00000000284	2.36386	21.679209	0	0.995702	15.315453	176.286911	70.617951	10.893486	92.512012
ENSGALG00000000285	38.288071	14.602706	62.293065	30.191349	70.532962	84.423913	68.71298	74.762848	76.205134
ENSGALG00000000287	4.396336	0.021475	0.13761	0	0	1.454109	0.047174	0	0.128828
ENSGALG00000000291	75.362258	14.922973	22.183884	11.651116	27.19173	43.02759	33.029985	17.088709	19.181193
ENSGALG00000000293	1.530923	0.336437	1.914082	0.38575	0.857175	1.11764	1.381159	1270.776923	0.602028
ENSGALG00000000295	23.190231	0.045434	1.634772	0.537851	0.112113	0.903846	0.336349	0.041592	3.023888
ENSGALG00000000296	47.192997	1.315933	10.018757	6.328055	17.416856	23.12986	18.272586	12.581975	25.702079
ENSGALG00000000299	0.332068	0.071765	0.109124	0	0.290501	0.047893	0.002648	0	0.008108
ENSGALG00000000300	47.360118	6.21186	44.865099	20.193149	30.739599	58.863275	42.619221	32.164963	30.818852
ENSGALG00000000302	0.288596	5502.303753	0.059949	8.879896	0	1.557508	0.160081	0	0.012561
ENSGALG00000000304	379.729529	9.075708	18.471441	9.164335	43.907276	33.527428	24.860879	65.623253	29.987657
ENSGALG00000000305	13.777855	1.029503	2.365504	5.222461	2.116926	1.992436	2.724481	1.307637	1.756138
ENSGALG00000000307	27.755143	1.62881	45.860205	23.687244	15.001317	18.327901	6.647701	0.832554	9.191596
ENSGALG00000000308	95.860863	55.734992	25.550658	58.357507	60.522579	44.75891	52.351174	94.119372	30.260582
ENSGALG00000000309	5.383294	0.831642	0.081315	0	84.458572	22.733341	0.083372	4.541464	107.060361
ENSGALG00000000311	8.796944	0.29475	1.017388	0.017254	2.261997	14.003561	5.565445	0.517391	5.441469
ENSGALG00000000312	146.947066	1.345645	25.986356	22.144998	11.038635	28.391548	27.553878	32.331094	10.790871
ENSGALG00000000313	0.778667	74.909793	1.052993	82.802964	0.049439	0	0.108405	0.015106	0.099095
ENSGALG00000000314	19.322137	1.121042	355.729803	0	3.958538	1.09092	3.773961	0.039216	0.252642
ENSGALG00000000316	60.855446	6.526328	8.373552	60.083429	6.299688	6.443366	15.134671	3.185213	5.515326
ENSGALG00000000317	2.894246	0.028297	137.887713	0	0.34372	0.115695	0.178109	0	0.032357
ENSGALG00000000318	28.42626	13.114159	10.410882	1.733279	1268.36059	326.387484	218.127808	22.572656	26.144467
ENSGALG00000000324	12.585776	1.188855	4.781718	1.361594	7.794049	12.341185	24.527288	6.855847	5.756463
ENSGALG00000000327	3.401577	0.035317	0.224391	0.05356	0.052452	0.092852	2.762242	0.002417	0.164983
ENSGALG00000000329	34.247354	10.754545	295.852698	23.453595	76.753154	70.780553	85.731357	142.822806	70.374507
ENSGALG00000000332	28.574457	3.772571	10.462276	5.74301	9.447097	10.190477	20.416044	84.020475	7.235874
ENSGALG00000000336	35.505754	50.154852	73.32489	72.750332	70.994686	35.577512	33.85005	5.732499	9.954504
ENSGALG00000000337	0.553969	0.156251	296.2076	0	6.585334	0.670061	0.389924	0.022867	0.016627
ENSGALG00000000341	0.082838	0	0.105539	0	0	0	0	0	148.574857
ENSGALG00000000346	7.734532	8.656987	17.044054	52.344569	38.771357	34.182793	71.417183	15.048522	21.779404
ENSGALG00000000349	321.530177	94.684662	125.673149	128.207386	104.562061	101.75298	96.176158	76.148961	67.858723
ENSGALG00000000352	21.788597	11.175617	13.684114	13.795663	13.609467	12.824059	16.690517	11.995043	14.034647
ENSGALG00000000353	1.111624	15.783699	0.165422	186.433975	4.053343	0.185191	0.266451	0	0
ENSGALG00000000356	10.713448	1.14639	6.586372	2.961896	14.239282	10.111496	34.394511	11.416093	40.972316
ENSGALG00000000357	0.428312	0.088333	0.049433	0	31.55426	88.755844	1.114944	0.595025	19.964659
ENSGALG00000000360	8.60795	2.907305	20.382573	12.995905	26.599674	40.52827	54.486861	13.766933	16.888773
ENSGALG00000000362	6.309137	3.856627	64.250017	0.69208	5.27779	10.98856	13.929329	1.82748	2.180239
ENSGALG00000000363	23.301247	5.706889	5.382857	3.633328	30.264705	41.897039	38.460431	19.969548	14.101635
ENSGALG00000000364	1.16316	0.315027	3.078708	0	2.617148	0.495412	0.259908	0.042749	4.959912
ENSGALG00000000365	0.698635	0	0	0	0	0.111852	0.049763	0	0
ENSGALG00000000366	7.858252	1.416862	4.522482	6.241656	82.436467	38.800679	110.978292	8.979366	39.376072
ENSGALG00000000367	13.735455	0.05077	23.389281	0	1.404177	0.772192	0.46609	0.270476	0.34523
ENSGALG00000000368	6.786265	0.443824	8.837113	1.63397	2.543031	9.356088	9.623845	0.175301	1.451816
ENSGALG00000000371	0.501647	0.022594	22.474422	0.016523	0.594674	0.383797	0.163829	3.881433	0.169068
ENSGALG00000000372	521.196026	53.535264	93.850278	152.28774	289.861661	207.122302	489.625131	59.130337	77.456384
ENSGALG00000000373	153.808542	4.678223	8.795364	2.367415	9.327136	15.882558	9.531046	3.460224	2.990991
ENSGALG00000000374	5.451349	13.448347	17.566432	2.74947	35.287515	21.453481	43.353773	88.636653	34.229873
ENSGALG00000000377	148.545384	28.308442	66.167914	85.600885	121.810417	119.374191	204.032595	53.432676	65.144799
ENSGALG00000000378	136.66032	3.192123	2.88498	1.471146	13.16534	56.930448	14.878207	13.725278	9.18047
ENSGALG00000000379	1.755527	2.157582	3.479266	0.672609	7.798362	26.968022	51.837665	5.134332	3.975189
ENSGALG00000000382	327.74097	0.536844	0.129639	0	0.794773	1.925708	0.386716	0.01717	1.031734
ENSGALG00000000385	11.143911	3.82152	50.201783	10.381706	25.797302	30.31737	34.714439	21.11338	27.024501
ENSGALG00000000386	0.012852	0.004076	0.017936	6.216608	0.008216	0.010277	0.020742	0.004991	0.01868
ENSGALG00000000388	2.612538	0.025908	0.032823	0.042188	0.241473	0.075967	0.056704	0.018886	0.040559
ENSGALG00000000390	128.892356	1.605429	15.814238	8.658487	8.44434	14.153571	10.6367	2.838158	10.880519
ENSGALG00000000394	2.983636	15.114617	240.803163	0.035266	0.142404	0.006986	0.651635	0	0.033586
ENSGALG00000000395	0.61343	0.052103	0.082348	31.818867	0.012969	0.055997	0.012669	0.010516	0.008447
ENSGALG00000000396	62.859717	2.009595	10.326014	4.316406	13.1361	8.43609	11.026112	6.036025	14.023677
ENSGALG00000000397	19.299579	2.036239	24.369138	5.865553	15.956628	18.925604	28.398999	7.903919	9.912847
ENSGALG00000000399	0.024464	5.113228	4.616353	5.018806	2.061335	0.065513	0.182809	0	0.112436
ENSGALG00000000400	0.222483	1.45067	33.997188	0.389354	0.629808	0.039865	2.313897	0	0.002972
ENSGALG00000000401	42.707396	0.555742	5.164037	1.054358	5.007234	7.297904	8.897729	2.703755	2.999314
ENSGALG00000000402	18.459463	0.832801	1.60542	3.987701	20.605125	4.63764	8.893428	3.924457	4.553335
ENSGALG00000000404	175.327989	6.840604	38.489885	157.459244	42.642691	35.076552	34.760515	14.81312	27.307656
ENSGALG00000000405	87.545074	8.118625	44.318583	11.279879	32.284332	30.52016	46.435124	25.653501	18.408044
ENSGALG00000000406	2.499195	0.097765	0.382612	0.167961	0.147605	0.019896	0.163489	0	0.087522
ENSGALG00000000407	1.662108	2.995861	3.403959	11.646629	0.717676	1.38136	1.461661	0.3014	0.394415
ENSGALG00000000408	19.859507	8.660086	43.998652	18.681626	29.819003	29.86007	34.199926	15.113265	20.823882
ENSGALG00000000409	139.243068	21.979919	65.78655	72.986875	36.260226	68.77941	58.002258	24.434566	24.891148
ENSGALG00000000410	44.866225	4.561797	26.935258	62.493189	24.41346	35.296693	31.96085	11.455971	15.864514
ENSGALG00000000412	215.350921	4.244539	9.748371	5.230288	23.333622	17.224723	29.857195	6.83905	17.410491
ENSGALG00000000417	1.693494	1.247461	2.337891	0.556955	3.930894	5.447532	5.775328	1.386007	113.008369
ENSGALG00000000419	50.029789	32.358537	100.790837	43.948064	79.481468	119.712153	90.10306	41.313859	62.062724
ENSGALG00000000420	5.543364	1.926649	31.079153	0.20106	21.791005	4.095495	8.007731	11.588657	27.701026
ENSGALG00000000421	27.883676	0.096807	83.367738	3.415478	0.688305	0.166489	0.140113	0	0.117361
ENSGALG00000000424	15.227261	2.242742	8.1396	9.002919	29.672997	37.994161	87.894886	15.432287	9.636148
ENSGALG00000000426	35.041953	23.733795	174.621477	1.305912	8.101387	7.653999	16.887911	98.321899	6.634681
ENSGALG00000000427	98.296928	7.359984	19.840644	10.080341	40.513224	33.151268	80.911433	18.36526	14.880154
ENSGALG00000000428	124.794536	165.860896	421.633574	358.329458	190.289117	107.136641	156.778842	176.788165	265.385521
ENSGALG00000000430	20.324509	0.474077	4.466157	4.714392	3.493617	5.932394	6.570728	2.620384	2.814639
ENSGALG00000000433	302.554752	112.116484	1573.411392	231.206393	284.129585	302.970466	312.574072	211.332684	129.227695
ENSGALG00000000436	14.797746	9.794787	30.010924	1.514844	25.660053	18.081333	25.406302	12.749644	7.234574
ENSGALG00000000437	4.317449	0.006819	0	0	0.040708	0.033764	0.045459	0.024674	0.027545
ENSGALG00000000438	16.896763	0.207447	3.980179	1.120764	11.999251	9.392635	10.635025	6.858046	3.507032
ENSGALG00000000439	657.717478	37.948926	558.364156	60.549649	313.527087	232.995565	309.561531	149.417841	171.517532
ENSGALG00000000441	1.725629	0.01588	0.02264	0.04322	0.02075	0.012985	0.011497	0.009415	0.007093
ENSGALG00000000442	2.235174	0.213408	66.522898	0.087299	4.792108	4.636745	7.402576	0.463525	0.745266
ENSGALG00000000443	63.189083	0.226005	0.077244	0	1.254175	1.35476	0.215818	6.357468	0.194902
ENSGALG00000000446	5.1455	0	21.739021	0	0.965303	0.638454	7.337374	0.633414	0.154174
ENSGALG00000000447	1.300771	0.048752	14.391825	0	3.970282	3.692273	31.137009	6.42601	0.334931
ENSGALG00000000449	15.681787	7.500716	34.877797	29.018611	16.447823	17.736017	19.239628	19.016493	19.83781
ENSGALG00000000451	92.124686	0.090739	0.34422	0	0.277542	3.684142	0.153691	0	0.389942
ENSGALG00000000452	7.236283	5.907338	2.867511	1.736539	9.322008	54.248159	16.074363	10.230869	6.877968
ENSGALG00000000453	81.596072	5.156392	16.252424	3.301616	18.162387	22.252752	31.449624	7.876054	18.075827
ENSGALG00000000454	124.493918	10.516978	76.729519	53.372949	75.286855	76.169949	136.050347	45.600037	43.384788
ENSGALG00000000456	481.071662	53.76826	91.76289	95.59619	90.1312	71.224418	87.699972	87.411533	69.186101
ENSGALG00000000458	2.294087	0.020677	0.237354	0.41141	0.169651	5.719903	0.378482	0.160312	0.863057
ENSGALG00000000461	17.919874	3.386057	8.441415	4.570141	44.898464	40.165309	16.113168	11.260133	10.641905
ENSGALG00000000463	175.678225	2.10063	4.258105	7.78205	1.340758	2.584222	4.877765	1.540823	2.474266
ENSGALG00000000464	12.004056	5.328652	65.634885	12.347818	37.681686	18.084988	18.458487	13.154281	15.459423
ENSGALG00000000466	2.945086	1.022002	1.152851	0.078625	25.702544	20.564176	166.413831	7.836635	3.894487
ENSGALG00000000468	50.951568	8.509694	24.87958	7.505516	61.198596	43.837879	104.476323	37.533271	33.659097
ENSGALG00000000469	0.184782	0	0.657225	0	0	0.014554	0.064818	0	0
ENSGALG00000000470	9.724679	1.266018	7.426573	3.880916	27.197941	17.140508	37.17235	3.288904	6.855552
ENSGALG00000000474	2015.593612	919.960688	1873.039477	1680.283466	4005.496104	1592.475733	3974.58724	1657.705186	1649.722552
ENSGALG00000000476	0.865688	0.125128	65.217083	0	0.270429	0.328989	1.28189	1.307088	0.277975
ENSGALG00000000477	14.485695	0.011998	0.026804	0	0.050616	0.059306	0.053771	0.132286	0.085466
ENSGALG00000000478	12.779226	0.17809	62.823776	1.591708	3.897404	10.711431	2.396742	0.366108	5.398606
ENSGALG00000000479	4.540978	0.196685	10.333791	0	6.428934	0.385056	0.121492	0.103149	0.134562
ENSGALG00000000483	8.479873	0.011218	7.044631	0	0.067072	0.838027	0	0	0.058816
ENSGALG00000000484	9.119455	2.955688	4.037625	0.777642	15.256893	11.75485	25.370611	7.063662	6.913649
ENSGALG00000000486	6.14893	1.059959	7.685154	1.965424	16.677526	19.799427	16.116666	32.292467	9.059651
ENSGALG00000000489	441.917421	90.766008	253.509056	148.104243	461.839676	487.900338	791.360244	247.982681	268.524097
ENSGALG00000000490	22.443862	12.98988	25.924064	14.234361	29.80112	28.685312	39.514427	32.954332	46.514341
ENSGALG00000000495	53.553288	22.099068	34.953297	40.075958	41.166784	39.874199	46.37913	35.063106	29.589046
ENSGALG00000000497	2.499944	0.086448	0.272337	0	44.913252	0.562635	1.834962	0.064532	0.204827
ENSGALG00000000498	3.027221	13.171907	3.255504	7.18307	33.486277	130.22895	1.931626	0.081923	35.356293
ENSGALG00000000503	6.126047	0.022162	0.447631	0	0.345815	0.811212	0.474201	0.534134	0.249171
ENSGALG00000000504	3.65252	0.161527	0.296199	1.155694	5.536785	4.811252	8.079095	1.266525	0.389583
ENSGALG00000000505	0.456891	8.487785	0.129932	1.719019	1.914808	0.251032	0.022687	0.010971	0.005421
ENSGALG00000000507	0.58505	0.174116	209.234355	0	0.699781	1.070325	0.868429	0.144422	0.124564
ENSGALG00000000508	52.650563	211.781093	110.837207	187.354492	161.29041	69.984418	74.523988	106.708272	158.228374
ENSGALG00000000509	1.234645	0.001095	0.025071	0	0.033165	0.525224	0.08735	0.021559	0.030989
ENSGALG00000000510	10.203424	1.372494	10.148152	5.375956	7.523002	9.629855	13.855502	2.34746	4.321826
