Ens.ID	TPM.brain	TPM.heart	TPM.kidney	TPM.liver	TPM.lung	TPM.muscle	TPM.testis
ENSOCUG00000003401	12.73	2.99	6.59	6.97	14.56	2.32	46.21
ENSOCUG00000003403	5.26	2.2	1.01	0.57	85.68	0.72	3.39
ENSOCUG00000003404	8.06	2.35	58.44	75.35	23.87	3.14	81.27
ENSOCUG00000003405	59.84	3.19	14.36	0.79	24.95	5.57	2.01
ENSOCUG00000003406	0.84	0.23	4.32	6.18	1.88	0.24	8.19
ENSOCUG00000003407	4.09	0	0.08	31.43	1.69	0	0.04
ENSOCUG00000003409	82.09	62.34	42.96	28.99	40.85	69.99	92.72
ENSOCUG00000003411	0	0	0	0	0.37	0	0
ENSOCUG00000003413	1.59	1.1	5.37	6.27	10.58	1.64	1.9
ENSOCUG00000003414	9.76	3.3	15.01	3.18	5.91	3.61	23.33
ENSOCUG00000003418	3.69	4.42	7.82	28.38	32.98	0.88	0.98
ENSOCUG00000003419	20.27	3.87	19.7	4.15	36.39	6.56	7.2
ENSOCUG00000003420	47.55	28.12	10.62	12.97	29.42	57.38	315.14
ENSOCUG00000003422	0.05	0.05	0.04	0.1	0.13	0.02	1.38
ENSOCUG00000003423	0.05	0.02	2.29	0	0.06	0.05	0
ENSOCUG00000003425	69.93	27.86	67.43	20.5	49.72	23.26	47.97
ENSOCUG00000003426	109.43	8.65	4.49	3.74	24.89	25.36	13.48
ENSOCUG00000003429	84.35	15.74	21.68	12.02	24.59	9.99	47.42
ENSOCUG00000003430	6.52	1.77	6.63	4.37	8.19	5.58	5.98
ENSOCUG00000003431	15.47	16.26	33.24	64.98	183.44	10.57	10.64
ENSOCUG00000003432	5.61	2.35	7.49	4.38	10.5	3.53	25.21
ENSOCUG00000003433	0	0.05	0	0	4.15	0	0
ENSOCUG00000003434	44.93	14.76	33.66	24.97	17.4	60.92	17.92
ENSOCUG00000003436	42.98	0.04	0.27	4.09	0.49	0.09	10.28
ENSOCUG00000003437	3.36	0.01	0.02	0	0	0.01	0.29
ENSOCUG00000003439	56.37	92.05	103.3	70.25	78.74	98.57	29.3
ENSOCUG00000003441	42.18	3.24	64.55	25.48	12.96	2.21	29.37
ENSOCUG00000003442	0	0	0	0	0.11	0	0
ENSOCUG00000003444	27.53	7	22.7	14.6	21.81	13.59	23.8
ENSOCUG00000003446	18.03	4.41	7.84	3.83	7.91	2.4	25.87
ENSOCUG00000003447	0	0	0.04	0	0.09	0	25.1
ENSOCUG00000003448	63.19	8.08	20.02	2.88	14.74	2.82	18.42
ENSOCUG00000003450	8.93	5.89	15.91	14.1	13.58	11.9	14.59
ENSOCUG00000003451	26.15	15.34	54.24	34.2	88.33	11.14	37.92
ENSOCUG00000003452	34.41	22.95	80.3	49.93	21.1	11.16	8.43
ENSOCUG00000003453	108.02	163.33	198.05	290.01	220.67	82.95	128.1
ENSOCUG00000003454	1.29	0.2	0.35	0.3	21.99	0.11	0.66
ENSOCUG00000003455	3.58	1.57	1.72	0.96	2.38	0.28	248.97
ENSOCUG00000003456	26.27	6.14	13.01	11.09	13.78	15.21	32.24
ENSOCUG00000003457	0	0	0	0	0	0	2.41
ENSOCUG00000003458	5.93	2.43	5.42	3.4	6.54	2.62	14.48
ENSOCUG00000003462	22.27	10.78	25.59	21.64	21.71	11.89	23.08
ENSOCUG00000003463	0	0	0.05	0	0	0	0
ENSOCUG00000003464	59.7	16.13	21.43	22.83	60.94	12.35	3.84
ENSOCUG00000003465	6.82	1.68	5.03	7.52	5.06	0.38	80.83
ENSOCUG00000003467	0.47	0	0.46	7.81	1.07	0.24	0.23
ENSOCUG00000003468	27.02	8.72	31.47	21.7	18.08	32.45	32.64
ENSOCUG00000003469	3.9	8.44	12.67	2.05	58.99	4.29	8.93
ENSOCUG00000003472	14.9	7.7	15.07	12.67	22.32	12.38	96.43
ENSOCUG00000003473	5.53	0.67	3.39	0.15	4.42	0.76	0.61
ENSOCUG00000003474	0.09	0.03	0.04	0.11	2.53	0.02	0.19
ENSOCUG00000003475	34.99	77.01	363.13	234.2	300.44	452.69	63.27
ENSOCUG00000003476	27.65	10.48	46.44	7.11	19.17	7.47	103.91
ENSOCUG00000003477	0.37	5.88	1.7	168.98	16.39	1.14	3.61
ENSOCUG00000003478	0.63	0.82	1.43	0.52	1.85	0.33	286.5
ENSOCUG00000003479	7.12	33.68	38.02	0.63	13.31	24.17	15.75
ENSOCUG00000003481	0.05	1.36	9.26	0.1	1.13	1.25	0.16
ENSOCUG00000003482	20.47	5	19.87	29.92	48.18	5.51	1.15
ENSOCUG00000003483	89.74	11.78	32.47	11.18	36.53	10.25	17.99
ENSOCUG00000003484	19.21	6.36	22.98	9.6	9.91	4.22	4.64
ENSOCUG00000003485	2.35	0.13	1.2	0.11	0.24	0.58	12
ENSOCUG00000003486	0.1	0.01	41.35	0.02	0.36	0	0.41
ENSOCUG00000003488	9.34	3.21	14.25	11.15	13.48	6.09	19.71
ENSOCUG00000003489	7.48	0.02	1.04	0.09	0.23	0.07	0.21
ENSOCUG00000003491	25.42	6.12	1.84	0.01	11.23	2.1	0.9
ENSOCUG00000003495	19.96	6.2	8.22	8.34	18.18	5.26	12.66
ENSOCUG00000003496	14.15	4.43	8.46	5.74	14.36	3.06	11.56
ENSOCUG00000003497	0.15	0.18	0.1	0.1	0.21	0.24	494.9
ENSOCUG00000003498	2.99	0.41	0.85	0.22	3.19	0.1	35.33
ENSOCUG00000003499	209.56	101.8	62.48	21.6	49.75	61.79	135.54
ENSOCUG00000003500	2.75	0.74	43.58	67.71	28.37	0.79	2.58
ENSOCUG00000003502	0	0	0	0	0	0	4.89
ENSOCUG00000003503	0	0	0	0	0	0	0
ENSOCUG00000003504	4.38	1.24	1.77	2.07	6.55	1.72	2.24
ENSOCUG00000003505	8.82	3.24	13.44	4.75	12.31	7.49	6.67
ENSOCUG00000003506	111.68	26.25	39.33	36.65	51.28	39.94	44.79
ENSOCUG00000003507	2.35	0.78	2.53	2.43	5.54	1.13	13.09
ENSOCUG00000003510	0.4	0	0.27	0	1.34	0.17	2.43
ENSOCUG00000003511	25.94	0.23	0.95	0.7	1.34	0.29	0.66
ENSOCUG00000003512	16.74	26.22	21.93	18.65	187.93	14.47	4.52
ENSOCUG00000003513	0.59	1.14	23.31	0.63	0.26	0.14	1.02
ENSOCUG00000003516	38.45	54.17	22.53	13.64	168.03	373.34	46.64
ENSOCUG00000003517	8.46	13.52	14.11	10.54	29.4	4.46	13.45
ENSOCUG00000003518	24.96	3.39	16.87	15.66	33.2	1.63	2.76
ENSOCUG00000003519	88.58	2.19	0.83	0.54	7.83	1.28	11.57
ENSOCUG00000003520	19	6.3	29.96	9.44	28.13	7.4	85.11
ENSOCUG00000003521	31.92	7.29	16.65	0.93	8.41	9.61	1.7
ENSOCUG00000003523	16.5	0.48	0	0	0	0.1	1.49
ENSOCUG00000003525	27.77	17.79	13.16	4.41	13.61	14.73	102.83
ENSOCUG00000003526	9.46	3.19	39.06	11.4	26.83	7.82	15.24
ENSOCUG00000003527	81.97	23.04	66.22	50.59	73.27	58.44	431.7
ENSOCUG00000003528	2.67	3.5	2.57	0.5	8.02	8.78	2.18
ENSOCUG00000003531	3.82	0.93	31.07	2.32	5.2	1.33	5.42
ENSOCUG00000003532	161.69	11.94	14.3	4.82	11.92	7.25	20.87
ENSOCUG00000003533	66.85	1.48	4.41	0.07	0.3	0.62	18.07
ENSOCUG00000003534	28.33	9.48	26.35	18.89	38.78	19.73	88.72
ENSOCUG00000003535	1.05	0.15	22.61	323.79	92.71	0.98	1.52
ENSOCUG00000003536	49.58	4.07	41.72	7.95	9.65	2.42	16.79
ENSOCUG00000003537	14.24	5.04	11.79	11.74	22.28	5.75	24.9
ENSOCUG00000003541	4.51	0.14	0.12	0.06	0.76	0.07	6.91
ENSOCUG00000003542	3.24	8.58	15.42	3.7	3.91	1.53	2.05
ENSOCUG00000003543	4.9	1.85	3.67	1.72	2.96	1.99	7.97
ENSOCUG00000003544	25.32	0.55	18.42	0.58	4.86	0.17	3.79
ENSOCUG00000003545	0.86	0.49	0.34	0	0.92	0	0
ENSOCUG00000003547	25	17.98	23.89	16.29	13.94	11.83	9.19
ENSOCUG00000003548	0	0	0	0.04	0	0	14.6
ENSOCUG00000003550	0.11	0.09	0.11	0.05	0.05	0.11	178.54
ENSOCUG00000003551	219.77	0.02	0.05	0.13	0.57	0.03	10.75
ENSOCUG00000003552	0	0	0	0.19	0.23	0	0
ENSOCUG00000003553	7.7	6.66	13.28	11.36	30.24	23.57	84.44
ENSOCUG00000003554	30.88	19.04	21.12	8.6	31.47	13.31	21.83
ENSOCUG00000003561	5.8	3.09	4.76	1.61	7.04	6.18	6.64
ENSOCUG00000003567	43.62	12.78	23.13	14.96	30.01	20.28	16.95
ENSOCUG00000003568	6.08	1.94	4.01	2.25	4.83	6.86	2.06
ENSOCUG00000003569	236.57	10.31	16.1	82.66	23.88	9.09	25.77
ENSOCUG00000003571	19.9	6.82	5.94	2.87	12.94	4.83	92.92
ENSOCUG00000003572	0	0	0	0	0	0	1.22
ENSOCUG00000003573	101.65	13.26	28.3	23.5	51.85	5.82	19.11
ENSOCUG00000003574	75.11	25.72	33.17	21.97	37.26	57.3	76.95
ENSOCUG00000003576	24.84	1.4	0.19	0.01	0.02	0.04	0.38
ENSOCUG00000003577	0	0	0	0	0	0	0
ENSOCUG00000003578	0.05	0.06	0.29	0.16	1.8	0.1	1
ENSOCUG00000003579	0.07	0.18	0.12	0.06	0.07	0	159.96
ENSOCUG00000003580	14.87	4.54	16.95	126.68	19.86	4.95	8.81
ENSOCUG00000003581	44.05	0.02	64.89	15.18	37.79	0.04	2.92
ENSOCUG00000003582	128.21	29.83	53.97	40.28	58.95	28.37	119.31
ENSOCUG00000003584	149.59	55.21	501.39	215.54	288.84	45.98	26
ENSOCUG00000003587	34.19	12.29	34.27	9.32	40.87	14.37	7.43
ENSOCUG00000003588	10.83	2.65	8.18	4.29	11.46	3.22	29.16
ENSOCUG00000003589	1041.29	2.41	1.02	0.3	1.79	25.67	24.44
ENSOCUG00000003590	0.64	0	2.58	0.07	10.78	0.02	13.11
ENSOCUG00000003591	117.45	45.92	78.51	48.91	95.87	278.34	30.32
ENSOCUG00000003592	223.63	33.28	75.52	19.33	88.67	57.72	25.54
ENSOCUG00000003593	1.6	3.43	10.95	185.7	76.27	1.64	116.48
ENSOCUG00000003594	6.68	11.44	8.96	3.24	15.1	9	13.01
ENSOCUG00000003596	228.73	23.83	41.43	3.01	62.23	18.22	152.25
ENSOCUG00000003598	19.25	4.82	10.9	9.02	15.73	8.6	22.88
ENSOCUG00000003599	4.61	2.8	11.49	12.92	100.4	1.74	2.31
ENSOCUG00000003600	12.73	3.14	8.51	2.42	8.59	7.15	54.3
ENSOCUG00000003601	31.42	8.13	21.01	9.83	20.93	9.68	44.41
ENSOCUG00000003602	17.15	10.08	37.62	31.83	32.67	11.89	12.2
ENSOCUG00000003603	44.48	24.16	41.77	33.77	47.88	18.12	26.67
ENSOCUG00000003604	12.81	4.01	18.62	14.07	10.29	6.52	10.06
ENSOCUG00000003606	113.17	0.33	0.65	1.75	8.81	0.23	108.33
ENSOCUG00000003607	19.92	5.86	19.65	26.18	13.36	8.19	7.15
ENSOCUG00000003608	11.23	5.82	11.38	12.43	10.97	4.1	13.68
ENSOCUG00000003609	1.82	0.71	1.17	0.55	1.01	0.46	15.95
ENSOCUG00000003610	0.35	0.2	142.13	769.28	45.72	1	1.29
ENSOCUG00000003611	5.06	2.61	5.49	2.88	3.15	1.29	4.62
ENSOCUG00000003612	25.09	9.83	27.57	17.24	25.72	11.97	30.58
ENSOCUG00000003613	321.18	248.1	364.92	269.33	664.26	240.48	332.22
ENSOCUG00000003615	2.32	1.33	2.6	1.54	2.34	2.25	5.66
ENSOCUG00000003616	3.62	0	0	0	0.41	0	0
ENSOCUG00000003617	8.33	6.22	5.87	3.8	6.06	5.79	4.82
ENSOCUG00000003618	0.08	0	4.92	1.11	2.05	0.01	4.09
ENSOCUG00000003619	1.54	0.3	0.28	0.26	0.45	733.99	7.09
ENSOCUG00000003620	35.21	2.96	2.2	2.17	7.16	4	109.24
ENSOCUG00000003621	0	0	0	0	3.48	0	0
ENSOCUG00000003623	65.98	122.41	269.34	101.12	442.22	94.36	93.79
ENSOCUG00000003624	6.23	6.44	9.35	5.01	10.81	5	17.11
ENSOCUG00000003625	0.07	0.05	0	0	0	0	0
ENSOCUG00000003626	2.04	0	0.1	0.09	2.33	0.37	2.45
ENSOCUG00000003627	25.46	17.71	10.81	7.88	23.19	6.9	18.85
ENSOCUG00000003630	60.28	31.79	32.58	21.75	30.36	40.55	108.43
ENSOCUG00000003631	20.23	10.77	13.89	17.86	45.55	9.9	43.51
ENSOCUG00000003633	4.97	1.77	0.75	0.13	6.28	1.52	0.83
ENSOCUG00000003634	308.69	179.81	440.75	338.56	442.55	511.25	300.22
ENSOCUG00000003636	5.99	266.97	36.14	310.67	245.46	30.34	11.6
ENSOCUG00000003637	5.12	3.22	147.12	47.13	29.45	2.24	4.76
ENSOCUG00000003638	72.42	0.97	0.15	0.04	3.02	0	0.33
ENSOCUG00000003639	1.76	1.27	0.46	0.25	1.54	3.19	9.15
ENSOCUG00000003640	0.44	0.1	5.67	0.17	41.14	0.02	0.25
ENSOCUG00000003641	0.13	0	0.03	0	0	0.14	0.43
ENSOCUG00000003642	31.03	9.31	30.3	27.15	40.16	8.59	42.54
ENSOCUG00000003643	0	0	0	0	0	0	3.95
ENSOCUG00000003644	33.79	18.69	47.02	50.92	55.35	51.18	21.9
ENSOCUG00000003645	0	0	0	0	0	0	0
ENSOCUG00000003646	29.41	32.74	102.92	43.49	104.6	22.58	61.93
ENSOCUG00000003647	17.76	8.81	27.7	18.29	23.74	8.52	16.64
ENSOCUG00000003648	12.44	5.78	17.85	11.13	12.76	5.5	35.83
ENSOCUG00000003649	0.14	0.02	109.48	0.12	0.26	0.04	0.1
ENSOCUG00000003652	9.86	0	0.35	0	0	0	0
ENSOCUG00000003654	8.56	2.25	1.18	0.36	11.14	1.36	1.75
ENSOCUG00000003656	44.74	60.77	44.41	51.68	2.44	0.38	18.97
ENSOCUG00000003657	13.06	6.51	15.68	9.78	17.96	9.7	20.14
ENSOCUG00000003658	1.18	0.08	0.16	0.53	6.08	0	0.93
ENSOCUG00000003660	1.06	0.38	0.8	1.29	8.76	0.7	0.1
ENSOCUG00000003662	28.35	5.49	17.43	7.41	31.36	21.87	22.66
ENSOCUG00000003663	4.29	4.82	5.54	3.1	37.69	211.99	15.36
ENSOCUG00000003664	9.1	5.41	9.34	6.95	6.72	2.52	8.53
ENSOCUG00000003665	3.29	0.68	1.11	1.02	9.51	0.06	0.47
ENSOCUG00000003666	19.11	3.87	10.38	6.56	18.59	1.69	11.26
ENSOCUG00000003667	0.08	0	0	0	0	0	0.13
ENSOCUG00000003668	0.89	1.15	0.8	2.13	28.71	0.04	2.01
ENSOCUG00000003669	0	0	0	0.07	0.93	0	0
ENSOCUG00000003672	40.11	4.25	15.08	5.91	17.49	9.77	16.64
ENSOCUG00000003674	29.47	29.1	58.42	36.71	93.27	13.38	71.48
ENSOCUG00000003675	23.27	18.44	21.46	7.47	17.49	18.3	8.62
ENSOCUG00000003676	70.63	0.06	0.02	0.02	0.23	0.1	1.85
ENSOCUG00000003678	24.51	9.67	48.03	36.4	46.75	4.99	55.24
ENSOCUG00000003679	7.17	4.86	88.83	1741.55	604.69	14.47	300.27
ENSOCUG00000003680	104.94	22.25	7.74	7.22	22.59	4.02	31.38
ENSOCUG00000003681	9.65	0.15	0.51	2.11	0.81	0.5	1.47
ENSOCUG00000003682	2.09	0.03	126.53	1.96	12.53	0	2.99
ENSOCUG00000003683	8.5	1.35	2.14	5.26	4.96	2.98	3.16
ENSOCUG00000003684	234.58	0	2.36	0.06	1.34	0.07	14.9
ENSOCUG00000003685	16.48	2.79	3.15	1.05	6.24	4.13	16.64
ENSOCUG00000003686	28.69	8.61	35.33	14.25	28.25	8.35	55.48
ENSOCUG00000003687	29.03	3.47	22.49	12.84	20.47	11.81	71.91
ENSOCUG00000003688	32.9	10.27	95.68	56.83	43.23	7.82	15.63
ENSOCUG00000003689	12.35	30.34	47.49	2.72	57.35	16.71	4.35
ENSOCUG00000003690	12.13	6.47	8.42	8.04	15.16	7.27	9.1
ENSOCUG00000003691	63.21	122.16	97.95	63.21	58.55	80.57	65.49
ENSOCUG00000003692	1.6	0.39	0.8	0.53	0.66	1.47	139.34
ENSOCUG00000003695	0.79	0.12	0.61	0.27	0.25	1	53.81
ENSOCUG00000003696	6.22	1.57	10.15	23.8	7.27	16.37	9.2
ENSOCUG00000003698	8.22	4.16	21.06	30.08	24.25	6.07	5.42
ENSOCUG00000003699	6.46	1.32	10.87	3.5	8.92	2.94	9.44
ENSOCUG00000003700	5.25	8.09	5.11	9.41	2.82	8.59	1.9
ENSOCUG00000003701	1.49	0.03	0.49	1.58	4.51	0	0.02
ENSOCUG00000003703	0.39	0.16	0	0	0.52	0	11.87
ENSOCUG00000003706	77.65	61.98	66.3	46.33	143.67	48.2	62.38
ENSOCUG00000003707	5.53	0	0.01	0.01	0	0	0.01
ENSOCUG00000003708	0.41	0	0	0	0.82	0	11.5
ENSOCUG00000003709	50.7	18	29.4	17.83	49.07	21.47	44.32
ENSOCUG00000003710	6.97	10.71	30.35	18.93	39.09	19.8	5.78
ENSOCUG00000003711	8.61	8.76	16.42	13.21	26.95	26.4	152.53
ENSOCUG00000003712	15.15	5.46	7.18	1.83	22.32	3.32	12.13
ENSOCUG00000003714	35.05	2.82	12.25	4.31	11.12	0.68	16.62
ENSOCUG00000003715	1.02	0.31	0.42	0.82	4.33	0.52	0.58
ENSOCUG00000003719	32.96	5.97	66.55	4.27	17.14	2.9	15.11
ENSOCUG00000003720	11.96	1.28	2.45	0.91	11.31	0.9	11.19
ENSOCUG00000003722	2.75	2.12	10.56	0.75	38.03	2.3	1.64
ENSOCUG00000003723	5.8	4.51	26.73	0.81	17.23	1.23	8.69
ENSOCUG00000003724	6.05	0.14	0.04	0.02	0.15	1.8	0.61
ENSOCUG00000003726	97.49	23.01	26	20.05	50.5	27.03	35.55
ENSOCUG00000003727	4.42	3.73	7.14	4.51	13.65	4.18	5.85
ENSOCUG00000003728	28.35	16.53	33.28	27.13	45.32	11.28	41.48
ENSOCUG00000003729	6.52	1.76	7.28	3.48	6.44	4.31	8.04
ENSOCUG00000003731	11.49	15.76	19.59	6.28	18.23	7.82	9.23
ENSOCUG00000003732	3.04	0	0.04	0	0.09	0	1.25
ENSOCUG00000003733	83.23	0.17	13.3	0.03	0.22	1.36	1.15
ENSOCUG00000003734	0.74	0.01	4.21	1.13	17.63	0.02	0.24
ENSOCUG00000003735	0.85	0.05	3.9	0.19	4.17	0.07	0.21
ENSOCUG00000003736	7.48	0.93	3.5	2.56	3.9	1.97	4.88
ENSOCUG00000003737	0.34	0.36	0.38	0.33	0.69	0.44	434.64
ENSOCUG00000003741	0	0	0	0	0	0	0
ENSOCUG00000003742	77.85	21.75	42.25	27.88	61.69	23.61	38.01
ENSOCUG00000003743	15.71	14.39	19.35	11.08	8.71	51.24	12.23
ENSOCUG00000003744	32.86	13.95	23.78	20.93	39.45	13.59	544.38
ENSOCUG00000003746	22.85	7.47	30.72	12.44	22.72	2.12	16.18
ENSOCUG00000003747	30.48	10.4	31.59	17.17	34.72	28.52	31.37
ENSOCUG00000003749	187.38	0.39	0.48	0.18	1.04	0.11	2.45
ENSOCUG00000003750	372.85	69.94	102.14	91.41	114.74	81.78	106.53
ENSOCUG00000003752	16.58	8.28	23.54	11.12	17.16	15.55	158.24
ENSOCUG00000003754	12.7	6.84	3.87	1.3	11.96	2.61	40.06
ENSOCUG00000003755	5.85	1.22	3.91	2.47	6.17	0.82	5.92
ENSOCUG00000003756	87.38	0	0.04	0	0.6	0.1	1.49
ENSOCUG00000003757	1.18	0.02	2.41	0.03	0.11	0.07	19.01
ENSOCUG00000003758	0	0.02	0.03	0.02	0	0	9.49
ENSOCUG00000003759	4.54	1.99	11.57	5.37	9.63	4.27	43.42
ENSOCUG00000003760	161.43	5.95	53.82	29.43	23.43	5.25	12.14
ENSOCUG00000003761	0.96	1.02	3.75	4.34	11.32	0.29	2.92
ENSOCUG00000003763	0.33	1.03	0.49	1.26	6.08	0.44	0
ENSOCUG00000003764	4.84	7.83	4.35	7.39	65.57	2.16	3.27
ENSOCUG00000003765	0.33	0.1	0	0	0.09	0.25	7.48
ENSOCUG00000003766	43.77	15.26	3.36	2.33	20.96	15.88	18.73
ENSOCUG00000003767	29.38	12.35	38.06	24.26	22.9	11.58	11.09
ENSOCUG00000003768	0.16	0.24	2.74	0.18	1.79	0.35	1.03
ENSOCUG00000003769	171.26	7.67	35.2	425.47	69.63	16.64	30.72
ENSOCUG00000003770	28.76	12.36	19.25	15.88	32.6	17.84	21.12
ENSOCUG00000003771	15.71	3.23	15.64	12.21	11.87	8.51	14.85
ENSOCUG00000003773	23.81	16.95	0.76	2.15	3.07	51.65	8.17
ENSOCUG00000003774	0	0	0	0	0	0	0
ENSOCUG00000003775	0	0.18	0.43	0.77	12.61	0.17	0
ENSOCUG00000003778	11.32	6.38	11.47	4.08	8.58	6.31	8.72
ENSOCUG00000003780	190.02	608.62	579.98	266.05	180.62	335.82	42.4
ENSOCUG00000003781	119.23	16.14	30.08	23.01	44.21	46.01	9.84
ENSOCUG00000003782	22.56	4.2	9.49	4.69	12.12	2.47	31.93
ENSOCUG00000003783	36.87	15.09	42.48	29.91	53.34	52.8	54.59
ENSOCUG00000003785	23.7	14.16	53.56	24.93	53.26	36.2	187.57
ENSOCUG00000003786	0	0.03	0.06	0	1.16	0.04	1.28
ENSOCUG00000003787	111.87	37.89	95.82	35.39	83.08	45.91	28.51
ENSOCUG00000003788	11.03	19.46	2.72	1.35	7.12	63.64	11.67
ENSOCUG00000003790	37.21	9.46	44.2	174.43	107.58	6.61	39.46
ENSOCUG00000003792	2.66	23.77	63.17	24	187.37	11	2.3
ENSOCUG00000003793	135.61	46.94	61.29	44.72	103.28	31.68	31.84
ENSOCUG00000003795	8.27	6	30.81	30.64	25.34	9.42	23.29
ENSOCUG00000003796	9.2	7.41	12.23	7.88	9.53	15.04	522.02
ENSOCUG00000003799	55.89	35.25	42.28	28.55	65.24	28.4	21.14
ENSOCUG00000003800	0.13	0	0.06	0	0.07	0	0
ENSOCUG00000003801	7.74	14.27	8.37	19.45	28.6	30.49	33.89
ENSOCUG00000003802	863.21	710.32	989.72	730.01	1638.82	570.56	512.34
ENSOCUG00000003803	38.36	8.55	62.74	22.45	43.75	6.86	22.83
ENSOCUG00000003804	0.46	0	0.16	0.03	0.29	0.21	19.09
ENSOCUG00000003805	0.14	0	0	0	0	0	0.35
ENSOCUG00000003806	1.42	5.21	0.05	0.05	0.54	151.4	1.29
ENSOCUG00000003807	15.88	0.61	1.96	4.45	5.84	0.66	2.59
ENSOCUG00000003809	3.16	5.14	5.93	5	15.37	5.28	9
ENSOCUG00000003810	36.27	0.41	2.26	0.11	1.44	0.29	6.58
ENSOCUG00000003811	0.42	0	0	0.3	0	0	0.28
ENSOCUG00000003812	13.11	0.81	2.76	0.15	2.71	0.33	7.8
ENSOCUG00000003814	0.04	0.05	0.09	0.05	0.08	0.02	61.83
ENSOCUG00000003815	5.98	2.36	10.28	6.53	11.95	7.78	8.12
ENSOCUG00000003816	22.09	9.37	36.32	48.91	37.47	68.72	41.54
ENSOCUG00000003818	61.32	10.74	58.89	21.04	33	22.84	15.52
ENSOCUG00000003819	0.12	0.05	0.17	0.01	0.08	0.03	31.32
ENSOCUG00000003821	145.1	63.61	128.22	58.38	73.03	49.85	255.35
ENSOCUG00000003822	0.03	0.04	3.39	0.21	0.14	0.03	0.33
ENSOCUG00000003823	0.54	0.06	0.52	0.55	2.06	0.03	7.64
ENSOCUG00000003824	6.8	0.99	4.07	0.75	12.31	0.9	4.08
ENSOCUG00000003825	8.64	0	0	0	0.08	0	1.69
ENSOCUG00000003826	3.62	0.3	1.16	0.07	3.26	0.23	189.45
ENSOCUG00000003827	3.19	2.53	14.45	3.64	9.93	2.91	4.24
ENSOCUG00000003828	0.2	0.03	0.04	0	9.91	0.05	39.81
ENSOCUG00000003829	2.86	29.85	337.13	17.92	111.68	1.28	42.12
ENSOCUG00000003830	46.38	11.53	37.48	4.83	32.16	16.38	49.43
ENSOCUG00000003831	0.94	0.15	12.23	27.61	7.44	0.29	0.74
ENSOCUG00000003832	14.48	5.59	27.11	11.56	13.05	2.55	7.54
ENSOCUG00000003833	0.69	0	0	0	0	0	0.15
ENSOCUG00000003834	0.32	0.65	1.35	8.91	248.71	0.67	0.34
ENSOCUG00000003835	0.56	1.2	0.12	5.35	311.47	0.51	0.35
ENSOCUG00000003837	0.77	3.93	4.39	56.28	1247.17	5.42	2.67
ENSOCUG00000003841	2.59	0.6	0.87	0.48	1.17	0	5.6
ENSOCUG00000003842	22.8	1.37	10.95	2.93	8.68	1.7	19.16
ENSOCUG00000003843	16.64	4.3	11.03	10.53	16.91	3.8	16.35
ENSOCUG00000003844	42.98	13.28	47.67	52.14	56.81	16.11	18.81
ENSOCUG00000003845	17.73	0.01	0.02	0	0.02	0.02	0.16
ENSOCUG00000003846	6.92	0	0	0	0.18	0	1.15
ENSOCUG00000003847	3.14	0.59	7.27	10.5	5.55	2.53	21.4
ENSOCUG00000003848	12.64	3.64	7.16	4.55	10.21	5.52	7.6
ENSOCUG00000003849	0.88	0.56	3.33	2.94	0.93	0.86	1.52
ENSOCUG00000003850	0	0	0	0.06	2.06	0	0
ENSOCUG00000003851	3.62	1.81	3.06	3.97	2.24	2.68	6.45
ENSOCUG00000003852	31.89	40.08	48.26	27.49	32.68	18.15	121.38
ENSOCUG00000003853	7.55	9.92	7.63	4.19	3.36	2.42	135.74
ENSOCUG00000003854	12.56	1.13	26.45	39.25	2.89	1.19	2.99
ENSOCUG00000003855	15.29	5.9	60.68	39.03	35.46	15.74	117.3
ENSOCUG00000003856	15.93	6.18	13.46	6.37	14.56	3.78	24.52
ENSOCUG00000003857	15.08	7.66	14.63	12.45	19.74	15.62	69.8
ENSOCUG00000003858	1.93	0.61	24.23	4198.28	283.17	5.12	7.32
ENSOCUG00000003859	16.89	1.52	12.53	10.96	7.61	9.41	30.08
ENSOCUG00000003860	64.07	8.84	26.6	12.82	24.32	8.34	42.93
ENSOCUG00000003862	22.76	10.2	23.58	11.73	26.81	13.43	18.71
ENSOCUG00000003863	56.1	92.05	135.34	325.33	3621.77	24.56	31.54
ENSOCUG00000003864	0	0.27	0	0.18	0.23	0	0
ENSOCUG00000003866	8.15	22.61	24.39	5.52	42.46	49.19	12.99
ENSOCUG00000003867	63.59	28.33	91.66	61.63	99.39	62.79	150.77
ENSOCUG00000003868	27.3	2.17	10.83	12.62	9.67	6.85	3.81
ENSOCUG00000003869	35.63	16.81	54.84	34.38	57.41	40.67	21.59
ENSOCUG00000003870	0.12	0	0	0.07	0	0	0.24
ENSOCUG00000003871	127	257.65	105.66	178	49.5	193.42	26.02
ENSOCUG00000003872	311.06	301.66	456.3	393.46	578.14	441.93	771.12
ENSOCUG00000003873	10.06	0.87	2.61	0.64	13.09	0.43	457.14
ENSOCUG00000003874	6.86	13.12	11.49	40.86	42.22	2.64	1.03
ENSOCUG00000003875	8	4.57	10.18	7.63	18.44	4.07	438.76
ENSOCUG00000003876	3.5	0.29	1.68	0.5	5.94	1.04	17.48
ENSOCUG00000003877	2.74	3.49	8.88	54.05	25.71	1.21	2.33
ENSOCUG00000003878	0	0	0.01	0.01	0	0	0.28
ENSOCUG00000003879	28.01	14.13	28.13	16.36	39.53	35.52	88.08
