data1	TPM.brain	TPM.heart	TPM.kidney	TPM.liver	TPM.muscle	TPM.testis
ENSONIG00000017848	8.46582745707284	10.4424383669363	11.1159941773619	20.0845799040568	15.7200018723048	7.92337175252771
ENSONIG00000017849	4.76709850298369	4.80370279689855	5.74433015798779	9.77753839293098	9.54471037697849	5.81131320619694
ENSONIG00000017850	2.14468752050007	1.32616037695212	3.62567577781311	6.34657533979613	0	4.69358980608181
ENSONIG00000017851	4.67995488527751	0.616597842676442	0	0	0	0.634905681551619
ENSONIG00000017852	4.08317381128345	2.6778537713669	4.41430245318905	6.63855671207381	4.15609708072806	5.46342500695742
ENSONIG00000017853	0.113344639310252	0	0	0	0.456500819661526	2.80130174839712
ENSONIG00000017855	3.21518479151491	4.99970485261475	2.26427729397772	0	5.61832461221281	3.17810787846476
ENSONIG00000017856	3.63979447235594	2.42125113352295	3.56017847642565	2.00488172849259	3.54632838246358	4.66890194571253
ENSONIG00000017857	0.437122462055831	2.27479950709734	1.59403155500015	0	0	1.01811312809519
ENSONIG00000017858	1.21578775474593	3.89528406037162	3.6338770329359	6.26940959864291	7.34003907382271	1.98470117001578
ENSONIG00000017859	4.48855268972017	0	1.64105009306667	0.155072632727786	0	1.07235440670644
ENSONIG00000017860	3.09287655564893	1.18708921284497	1.1908981758473	0	1.79979212037682	1.31297068756198
ENSONIG00000017861	2.16587063661185	2.51493475241389	4.09266947163574	2.88558243572017	1.18633387905754	1.33603405079554
ENSONIG00000017862	0	0.0388810917675424	0.814178833638396	0	0	0.134498301063367
ENSONIG00000017863	4.31097061319779	2.03760625038627	2.56702538103874	2.52180909949199	3.69932415236399	5.60497145791219
ENSONIG00000017864	2.18399885238429	0	0	0	9.84061617186063	1.72623053319337
ENSONIG00000017865	5.97962591383125	5.78366157174149	7.63523302723499	16.8920562783662	9.44690040339268	7.75350235243223
ENSONIG00000017866	3.09895824817402	0	0	0	0	0.861969651506175
ENSONIG00000017867	5.21530487481019	4.96186215812308	4.86474640337219	4.42545445780899	11.1171023014224	4.00733882257892
ENSONIG00000017868	4.00878893192003	4.07334733496999	5.901822201578	3.29675538383515	3.2176034263775	2.28960768514958
ENSONIG00000017869	3.15836334991845	0	0	0	0	0.00712492724855325
ENSONIG00000017870	3.86404119474923	2.21693023739666	2.75065270193939	0	0	1.51634293742914
ENSONIG00000017871	3.13669694664469	2.28129630987096	3.87052311137705	3.50116019400832	3.96528949214856	4.05515647205028
ENSONIG00000017872	2.96067243042686	3.49947086165332	7.60118858097733	0	1.48052789526386	3.90098412687867
ENSONIG00000017873	6.55006545666135	6.44419771071152	7.86760195927556	13.1730163282142	10.523745904044	7.16876305370624
ENSONIG00000017874	2.09169716556861	2.36322056401909	2.24635417096586	3.23508521154177	2.87289134311927	3.59721031911013
ENSONIG00000017875	2.53758834842371	0	3.16011121478862	0	0.276493330540731	3.58876786354055
ENSONIG00000017876	0	0	1.06454289376197	0	0	0.75315083572232
ENSONIG00000017877	0	0	0	0	8.69224188706991	2.369786701231
ENSONIG00000017878	2.87941404028203	0	0	0	0.311806000292753	2.88033116176045
ENSONIG00000017879	3.53245280090329	0.654230652691626	1.44800564081602	0	2.25324701986442	4.24138962179235
ENSONIG00000017880	4.37029107156228	4.82160322514475	8.50738930886707	8.43324413640623	4.04109366161078	5.33196676639893
ENSONIG00000017881	5.30013473872499	3.99364115199655	6.42248752865513	11.1909910958382	11.9854182482634	4.59469978669893
ENSONIG00000017882	5.26104718090719	1.81287594610336	0	0	0	0
ENSONIG00000017883	4.48262224162023	3.2030074485514	4.76919982351275	2.4985816214284	4.68154664013988	4.80817903849763
ENSONIG00000017884	1.68717873869487	1.73285963237456	1.90454516429003	0	0	1.08476101356259
ENSONIG00000017885	4.3205690044699	3.19652945195937	5.11763045153177	13.004800551963	5.3449534581611	4.72279218297757
ENSONIG00000017886	4.42812695743402	0	0	0	0	1.04199815254335
ENSONIG00000017887	3.1228615222358	3.12952503388917	5.76898736679591	6.29999688732847	4.83873797777788	3.81929805817023
ENSONIG00000017888	5.88420432679532	5.39738211708469	6.20841256935193	9.25745226423132	8.11239397142063	6.87879416824186
ENSONIG00000017889	0	0	0.711392304460544	0	0	0
ENSONIG00000017891	2.37430470211577	2.11887063613183	2.56705385507087	0.886233952476374	0.0508600811446298	2.15963345530505
ENSONIG00000017892	2.81045552680907	4.31324999007034	3.265505214798	0	3.60156294093481	3.39746587853974
ENSONIG00000017893	4.29499955091819	1.83328734474212	2.59397379189796	1.71383716435424	2.78258207149415	3.62236976011621
ENSONIG00000017894	0	1.10933587255445	1.52066622924114	0	0	4.26373096225
ENSONIG00000017895	2.89705781299421	0.386534976964699	1.12936922549126	0	1.24158835078704	1.90932089215077
ENSONIG00000017896	0	0	0	0	0	0.864674080898892
ENSONIG00000017897	3.30590283572384	0.664150661986856	2.93050533110219	0	0.856722241867216	3.88247208544312
ENSONIG00000017898	4.51587011922696	2.8044857837327	3.81633490129749	0.523343060123491	2.44537394786615	5.00565026620418
ENSONIG00000017899	2.57821597359797	0	0	0	0.0158190889217487	2.67343106216841
ENSONIG00000017900	5.31213186373274	3.65429383912607	5.23586133875567	8.3175499772574	5.80435019583065	5.33299560032699
ENSONIG00000017901	3.27194173056934	3.65436891146061	4.27286910921508	2.76668550534027	2.50325770825463	3.42353192412613
ENSONIG00000017902	5.42448433466162	4.58028546810163	5.89365343691142	11.8488416378184	7.38339968107289	4.64417395543568
ENSONIG00000017903	5.58533027353613	2.93272944325531	3.83168302069901	2.52338380439357	4.31448279938218	4.52475844181921
ENSONIG00000017904	1.51003335703757	0	0.889975013426473	0	4.8022657670584	0.785572751070103
ENSONIG00000017905	3.80834984835372	2.14731331041395	4.67153280855245	0.57658105399911	1.73231439692205	2.93108055470256
ENSONIG00000017906	2.39876092453312	0	0	0	0	0
ENSONIG00000017907	2.6563971944837	1.55679177118446	2.43566527476344	1.14364568507813	1.69342462836864	4.45043242657293
ENSONIG00000017908	3.4113027401008	1.57452019946598	2.36143775370512	4.47831617487981	1.42848442900245	3.92574426397728
ENSONIG00000017909	1.90543430112848	1.40297526414725	1.54888447902943	1.49810842843747	6.37529055884723	2.05032579603479
ENSONIG00000017910	5.45402721877677	3.09365487657138	3.91680941158358	4.12990709839371	6.75924709902888	6.00198880297986
